"Município";"População de 15 anos ou mais"
"292330 OURICANGAS";4036
"292335 OUROLANDIA";6514
"292340 PALMAS DE MONTE ALTO";11606
"292350 PALMEIRAS";4240
"292360 PARAMIRIM";14045
"292370 PARATINGA";12988
"292380 PARIPIRANGA";16351
"292390 PAU BRASIL";8725
"292400 PAULO AFONSO";54634
"292405 PE DE SERRA";9991
"292410 PEDRAO";4084
"292420 PEDRO ALEXANDRE";8241
"292430 PIATA";10960
"292440 PILAO ARCADO";16922
"292450 PINDAI";9782
"292460 PINDOBACU";13663
"292465 PINTADAS";6204
"292467 PIRAI DO NORTE";7262
"292470 PIRIPA";6164
"292480 PIRITIBA";13920
"292490 PLANALTINO";6135
"292500 PLANALTO";13666
"292510 POCOES";22786
"292520 POJUCA";13567
"292525 PONTO NOVO";9643
"292530 PORTO SEGURO";19480
"292540 POTIRAGUA";5706
"292550 PRADO";12274
"292560 PRESIDENTE DUTRA";8239
"292570 PRESIDENTE JANIO QUADROS";8506
"292575 PRESIDENTE TANCREDO NEVES";9648
"292580 QUEIMADAS";14019
"292590 QUIJINGUE";13703
"292593 QUIXABEIRA";8002
"292595 RAFAEL JAMBEIRO";12520
"292600 REMANSO";20234
"292610 RETIROLANDIA";6640
"292620 RIACHAO DAS NEVES";11052
"292630 RIACHAO DO JACUIPE";23434
"292640 RIACHO DE SANTANA";16411
"292650 RIBEIRA DO AMPARO";7928
"292660 RIBEIRA DO POMBAL";25299
"292665 RIBEIRAO DO LARGO";6010
"292670 RIO DE CONTAS";8899
"292680 RIO DO ANTONIO";7992
"292690 RIO DO PIRES";7176
"292700 RIO REAL";15631
"292710 RODELAS";2702
"292720 RUY BARBOSA";17977
"292730 SALINAS DA MARGARIDA";5094
"292740 SALVADOR";1363204
"292750 SANTA BARBARA";10058
"292760 SANTA BRIGIDA";7425
"292770 SANTA CRUZ CABRALIA";3558
"292780 SANTA CRUZ DA VITORIA";3743
"292790 SANTA INES";5936
"292800 SANTALUZ";17352
"292805 SANTA LUZIA";8743
"292810 SANTA MARIA DA VITORIA";23283
"292820 SANTANA";14573
"292830 SANTANOPOLIS";5491
"292840 SANTA RITA DE CASSIA";12895
"292850 SANTA TERESINHA";5222
"292860 SANTO AMARO";32885
"292870 SANTO ANTONIO DE JESUS";40551
"292880 SANTO ESTEVAO";21223
"292890 SAO DESIDERIO";10176
"292895 SAO DOMINGOS";6102
"292900 SAO FELIX";7290
"292905 SAO FELIX DO CORIBE";6684
"292910 SAO FELIPE";12088
"292920 SAO FRANCISCO DO CONDE";11754
"292925 SAO GABRIEL";9777
"292930 SAO GONCALO DOS CAMPOS";14594
"292935 SAO JOSE DA VITORIA";4865
"292937 SAO JOSE DO JACUIPE";7750
"292940 SAO MIGUEL DAS MATAS";5702
"292950 SAO SEBASTIAO DO PASSE";22143
"292960 SAPEACU";8942
"292970 SATIRO DIAS";7954
"292975 SAUBARA";4983
"292980 SAUDE";6794
"292990 SEABRA";22974
"293000 SEBASTIAO LARANJEIRAS";5188
"293010 SENHOR DO BONFIM";50658
"293015 SERRA DO RAMALHO";17106
"293020 SENTO SE";15541
"293030 SERRA DOURADA";9902
"293040 SERRA PRETA";10048
"293050 SERRINHA";43497
"293060 SERROLANDIA";6962
"293070 SIMOES FILHO";41922
"293075 SITIO DO MATO";4469
"293076 SITIO DO QUINTO";7283
"293077 SOBRADINHO";12245
"293080 SOUTO SOARES";10332
"293090 TABOCAS DO BREJO VELHO";6340
"293100 TANHACU";10947
"293105 TANQUE NOVO";7861
"293110 TANQUINHO";6343
"293120 TAPEROA";9376
"293130 TAPIRAMUTA";7424
"293135 TEIXEIRA DE FREITAS";51526
"293140 TEODORO SAMPAIO";5710
"293150 TEOFILANDIA";11839
"293160 TEOLANDIA";6634
"293170 TERRA NOVA";7325
"293180 TREMEDAL";12332
"293190 TUCANO";27372
"293200 UAUA";14463
"293210 UBAIRA";11901
"293220 UBAITABA";11755
"293230 UBATA";14580
"293240 UIBAI";7936
"293245 UMBURANAS";6363
"293250 UNA";12784
"293260 URANDI";9148
"293270 URUCUCA";17916
"293280 UTINGA";10224
"293290 VALENCA";39053
"293300 VALENTE";10793
"293305 VARZEA DA ROCA";7729
"293310 VARZEA DO POCO";5926
"293315 VARZEA NOVA";9699
"293317 VARZEDO";5236
"293320 VERA CRUZ";13335
"293325 VEREDA";5305
"293330 VITORIA DA CONQUISTA";140692
"293340 WAGNER";4443
"293345 WANDERLEY";7330
"293350 WENCESLAU GUIMARAES";9330
"293360 XIQUE-XIQUE";22339
"310010 ABADIA DOS DOURADOS";4586
"310020 ABAETE";13939
"310030 ABRE CAMPO";11818
"310040 ACAIACA";2333
"310050 ACUCENA";15167
"310060 AGUA BOA";8964
"310070 AGUA COMPRIDA";1214
"310080 AGUANIL";2257
"310090 AGUAS FORMOSAS";13126
"310100 AGUAS VERMELHAS";11032
"310110 AIMORES";17675
"310120 AIURUOCA";4593
"310130 ALAGOA";1877
"310140 ALBERTINA";1725
"310150 ALEM PARAIBA";21877
"310160 ALFENAS";35234
"310170 ALMENARA";27358
"310180 ALPERCATA";4140
"310190 ALPINOPOLIS";13238
"310200 ALTEROSA";7792
"310210 ALTO RIO DOCE";9207
"310220 ALVARENGA";3674
"310230 ALVINOPOLIS";10234
"310240 ALVORADA DE MINAS";2259
"310250 AMPARO DO SERRA";4119
"310260 ANDRADAS";20172
"310270 CACHOEIRA DE PAJEU";5217
"310280 ANDRELANDIA";8548
"310290 ANTONIO CARLOS";6686
"310300 ANTONIO DIAS";5787
"310310 ANTONIO PRADO DE MINAS";1499
"310320 ARACAI";1300
"310330 ARACITABA";1669
"310340 ARACUAI";20390
"310350 ARAGUARI";62958
"310360 ARANTINA";1831
"310370 ARAPONGA";4608
"310380 ARAPUA";2183
"310390 ARAUJOS";3694
"310400 ARAXA";47428
"310410 ARCEBURGO";4877
"310420 ARCOS";18482
"310430 AREADO";7229
"310440 ARGIRITA";2077
"310450 ARINOS";9654
"310460 ASTOLFO DUTRA";8004
"310470 ATALEIA";10692
"310480 AUGUSTO DE LIMA";3460
"310490 BAEPENDI";11196
"310500 BALDIM";5574
"310510 BAMBUI";14909
"310520 BANDEIRA";3470
"310530 BANDEIRA DO SUL";2809
"310540 BARAO DE COCAIS";13025
"310550 BARAO DE MONTE ALTO";4148
"310560 BARBACENA";67826
"310570 BARRA LONGA";5974
"310590 BARROSO";11339
"310600 BELA VISTA DE MINAS";6238
"310610 BELMIRO BRAGA";2748
"310620 BELO HORIZONTE";1404016
"310630 BELO ORIENTE";10408
"310640 BELO VALE";4862
"310650 BERILO";9873
"310660 BERTOPOLIS";6078
"310670 BETIM";104133
"310680 BIAS FORTES";3262
"310690 BICAS";8069
"310700 BIQUINHAS";2128
"310710 BOA ESPERANCA";21541
"310720 BOCAINA DE MINAS";3256
"310730 BOCAIUVA";27782
"310740 BOM DESPACHO";23421
"310750 BOM JARDIM DE MINAS";4336
"310760 BOM JESUS DA PENHA";2075
"310770 BOM JESUS DO AMPARO";3224
"310780 BOM JESUS DO GALHO";11023
"310790 BOM REPOUSO";5920
"310800 BOM SUCESSO";10783
"310810 BONFIM";5288
"310820 BONFINOPOLIS DE MINAS";8727
"310830 BORDA DA MATA";10960
"310840 BOTELHOS";9756
"310850 BOTUMIRIM";3941
"310860 BRASILIA DE MINAS";26057
"310870 BRAS PIRES";3549
"310880 BRAUNAS";4308
"310890 BRAZOPOLIS";9154
"310900 BRUMADINHO";13247
"310910 BUENO BRANDAO";7477
"310920 BUENOPOLIS";6140
"310930 BURITIS";10774
"310940 BURITIZEIRO";13333
"310950 CABO VERDE";8223
"310960 CACHOEIRA DA PRATA";2535
"310970 CACHOEIRA DE MINAS";6383
"310980 CACHOEIRA DOURADA";1527
"310990 CAETANOPOLIS";4913
"311000 CAETE";22144
"311010 CAIANA";3096
"311020 CAJURI";2405
"311030 CALDAS";8814
"311040 CAMACHO";2452
"311050 CAMANDUCAIA";11284
"311060 CAMBUI";15358
"311070 CAMBUQUIRA";7910
"311080 CAMPANARIO";4903
"311090 CAMPANHA";8194
"311100 CAMPESTRE";12303
"311110 CAMPINA VERDE";13599
"311120 CAMPO BELO";30506
"311130 CAMPO DO MEIO";7049
"311140 CAMPO FLORIDO";3141
"311150 CAMPOS ALTOS";7147
"311160 CAMPOS GERAIS";15419
"311170 CANAA";3448
"311180 CANAPOLIS";11225
"311190 CANA VERDE";3834
"311200 CANDEIAS";9601
"311210 CAPARAO";5004
"311220 CAPELA NOVA";3769
"311230 CAPELINHA";17022
"311240 CAPETINGA";4869
"311250 CAPIM BRANCO";4295
"311260 CAPINOPOLIS";10250
"311270 CAPITAO ENEAS";6700
"311280 CAPITOLIO";4872
"311290 CAPUTIRA";4895
"311300 CARAI";12076
"311310 CARANAIBA";2305
"311320 CARANDAI";12774
"311330 CARANGOLA";27118
"311340 CARATINGA";80366
"311350 CARBONITA";4844
"311360 CAREACU";3712
"311370 CARLOS CHAGAS";14432
"311380 CARMESIA";1436
"311390 CARMO DA CACHOEIRA";6524
"311400 CARMO DA MATA";7088
"311410 CARMO DE MINAS";7057
"311420 CARMO DO CAJURU";9768
"311430 CARMO DO PARANAIBA";18665
"311440 CARMO DO RIO CLARO";11664
"311450 CARMOPOLIS DE MINAS";9162
"311460 CARRANCAS";2843
"311470 CARVALHOPOLIS";1917
"311480 CARVALHOS";3231
"311490 CASA GRANDE";1426
"311500 CASCALHO RICO";1902
"311510 CASSIA";10767
"311520 CONCEICAO DA BARRA DE MINAS";2568
"311530 CATAGUASES";40600
"311540 CATAS ALTAS DA NORUEGA";2121
"311550 CAXAMBU";13154
"311560 CEDRO DO ABAETE";963
"311570 CENTRAL DE MINAS";4258
"311580 CENTRALINA";9092
"311590 CHACARA";2234
"311600 CHALE";3473
"311610 CHAPADA DO NORTE";8621
"311620 CHIADOR";2005
"311630 CIPOTANEA";3968
"311640 CLARAVAL";2231
"311650 CLARO DOS POCOES";4965
"311660 CLAUDIO";12409
"311670 COIMBRA";3851
"311680 COLUNA";6143
"311690 COMENDADOR GOMES";1989
"311700 COMERCINHO";6105
"311710 CONCEICAO DA APARECIDA";6274
"311720 CONCEICAO DAS PEDRAS";1732
"311730 CONCEICAO DAS ALAGOAS";9621
"311740 CONCEICAO DE IPANEMA";3443
"311750 CONCEICAO DO MATO DENTRO";11459
"311760 CONCEICAO DO PARA";2573
"311770 CONCEICAO DO RIO VERDE";6858
"311780 CONCEICAO DOS OUROS";5181
"311790 CONGONHAL";5064
"311800 CONGONHAS";23023
"311810 CONGONHAS DO NORTE";2634
"311820 CONQUISTA";4780
"311830 CONSELHEIRO LAFAIETE";60075
"311840 CONSELHEIRO PENA";19929
"311850 CONSOLACAO";1160
"311860 CONTAGEM";295986
"311870 COQUEIRAL";6007
"311880 CORACAO DE JESUS";18809
"311890 CORDISBURGO";5481
"311900 CORDISLANDIA";2023
"311910 CORINTO";16379
"311920 COROACI";6631
"311930 COROMANDEL";16819
"311940 CORONEL FABRICIANO";57498
"311950 CORONEL MURTA";5414
"311960 CORONEL PACHECO";2290
"311970 CORONEL XAVIER CHAVES";2102
"311980 CORREGO DANTA";3093
"311990 CORREGO DO BOM JESUS";2814
"312000 CORREGO NOVO";4696
"312010 COUTO DE MAGALHAES DE MINAS";2394
"312020 CRISTAIS";6108
"312030 CRISTALIA";2621
"312040 CRISTIANO OTONI";2814
"312050 CRISTINA";6640
"312060 CRUCILANDIA";3139
"312070 CRUZEIRO DA FORTALEZA";2090
"312080 CRUZILIA";7975
"312090 CURVELO";38884
"312100 DATAS";2827
"312110 DELFIM MOREIRA";5264
"312120 DELFINOPOLIS";4489
"312130 DESCOBERTO";2830
"312140 DESTERRO DE ENTRE RIOS";4719
"312150 DESTERRO DO MELO";2335
"312160 DIAMANTINA";26812
"312170 DIOGO DE VASCONCELOS";2687
"312180 DIONISIO";6440
"312190 DIVINESIA";1859
"312200 DIVINO";13943
"312210 DIVINO DAS LARANJEIRAS";3435
"312220 DIVINOLANDIA DE MINAS";3526
"312230 DIVINOPOLIS";103581
"312240 DIVISA NOVA";3216
"312250 DOM CAVATI";4121
"312260 DOM JOAQUIM";3088
"312270 DOM SILVERIO";6820
"312280 DOM VICOSO";1910
"312290 DONA EUSEBIA";3321
"312300 DORES DE CAMPOS";5302
"312310 DORES DE GUANHAES";3389
"312320 DORES DO INDAIA";9753
"312330 DORES DO TURVO";3199
"312340 DORESOPOLIS";874
"312350 DOURADOQUARA";1099
"312360 ELOI MENDES";13144
"312370 ENGENHEIRO CALDAS";5657
"312380 ENGENHEIRO NAVARRO";4410
"312390 ENTRE RIOS DE MINAS";8155
"312400 ERVALIA";9715
"312410 ESMERALDAS";15679
"312420 ESPERA FELIZ";12855
"312430 ESPINOSA";21968
"312440 ESPIRITO SANTO DO DOURADO";2891
"312450 ESTIVA";6629
"312460 ESTRELA DALVA";1685
"312470 ESTRELA DO INDAIA";2709
"312480 ESTRELA DO SUL";4870
"312490 EUGENOPOLIS";6638
"312500 EWBANK DA CAMARA";2211
"312510 EXTREMA";9883
"312520 FAMA";1463
"312530 FARIA LEMOS";2147
"312540 FELICIO DOS SANTOS";3337
"312550 SAO GONCALO DO RIO PRETO";1762
"312560 FELISBURGO";3658
"312570 FELIXLANDIA";7653
"312580 FERNANDES TOURINHO";2112
"312590 FERROS";9364
"312600 FLORESTAL";3425
"312610 FORMIGA";42811
"312620 FORMOSO";4038
"312630 FORTALEZA DE MINAS";2653
"312640 FORTUNA DE MINAS";1493
"312650 FRANCISCO BADARO";9881
"312660 FRANCISCO DUMONT";2150
"312670 FRANCISCO SA";14883
"312680 FREI GASPAR";4211
"312690 FREI INOCENCIO";4511
"312700 FRONTEIRA";5251
"312705 FRONTEIRA DOS VALES";3025
"312710 FRUTAL";28645
"312720 FUNILANDIA";1650
"312730 GALILEIA";6903
"312740 GONCALVES";2648
"312750 GONZAGA";3695
"312760 GOUVEIA";7127
"312770 GOVERNADOR VALADARES";150654
"312780 GRAO MOGOL";11356
"312790 GRUPIARA";856
"312800 GUANHAES";15851
"312810 GUAPE";7876
"312820 GUARACIABA";6647
"312830 GUARANESIA";10846
"312840 GUARANI";5613
"312850 GUARARA";2580
"312860 GUARDA-MOR";3823
"312870 GUAXUPE";26901
"312880 GUIDOVAL";4961
"312890 GUIMARANIA";3911
"312900 GUIRICEMA";7020
"312910 GURINHATA";5256
"312920 HELIODORA";3481
"312930 IAPU";9128
"312940 IBERTIOGA";3125
"312950 IBIA";12554
"312960 IBIAI";3931
"312970 IBIRACI";5547
"312980 IBIRITE";56231
"312990 IBITIURA DE MINAS";1978
"313000 IBITURUNA";1683
"313010 IGARAPE";16792
"313020 IGARATINGA";4075
"313030 IGUATAMA";5613
"313040 IJACI";2968
"313050 ILICINEA";5968
"313060 INCONFIDENTES";4292
"313070 INDIANOPOLIS";3135
"313080 INGAI";1579
"313090 INHAPIM";21260
"313100 INHAUMA";2964
"313110 INIMUTABA";3895
"313120 IPANEMA";12015
"313130 IPATINGA";114621
"313140 IPIACU";2792
"313150 IPUIUNA";5407
"313160 IRAI DE MINAS";2996
"313170 ITABIRA";55465
"313180 ITABIRINHA";6505
"313190 ITABIRITO";21382
"313200 ITACAMBIRA";3877
"313210 ITACARAMBI";12043
"313220 ITAGUARA";7482
"313230 ITAIPE";8530
"313240 ITAJUBA";51306
"313250 ITAMARANDIBA";18414
"313260 ITAMARATI DE MINAS";2386
"313270 ITAMBACURI";12930
"313280 ITAMBE DO MATO DENTRO";1806
"313290 ITAMOGI";6178
"313300 ITAMONTE";6876
"313310 ITANHANDU";7891
"313320 ITANHOMI";10979
"313330 ITAOBIM";12062
"313340 ITAPAGIPE";7744
"313350 ITAPECERICA";15275
"313360 ITAPEVA";3796
"313370 ITATIAIUCU";4804
"313375 ITAU DE MINAS";7638
"313380 ITAUNA";45570
"313390 ITAVERAVA";4030
"313400 ITINGA";13406
"313410 ITUETA";4358
"313420 ITUIUTABA";59815
"313430 ITUMIRIM";4121
"313440 ITURAMA";29882
"313450 ITUTINGA";2933
"313460 JABOTICATUBAS";8207
"313470 JACINTO";7530
"313480 JACUI";4473
"313490 JACUTINGA";11759
"313500 JAGUARACU";1753
"313510 JANAUBA";31200
"313520 JANUARIA";49322
"313530 JAPARAIBA";2078
"313540 JECEABA";4586
"313550 JEQUERI";9464
"313560 JEQUITAI";5355
"313570 JEQUITIBA";3122
"313580 JEQUITINHONHA";14080
"313590 JESUANIA";2876
"313600 JOAIMA";10686
"313610 JOANESIA";4774
"313620 JOAO MONLEVADE";40278
"313630 JOAO PINHEIRO";29924
"313640 JOAQUIM FELICIO";2743
"313650 JORDANIA";5785
"313660 NOVA UNIAO";3053
"313670 JUIZ DE FORA";273694
"313680 JURAMENTO";3852
"313690 JURUAIA";4238
"313700 LADAINHA";9265
"313710 LAGAMAR";5434
"313720 LAGOA DA PRATA";20591
"313730 LAGOA DOS PATOS";2286
"313740 LAGOA DOURADA";6590
"313750 LAGOA FORMOSA";10810
"313760 LAGOA SANTA";19413
"313770 LAJINHA";10729
"313780 LAMBARI";11170
"313790 LAMIM";2350
"313800 LARANJAL";4190
"313810 LASSANCE";3828
"313820 LAVRAS";45210
"313830 LEANDRO FERREIRA";1920
"313840 LEOPOLDINA";31757
"313850 LIBERDADE";4119
"313860 LIMA DUARTE";10169
"313870 LUMINARIAS";3510
"313880 LUZ";11021
"313890 MACHACALIS";4041
"313900 MACHADO";20255
"313910 MADRE DE DEUS DE MINAS";2698
"313920 MALACACHETA";19969
"313930 MANGA";26918
"313940 MANHUACU";47840
"313950 MANHUMIRIM";17686
"313960 MANTENA";24280
"313970 MARAVILHAS";3697
"313980 MAR DE ESPANHA";6767
"313990 MARIA DA FE";8764
"314000 MARIANA";23882
"314010 MARILAC";2641
"314020 MARIPA DE MINAS";1660
"314030 MARLIERIA";2277
"314040 MARMELOPOLIS";1845
"314050 MARTINHO CAMPOS";7730
"314060 MATERLANDIA";2790
"314070 MATEUS LEME";17344
"314080 MATIAS BARBOSA";7561
"314090 MATIPO";8706
"314100 MATO VERDE";11765
"314110 MATOZINHOS";15074
"314120 MATUTINA";2644
"314130 MEDEIROS";1919
"314140 MEDINA";13267
"314150 MENDES PIMENTEL";6983
"314160 MERCES";6919
"314170 MESQUITA";12378
"314180 MINAS NOVAS";18261
"314190 MINDURI";2500
"314200 MIRABELA";9856
"314210 MIRADOURO";6556
"314220 MIRAI";9841
"314230 MOEDA";2668
"314240 MOEMA";3680
"314250 MONJOLOS";1754
"314260 MONSENHOR PAULO";4614
"314270 MONTALVANIA";9486
"314280 MONTE ALEGRE DE MINAS";12225
"314290 MONTE AZUL";21880
"314300 MONTE BELO";9020
"314310 MONTE CARMELO";23320
"314320 MONTE SANTO DE MINAS";13071
"314330 MONTES CLAROS";156469
"314340 MONTE SIAO";12112
"314350 MORADA NOVA DE MINAS";4391
"314360 MORRO DA GARCA";1824
"314370 MORRO DO PILAR";2487
"314380 MUNHOZ";3601
"314390 MURIAE";56795
"314400 MUTUM";17101
"314410 MUZAMBINHO";12281
"314420 NACIP RAYDAN";2441
"314430 NANUQUE";27246
"314440 NATERCIA";3148
"314450 NAZARENO";4676
"314460 NEPOMUCENO";15645
"314470 NOVA ERA";11058
"314480 NOVA LIMA";34937
"314490 NOVA MODICA";2586
"314500 NOVA PONTE";5998
"314510 NOVA RESENDE";7841
"314520 NOVA SERRANA";12144
"314530 NOVO CRUZEIRO";17009
"314540 OLARIA";1584
"314550 OLIMPIO NORONHA";1224
"314560 OLIVEIRA";21881
"314570 OLIVEIRA FORTES";1520
"314580 ONCA DE PITANGUI";1950
"314590 OURO BRANCO";16544
"314600 OURO FINO";21369
"314610 OURO PRETO";40846
"314620 OURO VERDE DE MINAS";4477
"314630 PADRE PARAISO";10263
"314640 PAINEIRAS";3548
"314650 PAINS";5578
"314660 PAIVA";1014
"314670 PALMA";4792
"314690 PAPAGAIOS";6092
"314700 PARACATU";38045
"314710 PARA DE MINAS";40946
"314720 PARAGUACU";11117
"314730 PARAISOPOLIS";10022
"314740 PARAOPEBA";10849
"314750 PASSABEM";1102
"314760 PASSA QUATRO";9069
"314770 PASSA TEMPO";5884
"314780 PASSA-VINTE";1614
"314790 PASSOS";57667
"314800 PATOS DE MINAS";70282
"314810 PATROCINIO";39922
"314820 PATROCINIO DO MURIAE";3054
"314830 PAULA CANDIDO";5229
"314840 PAULISTAS";3588
"314850 PAVAO";9450
"314860 PECANHA";12278
"314870 PEDRA AZUL";13602
"314880 PEDRA DO ANTA";2724
"314890 PEDRA DO INDAIA";2821
"314900 PEDRA DOURADA";1040
"314910 PEDRALVA";7332
"314920 PEDRINOPOLIS";3107
"314930 PEDRO LEOPOLDO";27591
"314940 PEDRO TEIXEIRA";1080
"314950 PEQUERI";1854
"314960 PEQUI";2217
"314970 PERDIGAO";3221
"314980 PERDIZES";7201
"314990 PERDOES";11149
"315000 PESCADOR";2564
"315010 PIAU";2128
"315020 PIEDADE DE PONTE NOVA";2664
"315030 PIEDADE DO RIO GRANDE";3404
"315040 PIEDADE DOS GERAIS";3009
"315050 PIMENTA";4547
"315060 PIRACEMA";4254
"315070 PIRAJUBA";2132
"315080 PIRANGA";10109
"315090 PIRANGUCU";3058
"315100 PIRANGUINHO";4185
"315110 PIRAPETINGA";6277
"315120 PIRAPORA";27718
"315130 PIRAUBA";6268
"315140 PITANGUI";13478
"315150 PIUMHI";17237
"315160 PLANURA";4773
"315170 POCO FUNDO";9818
"315180 POCOS DE CALDAS";76906
"315190 POCRANE";7116
"315200 POMPEU";13159
"315210 PONTE NOVA";37752
"315220 PORTEIRINHA";31539
"315230 PORTO FIRME";6018
"315240 POTE";8725
"315250 POUSO ALEGRE";56466
"315260 POUSO ALTO";4170
"315270 PRADOS";5129
"315280 PRATA";15546
"315290 PRATAPOLIS";6585
"315300 PRATINHA";1799
"315310 PRESIDENTE BERNARDES";3985
"315320 PRESIDENTE JUSCELINO";2620
"315330 PRESIDENTE KUBITSCHEK";1672
"315340 PRESIDENTE OLEGARIO";14895
"315350 ALTO JEQUITIBA";4975
"315360 PRUDENTE DE MORAIS";4210
"315370 QUARTEL GERAL";1984
"315380 QUELUZITO";1326
"315390 RAPOSOS";9059
"315400 RAUL SOARES";19437
"315410 RECREIO";7369
"315420 RESENDE COSTA";6825
"315430 RESPLENDOR";11779
"315440 RESSAQUINHA";6457
"315450 RIACHO DOS MACHADOS";5800
"315460 RIBEIRAO DAS NEVES";86211
"315470 RIBEIRAO VERMELHO";2547
"315480 RIO ACIMA";4519
"315490 RIO CASCA";9826
"315500 RIO DOCE";1790
"315510 RIO DO PRADO";7807
"315520 RIO ESPERA";4970
"315530 RIO MANSO";3054
"315540 RIO NOVO";7839
"315550 RIO PARANAIBA";6451
"315560 RIO PARDO DE MINAS";27797
"315570 RIO PIRACICABA";9071
"315580 RIO POMBA";10376
"315590 RIO PRETO";5051
"315600 RIO VERMELHO";9250
"315610 RITAPOLIS";4077
"315620 ROCHEDO DE MINAS";1070
"315630 RODEIRO";2580
"315640 ROMARIA";2233
"315650 RUBELITA";5854
"315660 RUBIM";6795
"315670 SABARA";57883
"315680 SABINOPOLIS";10134
"315690 SACRAMENTO";13856
"315700 SALINAS";30734
"315710 SALTO DA DIVISA";4528
"315720 SANTA BARBARA";16182
"315730 SANTA BARBARA DO TUGURIO";3540
"315740 SANTA CRUZ DO ESCALVADO";4063
"315750 SANTA EFIGENIA DE MINAS";2889
"315760 SANTA FE DE MINAS";2648
"315770 SANTA JULIANA";5058
"315780 SANTA LUZIA";86017
"315790 SANTA MARGARIDA";7888
"315800 SANTA MARIA DE ITABIRA";6607
"315810 SANTA MARIA DO SALTO";3104
"315820 SANTA MARIA DO SUACUI";10977
"315830 SANTANA DA VARGEM";4435
"315840 SANTANA DE CATAGUASES";2551
"315850 SANTANA DE PIRAPAMA";5713
"315860 SANTANA DO DESERTO";2302
"315870 SANTANA DO GARAMBEU";1106
"315880 SANTANA DO JACARE";2583
"315890 SANTANA DO MANHUACU";5575
"315900 SANTANA DO RIACHO";2116
"315910 SANTANA DOS MONTES";2766
"315920 SANTA RITA DE CALDAS";6622
"315930 SANTA RITA DE JACUTINGA";3572
"315940 SANTA RITA DE IBITIPOCA";2589
"315950 SANTA RITA DO ITUETO";3852
"315960 SANTA RITA DO SAPUCAI";17862
"315970 SANTA ROSA DA SERRA";1916
"315980 SANTA VITORIA";11431
"315990 SANTO ANTONIO DO AMPARO";8733
"316000 SANTO ANTONIO DO AVENTUREIRO";2481
"316010 SANTO ANTONIO DO GRAMA";2914
"316020 SANTO ANTONIO DO ITAMBE";2482
"316030 SANTO ANTONIO DO JACINTO";6992
"316040 SANTO ANTONIO DO MONTE";12390
"316050 SANTO ANTONIO DO RIO ABAIXO";1387
"316060 SANTO HIPOLITO";2229
"316070 SANTOS DUMONT";30971
"316080 SAO BENTO ABADE";1618
"316090 SAO BRAS DO SUACUI";2223
"316100 SAO DOMINGOS DO PRATA";12476
"316110 SAO FRANCISCO";39468
"316120 SAO FRANCISCO DE PAULA";3933
"316130 SAO FRANCISCO DE SALES";3222
"316140 SAO FRANCISCO DO GLORIA";4270
"316150 SAO GERALDO";5453
"316160 SAO GERALDO DA PIEDADE";2866
"316170 SAO GONCALO DO ABAETE";6144
"316180 SAO GONCALO DO PARA";5256
"316190 SAO GONCALO DO RIO ABAIXO";5251
"316200 SAO GONCALO DO SAPUCAI";13011
"316210 SAO GOTARDO";13409
"316220 SAO JOAO BATISTA DO GLORIA";3642
"316230 SAO JOAO DA MATA";1728
"316240 SAO JOAO DA PONTE";18067
"316250 SAO JOAO DEL REI";51727
"316260 SAO JOAO DO ORIENTE";5272
"316270 SAO JOAO DO PARAISO";17003
"316280 SAO JOAO EVANGELISTA";9092
"316290 SAO JOAO NEPOMUCENO";15293
"316300 SAO JOSE DA SAFIRA";2093
"316310 SAO JOSE DA VARGINHA";1793
"316320 SAO JOSE DO ALEGRE";2259
"316330 SAO JOSE DO DIVINO";2574
"316340 SAO JOSE DO GOIABAL";3845
"316350 SAO JOSE DO JACURI";6525
"316360 SAO JOSE DO MANTIMENTO";1374
"316370 SAO LOURENCO";20352
"316380 SAO MIGUEL DO ANTA";4169
"316390 SAO PEDRO DA UNIAO";3557
"316400 SAO PEDRO DOS FERROS";6450
"316410 SAO PEDRO DO SUACUI";5507
"316420 SAO ROMAO";7887
"316430 SAO ROQUE DE MINAS";4520
"316440 SAO SEBASTIAO DA BELA VISTA";2539
"316450 SAO SEBASTIAO DO MARANHAO";7300
"316460 SAO SEBASTIAO DO OESTE";3537
"316470 SAO SEBASTIAO DO PARAISO";33604
"316480 SAO SEBASTIAO DO RIO PRETO";1446
"316490 SAO SEBASTIAO DO RIO VERDE";1303
"316500 SAO TIAGO";6533
"316510 SAO TOMAS DE AQUINO";4594
"316520 SAO THOME DAS LETRAS";3732
"316530 SAO VICENTE DE MINAS";3650
"316540 SAPUCAI-MIRIM";2835
"316550 SARDOA";2483
"316560 SENADOR CORTES";1268
"316570 SENADOR FIRMINO";4028
"316580 SENADOR JOSE BENTO";1512
"316590 SENADOR MODESTINO GONCALVES";3007
"316600 SENHORA DE OLIVEIRA";3349
"316610 SENHORA DO PORTO";2433
"316620 SENHORA DOS REMEDIOS";6417
"316630 SERICITA";3867
"316640 SERITINGA";1151
"316650 SERRA AZUL DE MINAS";2168
"316660 SERRA DA SAUDADE";581
"316670 SERRA DOS AIMORES";6318
"316680 SERRA DO SALITRE";5260
"316690 SERRANIA";4464
"316700 SERRANOS";1384
"316710 SERRO";11337
"316720 SETE LAGOAS";95256
"316730 SILVEIRANIA";1311
"316740 SILVIANOPOLIS";4158
"316750 SIMAO PEREIRA";1633
"316760 SIMONESIA";9711
"316770 SOBRALIA";4309
