"Município";"População de 15 anos ou mais"
"261255 SANTA FILOMENA";7544
"261260 SANTA MARIA DA BOA VISTA";21628
"261270 SANTA MARIA DO CAMBUCA";7648
"261280 SANTA TEREZINHA";6762
"261290 SAO BENEDITO DO SUL";6638
"261300 SAO BENTO DO UNA";29042
"261310 SAO CAITANO";22165
"261320 SAO JOAO";12984
"261330 SAO JOAQUIM DO MONTE";13062
"261340 SAO JOSE DA COROA GRANDE";8651
"261350 SAO JOSE DO BELMONTE";20433
"261360 SAO JOSE DO EGITO";20429
"261370 SAO LOURENCO DA MATA";62140
"261380 SAO VICENTE FERRER";10090
"261390 SERRA TALHADA";48117
"261400 SERRITA";11148
"261410 SERTANIA";21478
"261420 SIRINHAEM";20763
"261430 MOREILANDIA";7221
"261440 SOLIDAO";3475
"261450 SURUBIM";34762
"261460 TABIRA";16304
"261470 TACAIMBO";8633
"261480 TACARATU";10652
"261485 TAMANDARE";10699
"261500 TAQUARITINGA DO NORTE";13199
"261510 TEREZINHA";4121
"261520 TERRA NOVA";5040
"261530 TIMBAUBA";38411
"261540 TORITAMA";14245
"261550 TRACUNHAEM";8253
"261560 TRINDADE";13474
"261570 TRIUNFO";10469
"261580 TUPANATINGA";12470
"261590 TUPARETAMA";5353
"261600 VENTUROSA";8952
"261610 VERDEJANTE";5648
"261618 VERTENTE DO LERIO";5430
"261620 VERTENTES";9880
"261630 VICENCIA";18588
"261640 VITORIA DE SANTO ANTAO";81300
"261650 XEXEU";8239
"270010 AGUA BRANCA";11925
"270020 ANADIA";11427
"270030 ARAPIRACA";122794
"270040 ATALAIA";24951
"270050 BARRA DE SANTO ANTONIO";6604
"270060 BARRA DE SAO MIGUEL";4214
"270070 BATALHA";9039
"270080 BELEM";3967
"270090 BELO MONTE";4074
"270100 BOCA DA MATA";15441
"270110 BRANQUINHA";6521
"270120 CACIMBINHAS";5910
"270130 CAJUEIRO";11832
"270135 CAMPESTRE";3858
"270140 CAMPO ALEGRE";25259
"270150 CAMPO GRANDE";5522
"270160 CANAPI";10125
"270170 CAPELA";12105
"270180 CARNEIROS";3822
"270190 CHA PRETA";4811
"270200 COITE DO NOIA";7392
"270210 COLONIA LEOPOLDINA";10941
"270220 COQUEIRO SECO";3392
"270230 CORURIPE";30637
"270235 CRAIBAS";12636
"270240 DELMIRO GOUVEIA";28042
"270250 DOIS RIACHOS";6774
"270255 ESTRELA DE ALAGOAS";10523
"270260 FEIRA GRANDE";13148
"270270 FELIZ DESERTO";2308
"270280 FLEXEIRAS";6980
"270290 GIRAU DO PONCIANO";17940
"270300 IBATEGUARA";9127
"270310 IGACI";16430
"270320 IGREJA NOVA";13391
"270330 INHAPI";10451
"270340 JACARE DOS HOMENS";3351
"270350 JACUIPE";4396
"270360 JAPARATINGA";4226
"270370 JARAMATAIA";3543
"270380 JOAQUIM GOMES";12811
"270390 JUNDIA";2859
"270400 JUNQUEIRO";15015
"270410 LAGOA DA CANOA";12453
"270420 LIMOEIRO DE ANADIA";14806
"270430 MACEIO";550147
"270440 MAJOR ISIDORO";11115
"270450 MARAGOGI";13054
"270460 MARAVILHA";7797
"270470 MARECHAL DEODORO";22684
"270480 MARIBONDO";9880
"270490 MAR VERMELHO";2686
"270500 MATA GRANDE";14832
"270510 MATRIZ DE CAMARAGIBE";14884
"270520 MESSIAS";7435
"270530 MINADOR DO NEGRAO";3529
"270540 MONTEIROPOLIS";4248
"270550 MURICI";15036
"270560 NOVO LINO";6280
"270570 OLHO D'AGUA DAS FLORES";12057
"270580 OLHO D'AGUA DO CASADO";3870
"270590 OLHO D'AGUA GRANDE";2930
"270600 OLIVENCA";6096
"270610 OURO BRANCO";6266
"270620 PALESTINA";2631
"270630 PALMEIRA DOS INDIOS";46330
"270640 PAO DE ACUCAR";14583
"270642 PARICONHA";6227
"270644 PARIPUEIRA";5037
"270650 PASSO DE CAMARAGIBE";8315
"270660 PAULO JACINTO";4892
"270670 PENEDO";36786
"270680 PIACABUCU";10564
"270690 PILAR";20266
"270700 PINDOBA";1848
"270710 PIRANHAS";11554
"270720 POCO DAS TRINCHEIRAS";7620
"270730 PORTO CALVO";14788
"270740 PORTO DE PEDRAS";6254
"270750 PORTO REAL DO COLEGIO";11451
"270760 QUEBRANGULO";7492
"270770 RIO LARGO";41184
"270780 ROTEIRO";4233
"270790 SANTA LUZIA DO NORTE";3995
"270800 SANTANA DO IPANEMA";25588
"270810 SANTANA DO MUNDAU";6953
"270820 SAO BRAS";4161
"270830 SAO JOSE DA LAJE";13193
"270840 SAO JOSE DA TAPERA";15580
"270850 SAO LUIS DO QUITUNDE";17403
"270860 SAO MIGUEL DOS CAMPOS";32927
"270870 SAO MIGUEL DOS MILAGRES";3809
"270880 SAO SEBASTIAO";17830
"270890 SATUBA";8379
"270895 SENADOR RUI PALMEIRA";6681
"270900 TANQUE D'ARCA";4223
"270910 TAQUARANA";10736
"270915 TEOTONIO VILELA";22018
"270920 TRAIPU";14680
"270930 UNIAO DOS PALMARES";36441
"270940 VICOSA";16745
"280010 AMPARO DE SAO FRANCISCO";1412
"280020 AQUIDABA";11994
"280030 ARACAJU";332180
"280040 ARAUA";6131
"280050 AREIA BRANCA";9267
"280060 BARRA DOS COQUEIROS";11576
"280067 BOQUIM";15835
"280070 BREJO GRANDE";4135
"280100 CAMPO DO BRITO";10266
"280110 CANHOBA";2429
"280120 CANINDE DE SAO FRANCISCO";10349
"280130 CAPELA";17010
"280140 CARIRA";11659
"280150 CARMOPOLIS";5954
"280160 CEDRO DE SAO JOAO";3738
"280170 CRISTINAPOLIS";8666
"280190 CUMBE";2454
"280200 DIVINA PASTORA";2116
"280210 ESTANCIA";38417
"280220 FEIRA NOVA";3212
"280230 FREI PAULO";7816
"280240 GARARU";7190
"280250 GENERAL MAYNARD";1595
"280260 GRACHO CARDOSO";3673
"280270 ILHA DAS FLORES";4986
"280280 INDIAROBA";7809
"280290 ITABAIANA";51445
"280300 ITABAIANINHA";22401
"280310 ITABI";3481
"280320 ITAPORANGA D'AJUDA";15839
"280330 JAPARATUBA";9273
"280340 JAPOATA";8123
"280350 LAGARTO";54699
"280360 LARANJEIRAS";15159
"280370 MACAMBIRA";3805
"280380 MALHADA DOS BOIS";2024
"280390 MALHADOR";7436
"280400 MARUIM";10033
"280410 MOITA BONITA";7389
"280420 MONTE ALEGRE DE SERGIPE";6978
"280430 MURIBECA";4508
"280440 NEOPOLIS";11700
"280445 NOSSA SENHORA APARECIDA";5467
"280450 NOSSA SENHORA DA GLORIA";17255
"280460 NOSSA SENHORA DAS DORES";14495
"280470 NOSSA SENHORA DE LOURDES";3836
"280480 NOSSA SENHORA DO SOCORRO";83473
"280490 PACATUBA";6999
"280500 PEDRA MOLE";1752
"280510 PEDRINHAS";4963
"280520 PINHAO";3476
"280530 PIRAMBU";4512
"280540 POCO REDONDO";14649
"280550 POCO VERDE";13091
"280560 PORTO DA FOLHA";15835
"280570 PROPRIA";17898
"280580 RIACHAO DO DANTAS";12038
"280590 RIACHUELO";5347
"280600 RIBEIROPOLIS";10398
"280610 ROSARIO DO CATETE";4611
"280620 SALGADO";12066
"280630 SANTA LUZIA DO ITANHY";8106
"280640 SANTANA DO SAO FRANCISCO";3776
"280650 SANTA ROSA DE LIMA";2247
"280660 SANTO AMARO DAS BROTAS";7006
"280670 SAO CRISTOVAO";41850
"280680 SAO DOMINGOS";6048
"280690 SAO FRANCISCO";1694
"280700 SAO MIGUEL DO ALEIXO";2196
"280710 SIMAO DIAS";24227
"280720 SIRIRI";4482
"280730 TELHA";1681
"280740 TOBIAS BARRETO";28204
"280750 TOMAR DO GERU";7738
"280760 UMBAUBA";11867
"290010 ABAIRA";6789
"290020 ABARE";8595
"290030 ACAJUTIBA";9343
"290035 ADUSTINA";9058
"290040 AGUA FRIA";9332
"290050 ERICO CARDOSO";8127
"290060 AIQUARA";3506
"290070 ALAGOINHAS";91999
"290080 ALCOBACA";13093
"290090 ALMADINA";5118
"290100 AMARGOSA";21422
"290110 AMELIA RODRIGUES";16534
"290115 AMERICA DOURADA";9986
"290120 ANAGE";20221
"290130 ANDARAI";8396
"290135 ANDORINHA";10566
"290140 ANGICAL";9568
"290150 ANGUERA";6199
"290160 ANTAS";9761
"290170 ANTONIO CARDOSO";7568
"290180 ANTONIO GONCALVES";6331
"290190 APORA";10948
"290195 APUAREMA";4547
"290200 ARACATU";11186
"290205 ARACAS";6698
"290210 ARACI";28575
"290220 ARAMARI";6181
"290225 ARATACA";7024
"290230 ARATUIPE";5287
"290240 AURELINO LEAL";10683
"290250 BAIANOPOLIS";8002
"290260 BAIXA GRANDE";13144
"290265 BANZAE";7188
"290270 BARRA";25534
"290280 BARRA DA ESTIVA";16146
"290290 BARRA DO CHOCA";26784
"290300 BARRA DO MENDES";9155
"290310 BARRA DO ROCHA";5186
"290320 BARREIRAS";85492
"290323 BARRO ALTO";8038
"290330 BARRO PRETO";5778
"290340 BELMONTE";12542
"290350 BELO CAMPO";11988
"290360 BIRITINGA";9409
"290370 BOA NOVA";12966
"290380 BOA VISTA DO TUPIM";11001
"290390 BOM JESUS DA LAPA";33913
"290395 BOM JESUS DA SERRA";6866
"290400 BONINAL";8230
"290405 BONITO";7363
"290410 BOQUIRA";14604
"290420 BOTUPORA";7640
"290430 BREJOES";10097
"290440 BREJOLANDIA";6142
"290450 BROTAS DE MACAUBAS";8702
"290460 BRUMADO";43577
"290470 BUERAREMA";12642
"290475 BURITIRAMA";10314
"290480 CAATIBA";10663
"290485 CABACEIRAS DO PARAGUACU";9413
"290490 CACHOEIRA";20824
"290500 CACULE";14197
"290510 CAEM";8316
"290515 CAETANOS";9088
"290520 CAETITE";30178
"290530 CAFARNAUM";9983
"290540 CAIRU";7093
"290550 CALDEIRAO GRANDE";7034
"290560 CAMACAN";19832
"290570 CAMACARI";108940
"290580 CAMAMU";19206
"290590 CAMPO ALEGRE DE LOURDES";17122
"290600 CAMPO FORMOSO";39640
"290610 CANAPOLIS";6202
"290620 CANARANA";13974
"290630 CANAVIEIRAS";23334
"290640 CANDEAL";7019
"290650 CANDEIAS";53056
"290660 CANDIBA";8622
"290670 CANDIDO SALES";19316
"290680 CANSANCAO";20163
"290682 CANUDOS";8917
"290685 CAPELA DO ALTO ALEGRE";8144
"290687 CAPIM GROSSO";15868
"290689 CARAIBAS";11830
"290690 CARAVELAS";12891
"290700 CARDEAL DA SILVA";4747
"290710 CARINHANHA";15842
"290720 CASA NOVA";36080
"290730 CASTRO ALVES";16912
"290740 CATOLANDIA";2082
"290750 CATU";32994
"290755 CATURAMA";6341
"290760 CENTRAL";10979
"290770 CHORROCHO";6532
"290780 CICERO DANTAS";21292
"290790 CIPO";9133
"290800 COARACI";18814
"290810 COCOS";11511
"290820 CONCEICAO DA FEIRA";12012
"290830 CONCEICAO DO ALMEIDA";13195
"290840 CONCEICAO DO COITE";37750
"290850 CONCEICAO DO JACUIPE";18428
"290860 CONDE";12229
"290870 CONDEUBA";12192
"290880 CONTENDAS DO SINCORA";2982
"290890 CORACAO DE MARIA";15705
"290900 CORDEIROS";5524
"290910 CORIBE";9989
"290920 CORONEL JOAO SA";11977
"290930 CORRENTINA";19981
"290940 COTEGIPE";7892
"290950 CRAVOLANDIA";3236
"290960 CRISOPOLIS";12275
"290970 CRISTOPOLIS";8265
"290980 CRUZ DAS ALMAS";37338
"290990 CURACA";18580
"291000 DARIO MEIRA";9256
"291005 DIAS D'AVILA";29888
"291010 DOM BASILIO";7256
"291020 DOM MACEDO COSTA";2677
"291030 ELISIO MEDRADO";5589
"291040 ENCRUZILHADA";21693
"291050 ENTRE RIOS";23478
"291060 ESPLANADA";16716
"291070 EUCLIDES DA CUNHA";35559
"291072 EUNAPOLIS";56108
"291075 FATIMA";11857
"291077 FEIRA DA MATA";4148
"291080 FEIRA DE SANTANA";333128
"291085 FILADELFIA";11271
"291090 FIRMINO ALVES";3491
"291100 FLORESTA AZUL";7860
"291110 FORMOSA DO RIO PRETO";11050
"291120 GANDU";17556
"291125 GAVIAO";3212
"291130 GENTIO DO OURO";6685
"291140 GLORIA";9715
"291150 GONGOGI";6574
"291160 GOVERNADOR MANGABEIRA";11374
"291165 GUAJERU";8880
"291170 GUANAMBI";49617
"291180 GUARATINGA";15358
"291185 HELIOPOLIS";8481
"291190 IACU";18074
"291200 IBIASSUCE";9269
"291210 IBICARAI";19555
"291220 IBICOARA";9162
"291230 IBICUI";10172
"291240 IBIPEBA";10373
"291250 IBIPITANGA";9191
"291260 IBIQUERA";2969
"291270 IBIRAPITANGA";13184
"291280 IBIRAPUA";4879
"291290 IBIRATAIA";16432
"291300 IBITIARA";9859
"291310 IBITITA";11870
"291320 IBOTIRAMA";15604
"291330 ICHU";3812
"291340 IGAPORA";9973
"291345 IGRAPIUNA";8597
"291350 IGUAI";16669
"291360 ILHEUS";147643
"291370 INHAMBUPE";18822
"291380 IPECAETA";12155
"291390 IPIAU";29619
"291400 IPIRA";40214
"291410 IPUPIARA";6022
"291420 IRAJUBA";4211
"291430 IRAMAIA";11183
"291440 IRAQUARA";11469
"291450 IRARA";16136
"291460 IRECE";38777
"291465 ITABELA";15888
"291470 ITABERABA";39392
"291480 ITABUNA";138899
"291490 ITACARE";10624
"291500 ITAETE";8445
"291510 ITAGI";10182
"291520 ITAGIBA";11356
"291530 ITAGIMIRIM";5206
"291535 ITAGUACU DA BAHIA";6773
"291540 ITAJU DO COLONIA";5517
"291550 ITAJUIPE";15038
"291560 ITAMARAJU";41492
"291570 ITAMARI";5519
"291580 ITAMBE";19671
"291590 ITANAGRA";3732
"291600 ITANHEM";14458
"291610 ITAPARICA";12881
"291620 ITAPE";10005
"291630 ITAPEBI";6870
"291640 ITAPETINGA";40485
"291650 ITAPICURU";17000
"291660 ITAPITANGA";6941
"291670 ITAQUARA";5098
"291680 ITARANTIM";11729
"291685 ITATIM";8250
"291690 ITIRUCU";9170
"291700 ITIUBA";22489
"291710 ITORORO";13529
"291720 ITUACU";11446
"291730 ITUBERA";15120
"291733 IUIU";6529
"291735 JABORANDI";6642
"291740 JACARACI";9549
"291750 JACOBINA";51470
"291760 JAGUAQUARA";30413
"291770 JAGUARARI";18783
"291780 JAGUARIPE";8447
"291790 JANDAIRA";5863
"291800 JEQUIE";101505
"291810 JEREMOABO";22235
"291820 JIQUIRICA";8999
"291830 JITAUNA";13624
"291835 JOAO DOURADO";12377
"291840 JUAZEIRO";116262
"291845 JUCURUCU";7704
"291850 JUSSARA";9775
"291855 JUSSARI";4934
"291860 JUSSIAPE";8063
"291870 LAFAIETE COUTINHO";2908
"291875 LAGOA REAL";8307
"291880 LAJE";12858
"291890 LAJEDAO";2390
"291900 LAJEDINHO";2585
"291905 LAJEDO DO TABOCAL";5357
"291910 LAMARAO";6401
"291915 LAPAO";15980
"291920 LAURO DE FREITAS";78256
"291930 LENCOIS";5333
"291940 LICINIO DE ALMEIDA";8546
"291950 LIVRAMENTO DE NOSSA SENHORA";26099
"291960 MACAJUBA";7294
"291970 MACARANI";9659
"291980 MACAUBAS";27653
"291990 MACURURE";5677
"291992 MADRE DE DEUS";8467
"291995 MAETINGA";9590
"292000 MAIQUINIQUE";4909
"292010 MAIRI";13200
"292020 MALHADA";9291
"292030 MALHADA DE PEDRAS";5700
"292040 MANOEL VITORINO";10922
"292045 MANSIDAO";6671
"292050 MARACAS";21835
"292060 MARAGOGIPE";27998
"292070 MARAU";10904
"292080 MARCIONILIO SOUZA";6610
"292090 MASCOTE";9704
"292100 MATA DE SAO JOAO";22111
"292105 MATINA";6403
"292110 MEDEIROS NETO";14459
"292120 MIGUEL CALMON";18856
"292130 MILAGRES";7977
"292140 MIRANGABA";9116
"292145 MIRANTE";8877
"292150 MONTE SANTO";34792
"292160 MORPARA";5662
"292170 MORRO DO CHAPEU";21479
"292180 MORTUGABA";8715
"292190 MUCUGE";7954
"292200 MUCURI";17636
"292205 MULUNGU DO MORRO";9124
"292210 MUNDO NOVO";13616
"292220 MUNIZ FERREIRA";4860
"292225 MUQUEM DE SAO FRANCISCO";5345
"292230 MURITIBA";21194
"292240 MUTUIPE";13731
"292250 NAZARE";18111
"292260 NILO PECANHA";6933
"292265 NORDESTINA";7490
"292270 NOVA CANAA";10527
"292273 NOVA FATIMA";5174
"292275 NOVA IBIA";4642
"292280 NOVA ITARANA";4094
"292285 NOVA REDENCAO";5265
"292290 NOVA SOURE";15757
"292300 NOVA VICOSA";20114
"292303 NOVO HORIZONTE";5838
"292305 NOVO TRIUNFO";8694
"292310 OLINDINA";15475
"292320 OLIVEIRA DOS BREJINHOS";14060
"292330 OURICANGAS";4928
"292335 OUROLANDIA";9573
"292340 PALMAS DE MONTE ALTO";13010
"292350 PALMEIRAS";4872
"292360 PARAMIRIM";13353
"292370 PARATINGA";16860
"292380 PARIPIRANGA";17504
"292390 PAU BRASIL";8307
"292400 PAULO AFONSO";66702
"292405 PE DE SERRA";8767
"292410 PEDRAO";4681
"292420 PEDRO ALEXANDRE";10013
"292430 PIATA";12753
"292440 PILAO ARCADO";17725
"292450 PINDAI";10518
"292460 PINDOBACU";13706
"292465 PINTADAS";7253
"292467 PIRAI DO NORTE";6943
"292470 PIRIPA";10513
"292480 PIRITIBA";12507
"292490 PLANALTINO";5214
"292500 PLANALTO";14513
"292510 POCOES";29815
"292520 POJUCA";18004
"292525 PONTO NOVO";10687
"292530 PORTO SEGURO";59540
"292540 POTIRAGUA";8786
"292550 PRADO";16169
"292560 PRESIDENTE DUTRA";9381
"292570 PRESIDENTE JANIO QUADROS";11745
"292575 PRESIDENTE TANCREDO NEVES";12175
"292580 QUEIMADAS";15858
"292590 QUIJINGUE";16629
"292593 QUIXABEIRA";6230
"292595 RAFAEL JAMBEIRO";14657
"292600 REMANSO";24119
"292610 RETIROLANDIA";7556
"292620 RIACHAO DAS NEVES";13486
"292630 RIACHAO DO JACUIPE";21833
"292640 RIACHO DE SANTANA";18863
"292650 RIBEIRA DO AMPARO";8553
"292660 RIBEIRA DO POMBAL";30065
"292665 RIBEIRAO DO LARGO";9812
"292670 RIO DE CONTAS";9866
"292680 RIO DO ANTONIO";9989
"292690 RIO DO PIRES";8345
"292700 RIO REAL";21000
"292710 RODELAS";4093
"292720 RUY BARBOSA";19260
"292730 SALINAS DA MARGARIDA";6924
"292740 SALVADOR";1792974
"292750 SANTA BARBARA";12137
"292760 SANTA BRIGIDA";10629
"292770 SANTA CRUZ CABRALIA";14300
"292780 SANTA CRUZ DA VITORIA";4739
"292790 SANTA INES";7346
"292800 SANTALUZ";20440
"292805 SANTA LUZIA";9665
"292810 SANTA MARIA DA VITORIA";26592
"292820 SANTANA";16094
"292830 SANTANOPOLIS";5841
"292840 SANTA RITA DE CASSIA";14953
"292850 SANTA TERESINHA";5718
"292860 SANTO AMARO";40571
"292870 SANTO ANTONIO DE JESUS";54397
"292880 SANTO ESTEVAO";26605
"292890 SAO DESIDERIO";11634
"292895 SAO DOMINGOS";6168
"292900 SAO FELIX";9546
"292905 SAO FELIX DO CORIBE";7622
"292910 SAO FELIPE";14105
"292920 SAO FRANCISCO DO CONDE";17665
"292925 SAO GABRIEL";11887
"292930 SAO GONCALO DOS CAMPOS";18555
"292935 SAO JOSE DA VITORIA";3868
"292937 SAO JOSE DO JACUIPE";6151
"292940 SAO MIGUEL DAS MATAS";6773
"292950 SAO SEBASTIAO DO PASSE";27229
"292960 SAPEACU";11033
"292970 SATIRO DIAS";10894
"292975 SAUBARA";7209
"292980 SAUDE";7834
"292990 SEABRA";25585
"293000 SEBASTIAO LARANJEIRAS";5712
"293010 SENHOR DO BONFIM";47076
"293015 SERRA DO RAMALHO";19314
"293020 SENTO SE";20107
"293030 SERRA DOURADA";12264
"293040 SERRA PRETA";11906
"293050 SERRINHA";55241
"293060 SERROLANDIA";8628
"293070 SIMOES FILHO";62627
"293075 SITIO DO MATO";6214
"293076 SITIO DO QUINTO";10116
"293077 SOBRADINHO";14385
"293080 SOUTO SOARES";9209
"293090 TABOCAS DO BREJO VELHO";8037
"293100 TANHACU";14229
"293105 TANQUE NOVO";10563
"293110 TANQUINHO";5316
"293120 TAPEROA";9729
"293130 TAPIRAMUTA";10134
"293135 TEIXEIRA DE FREITAS";72075
"293140 TEODORO SAMPAIO";6028
"293150 TEOFILANDIA";12558
"293160 TEOLANDIA";7957
"293170 TERRA NOVA";8680
"293180 TREMEDAL";14392
"293190 TUCANO";32791
"293200 UAUA";17988
"293210 UBAIRA";14164
"293220 UBAITABA";15285
"293230 UBATA";14528
"293240 UIBAI";9337
"293245 UMBURANAS";8941
"293250 UNA";19158
"293260 URANDI";10662
"293270 URUCUCA";13292
"293280 UTINGA";10424
"293290 VALENCA";51439
"293300 VALENTE";13386
"293305 VARZEA DA ROCA";8879
"293310 VARZEA DO POCO";5217
"293315 VARZEA NOVA";9003
"293317 VARZEDO";6047
"293320 VERA CRUZ";20014
"293325 VEREDA";4695
"293330 VITORIA DA CONQUISTA";183215
"293340 WAGNER";5343
"293345 WANDERLEY";8711
"293350 WENCESLAU GUIMARAES";13149
"293360 XIQUE-XIQUE";27325
"310010 ABADIA DOS DOURADOS";4791
"310020 ABAETE";16196
"310030 ABRE CAMPO";9341
"310040 ACAIACA";2774
"310050 ACUCENA";7757
"310060 AGUA BOA";10482
"310070 AGUA COMPRIDA";1523
"310080 AGUANIL";2629
"310090 AGUAS FORMOSAS";11705
"310100 AGUAS VERMELHAS";7531
"310110 AIMORES";18250
"310120 AIURUOCA";4680
"310130 ALAGOA";2037
"310140 ALBERTINA";2059
"310150 ALEM PARAIBA";24947
"310160 ALFENAS";48418
"310163 ALFREDO VASCONCELOS";3669
"310170 ALMENARA";24242
"310180 ALPERCATA";4760
"310190 ALPINOPOLIS";11942
"310200 ALTEROSA";9397
"310205 ALTO CAPARAO";3208
"310210 ALTO RIO DOCE";9819
"310220 ALVARENGA";3627
"310230 ALVINOPOLIS";11114
"310240 ALVORADA DE MINAS";2242
"310250 AMPARO DO SERRA";3854
"310260 ANDRADAS";24826
"310270 CACHOEIRA DE PAJEU";5587
"310280 ANDRELANDIA";9154
"310285 ANGELANDIA";4303
"310290 ANTONIO CARLOS";7786
"310300 ANTONIO DIAS";6689
"310310 ANTONIO PRADO DE MINAS";1372
"310320 ARACAI";1544
"310330 ARACITABA";1599
"310340 ARACUAI";23837
"310350 ARAGUARI";75153
"310360 ARANTINA";2144
"310370 ARAPONGA";5236
"310375 ARAPORA";3746
"310380 ARAPUA";2110
"310390 ARAUJOS";4407
"310400 ARAXA";58100
"310410 ARCEBURGO";5948
"310420 ARCOS";24324
"310430 AREADO";8855
"310440 ARGIRITA";2324
"310445 ARICANDUVA";2663
"310450 ARINOS";10875
"310460 ASTOLFO DUTRA";8798
"310470 ATALEIA";11082
"310480 AUGUSTO DE LIMA";3393
"310490 BAEPENDI";12593
"310500 BALDIM";5664
"310510 BAMBUI";16380
"310520 BANDEIRA";3642
"310530 BANDEIRA DO SUL";3513
"310540 BARAO DE COCAIS";16259
"310550 BARAO DE MONTE ALTO";4473
"310560 BARBACENA";83018
"310570 BARRA LONGA";5530
"310590 BARROSO";13314
"310600 BELA VISTA DE MINAS";7033
"310610 BELMIRO BRAGA";2466
"310620 BELO HORIZONTE";1685028
"310630 BELO ORIENTE";13354
"310640 BELO VALE";5725
"310650 BERILO";8287
"310660 BERTOPOLIS";2593
"310665 BERIZAL";2521
"310670 BETIM";207691
"310680 BIAS FORTES";3228
"310690 BICAS";9663
"310700 BIQUINHAS";2097
"310710 BOA ESPERANCA";25803
"310720 BOCAINA DE MINAS";3573
"310730 BOCAIUVA";28145
"310740 BOM DESPACHO";28528
"310750 BOM JARDIM DE MINAS";4925
"310760 BOM JESUS DA PENHA";2522
"310770 BOM JESUS DO AMPARO";3351
"310780 BOM JESUS DO GALHO";11367
"310790 BOM REPOUSO";7673
"310800 BOM SUCESSO";12245
"310810 BONFIM";5304
"310820 BONFINOPOLIS DE MINAS";4320
"310825 BONITO DE MINAS";4723
"310830 BORDA DA MATA";10936
"310840 BOTELHOS";10985
"310850 BOTUMIRIM";4115
"310855 BRASILANDIA DE MINAS";7274
"310860 BRASILIA DE MINAS";20706
"310870 BRAS PIRES";3473
"310880 BRAUNAS";3796
"310890 BRAZOPOLIS";10879
"310900 BRUMADINHO";19067
"310910 BUENO BRANDAO";8140
"310920 BUENOPOLIS";6996
"310925 BUGRE";2742
"310930 BURITIS";12966
"310940 BURITIZEIRO";16455
"310945 CABECEIRA GRANDE";3921
"310950 CABO VERDE";9840
"310960 CACHOEIRA DA PRATA";2830
"310970 CACHOEIRA DE MINAS";7723
"310980 CACHOEIRA DOURADA";1688
"310990 CAETANOPOLIS";6080
"311000 CAETE";26426
"311010 CAIANA";3086
"311020 CAJURI";3010
"311030 CALDAS";9652
"311040 CAMACHO";2535
"311050 CAMANDUCAIA";14549
"311060 CAMBUI";17099
"311070 CAMBUQUIRA";9004
"311080 CAMPANARIO";2198
"311090 CAMPANHA";9895
"311100 CAMPESTRE";14959
"311110 CAMPINA VERDE";13869
"311115 CAMPO AZUL";2272
"311120 CAMPO BELO";36843
"311130 CAMPO DO MEIO";8080
"311140 CAMPO FLORIDO";3906
"311150 CAMPOS ALTOS";8861
"311160 CAMPOS GERAIS";18382
"311170 CANAA";3375
"311180 CANAPOLIS";7664
"311190 CANA VERDE";4199
"311200 CANDEIAS";10814
"311205 CANTAGALO";2530
"311210 CAPARAO";3302
"311220 CAPELA NOVA";3735
"311230 CAPELINHA";19329
"311240 CAPETINGA";5282
"311250 CAPIM BRANCO";5539
"311260 CAPINOPOLIS";10611
"311265 CAPITAO ANDRADE";3022
"311270 CAPITAO ENEAS";8065
"311280 CAPITOLIO";5752
"311290 CAPUTIRA";6015
"311300 CARAI";13042
"311310 CARANAIBA";2500
"311320 CARANDAI";15074
"311330 CARANGOLA";23241
"311340 CARATINGA";55293
"311350 CARBONITA";5779
"311360 CAREACU";4233
"311370 CARLOS CHAGAS";15653
"311380 CARMESIA";1552
"311390 CARMO DA CACHOEIRA";7790
"311400 CARMO DA MATA";7673
"311410 CARMO DE MINAS";8591
"311420 CARMO DO CAJURU";12283
"311430 CARMO DO PARANAIBA";21430
"311440 CARMO DO RIO CLARO";14266
"311450 CARMOPOLIS DE MINAS";10256
"311455 CARNEIRINHO";6523
"311460 CARRANCAS";2679
"311470 CARVALHOPOLIS";2285
"311480 CARVALHOS";3467
"311490 CASA GRANDE";1667
"311500 CASCALHO RICO";1942
"311510 CASSIA";12475
"311520 CONCEICAO DA BARRA DE MINAS";2898
"311530 CATAGUASES";47599
"311535 CATAS ALTAS";2920
"311540 CATAS ALTAS DA NORUEGA";2250
"311545 CATUJI";4660
"311547 CATUTI";3289
"311550 CAXAMBU";16117
"311560 CEDRO DO ABAETE";951
"311570 CENTRAL DE MINAS";4857
"311580 CENTRALINA";7348
"311590 CHACARA";1659
"311600 CHALE";3967
"311610 CHAPADA DO NORTE";9227
"311615 CHAPADA GAUCHA";4220
"311620 CHIADOR";2263
"311630 CIPOTANEA";4480
"311640 CLARAVAL";3052
"311650 CLARO DOS POCOES";5596
"311660 CLAUDIO";16000
"311670 COIMBRA";4825
"311680 COLUNA";6010
"311690 COMENDADOR GOMES";2028
"311700 COMERCINHO";6796
"311710 CONCEICAO DA APARECIDA";6885
"311720 CONCEICAO DAS PEDRAS";1970
"311730 CONCEICAO DAS ALAGOAS";11885
"311740 CONCEICAO DE IPANEMA";3247
"311750 CONCEICAO DO MATO DENTRO";12162
"311760 CONCEICAO DO PARA";3482
"311770 CONCEICAO DO RIO VERDE";8527
"311780 CONCEICAO DOS OUROS";6378
"311783 CONEGO MARINHO";4107
"311787 CONFINS";3458
"311790 CONGONHAL";6518
"311800 CONGONHAS";29262
"311810 CONGONHAS DO NORTE";3172
