"Município";"População de 15 anos ou mais"
"220540 JOAQUIM PIRES";8014
"220545 JOCA MARQUES";2636
"220550 JOSE DE FREITAS";21545
"220551 JUAZEIRO DO PIAUI";2842
"220552 JULIO BORGES";2967
"220553 JUREMA";2603
"220554 LAGOINHA DO PIAUI";1493
"220555 LAGOA ALEGRE";4236
"220556 LAGOA DO BARRO DO PIAUI";2832
"220557 LAGOA DE SAO FRANCISCO";3546
"220558 LAGOA DO PIAUI";2325
"220559 LAGOA DO SITIO";2815
"220560 LANDRI SALES";3692
"220570 LUIS CORREIA";15294
"220580 LUZILANDIA";15302
"220585 MADEIRO";3928
"220590 MANOEL EMIDIO";3324
"220595 MARCOLANDIA";3906
"220600 MARCOS PARENTE";2907
"220605 MASSAPE DO PIAUI";4050
"220610 MATIAS OLIMPIO";5979
"220620 MIGUEL ALVES";17447
"220630 MIGUEL LEAO";867
"220635 MILTON BRANDAO";4168
"220640 MONSENHOR GIL";6876
"220650 MONSENHOR HIPOLITO";4609
"220660 MONTE ALEGRE DO PIAUI";6042
"220665 MORRO CABECA NO TEMPO";2596
"220667 MORRO DO CHAPEU DO PIAUI";3631
"220669 MURICI DOS PORTELAS";3796
"220670 NAZARE DO PIAUI";5068
"220675 NOSSA SENHORA DE NAZARE";2633
"220680 NOSSA SENHORA DOS REMEDIOS";4489
"220690 NOVO ORIENTE DO PIAUI";4617
"220695 NOVO SANTO ANTONIO";2078
"220700 OEIRAS";22509
"220710 OLHO D'AGUA DO PIAUI";1485
"220720 PADRE MARCOS";4916
"220730 PAES LANDIM";2591
"220735 PAJEU DO PIAUI";1984
"220740 PALMEIRA DO PIAUI";3167
"220750 PALMEIRAIS";7762
"220755 PAQUETA";2909
"220760 PARNAGUA";5275
"220770 PARNAIBA";89379
"220775 PASSAGEM FRANCA DO PIAUI";2594
"220777 PATOS DO PIAUI";3797
"220780 PAULISTANA";10858
"220785 PAVUSSU";2545
"220790 PEDRO II";22769
"220793 PEDRO LAURENTINO";1277
"220795 NOVA SANTA RITA";2623
"220800 PICOS";47875
"220810 PIMENTEIRAS";7239
"220820 PIO IX";10498
"220830 PIRACURUCA";15809
"220840 PIRIPIRI";40140
"220850 PORTO";6104
"220855 PORTO ALEGRE DO PIAUI";1458
"220860 PRATA DO PIAUI";2004
"220865 QUEIMADA NOVA";5337
"220870 REDENCAO DO GURGUEIA";4585
"220880 REGENERACAO";11445
"220885 RIACHO FRIO";2590
"220887 RIBEIRA DO PIAUI";2395
"220890 RIBEIRO GONCALVES";3446
"220900 RIO GRANDE DO PIAUI";4082
"220910 SANTA CRUZ DO PIAUI";4047
"220915 SANTA CRUZ DOS MILAGRES";2190
"220920 SANTA FILOMENA";3485
"220930 SANTA LUZ";3086
"220935 SANTANA DO PIAUI";3161
"220937 SANTA ROSA DO PIAUI";3396
"220940 SANTO ANTONIO DE LISBOA";3560
"220945 SANTO ANTONIO DOS MILAGRES";1199
"220950 SANTO INACIO DO PIAUI";2380
"220955 SAO BRAZ DO PIAUI";2659
"220960 SAO FELIX DO PIAUI";2354
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";2416
"220970 SAO FRANCISCO DO PIAUI";4093
"220975 SAO GONCALO DO GURGUEIA";1385
"220980 SAO GONCALO DO PIAUI";2767
"220985 SAO JOAO DA CANABRAVA";2859
"220987 SAO JOAO DA FRONTEIRA";2878
"220990 SAO JOAO DA SERRA";4467
"220995 SAO JOAO DA VARJOTA";2772
"220997 SAO JOAO DO ARRAIAL";3563
"221000 SAO JOAO DO PIAUI";11624
"221005 SAO JOSE DO DIVINO";3092
"221010 SAO JOSE DO PEIXE";2442
"221020 SAO JOSE DO PIAUI";4517
"221030 SAO JULIAO";3930
"221035 SAO LOURENCO DO PIAUI";2927
"221037 SAO LUIS DO PIAUI";1631
"221038 SAO MIGUEL DA BAIXA GRANDE";1396
"221039 SAO MIGUEL DO FIDALGO";1858
"221040 SAO MIGUEL DO TAPUIO";12153
"221050 SAO PEDRO DO PIAUI";8188
"221060 SAO RAIMUNDO NONATO";18083
"221062 SEBASTIAO BARROS";2816
"221063 SEBASTIAO LEAL";2525
"221065 SIGEFREDO PACHECO";6011
"221070 SIMOES";8534
"221080 SIMPLICIO MENDES";7250
"221090 SOCORRO DO PIAUI";2894
"221093 SUSSUAPARA";3545
"221095 TAMBORIL DO PIAUI";1451
"221097 TANQUE DO PIAUI";1538
"221100 TERESINA";497059
"221110 UNIAO";25411
"221120 URUCUI";10756
"221130 VALENCA DO PIAUI";14126
"221135 VARZEA BRANCA";3207
"221140 VARZEA GRANDE";3051
"221150 VERA MENDES";1975
"221160 VILA NOVA DO PIAUI";2020
"221170 WALL FERRAZ";2568
"230010 ABAIARA";5403
"230015 ACARAPE";8213
"230020 ACARAU";29687
"230030 ACOPIARA";32024
"230040 AIUABA";8967
"230050 ALCANTARAS";5966
"230060 ALTANEIRA";3780
"230070 ALTO SANTO";10158
"230075 AMONTADA";18886
"230080 ANTONINA DO NORTE";4142
"230090 APUIARES";7979
"230100 AQUIRAZ";38684
"230110 ARACATI";40735
"230120 ARACOIABA";15616
"230125 ARARENDA";6606
"230130 ARARIPE";11578
"230140 ARATUBA";7262
"230150 ARNEIROZ";4765
"230160 ASSARE";13259
"230170 AURORA";16804
"230180 BAIXIO";4005
"230185 BANABUIU";9913
"230190 BARBALHA";30961
"230195 BARREIRA";10933
"230200 BARRO";13362
"230205 BARROQUINHA";8560
"230210 BATURITE";19663
"230220 BEBERIBE";27988
"230230 BELA CRUZ";17414
"230240 BOA VIAGEM";31973
"230250 BREJO SANTO";25165
"230260 CAMOCIM";34518
"230270 CAMPOS SALES";16415
"230280 CANINDE";43645
"230290 CAPISTRANO";10045
"230300 CARIDADE";9805
"230310 CARIRE";11846
"230320 CARIRIACU";16050
"230330 CARIUS";12245
"230340 CARNAUBAL";9335
"230350 CASCAVEL";38273
"230360 CATARINA";10180
"230365 CATUNDA";5914
"230370 CAUCAIA";159508
"230380 CEDRO";16444
"230390 CHAVAL";7491
"230393 CHORO";7158
"230395 CHOROZINHO";12098
"230400 COREAU";12474
"230410 CRATEUS";48538
"230420 CRATO";70508
"230423 CROATA";9677
"230425 CRUZ";12401
"230426 DEPUTADO IRAPUAN PINHEIRO";5721
"230427 ERERE";4154
"230428 EUSEBIO";20083
"230430 FARIAS BRITO";13224
"230435 FORQUILHA";11196
"230440 FORTALEZA";1504743
"230445 FORTIM";7814
"230450 FRECHEIRINHA";7299
"230460 GENERAL SAMPAIO";2943
"230465 GRACA";8999
"230470 GRANJA";29149
"230480 GRANJEIRO";3307
"230490 GROAIRAS";5783
"230495 GUAIUBA";12589
"230500 GUARACIABA DO NORTE";21674
"230510 GUARAMIRANGA";3576
"230520 HIDROLANDIA";11575
"230523 HORIZONTE";21754
"230526 IBARETAMA";7762
"230530 IBIAPINA";13682
"230533 IBICUITINGA";6177
"230535 ICAPUI";10762
"230540 ICO";41128
"230550 IGUATU";60204
"230560 INDEPENDENCIA";17150
"230565 IPAPORANGA";7400
"230570 IPAUMIRIM";7848
"230580 IPU";25167
"230590 IPUEIRAS";23898
"230600 IRACEMA";8896
"230610 IRAUCUBA";11697
"230620 ITAICABA";4462
"230625 ITAITINGA";18581
"230630 ITAPAGE";26277
"230640 ITAPIPOCA";58635
"230650 ITAPIUNA";10185
"230655 ITAREMA";17864
"230660 ITATIRA";9219
"230670 JAGUARETAMA";11682
"230680 JAGUARIBARA";5890
"230690 JAGUARIBE";23552
"230700 JAGUARUANA";19690
"230710 JARDIM";16869
"230720 JATI";4885
"230725 JIJOCA DE JERICOACOARA";7273
"230730 JUAZEIRO DO NORTE";140821
"230740 JUCAS";14575
"230750 LAVRAS DA MANGABEIRA";20932
"230760 LIMOEIRO DO NORTE";34371
"230763 MADALENA";9301
"230765 MARACANAU";116628
"230770 MARANGUAPE";56842
"230780 MARCO";11953
"230790 MARTINOPOLE";5258
"230800 MASSAPE";18131
"230810 MAURITI";26669
"230820 MERUOCA";7150
"230830 MILAGRES";17884
"230835 MILHA";8905
"230837 MIRAIMA";6876
"230840 MISSAO VELHA";20850
"230850 MOMBACA";26746
"230860 MONSENHOR TABOSA";10368
"230870 MORADA NOVA";42699
"230880 MORAUJO";4467
"230890 MORRINHOS";10726
"230900 MUCAMBO";8723
"230910 MULUNGU";5728
"230920 NOVA OLINDA";7660
"230930 NOVA RUSSAS";19505
"230940 NOVO ORIENTE";16721
"230945 OCARA";13600
"230950 OROS";15533
"230960 PACAJUS";28803
"230970 PACATUBA";32777
"230980 PACOTI";6916
"230990 PACUJA";3589
"231000 PALHANO";5569
"231010 PALMACIA";6331
"231020 PARACURU";17675
"231025 PARAIPABA";16118
"231030 PARAMBU";20262
"231040 PARAMOTI";6761
"231050 PEDRA BRANCA";26037
"231060 PENAFORTE";4511
"231070 PENTECOSTE";20915
"231080 PEREIRO";9733
"231085 PINDORETAMA";10055
"231090 PIQUET CARNEIRO";9137
"231095 PIRES FERREIRA";5550
"231100 PORANGA";7455
"231110 PORTEIRAS";10155
"231120 POTENGI";6039
"231123 POTIRETAMA";3774
"231126 QUITERIANOPOLIS";11954
"231130 QUIXADA";45225
"231135 QUIXELO";10528
"231140 QUIXERAMOBIM";38653
"231150 QUIXERE";11084
"231160 REDENCAO";16294
"231170 RERIUTABA";13880
"231180 RUSSAS";38643
"231190 SABOEIRO";10090
"231195 SALITRE";8365
"231200 SANTANA DO ACARAU";16214
"231210 SANTANA DO CARIRI";10097
"231220 SANTA QUITERIA";26916
"231230 SAO BENEDITO";24962
"231240 SAO GONCALO DO AMARANTE";22817
"231250 SAO JOAO DO JAGUARIBE";6404
"231260 SAO LUIS DO CURU";7558
"231270 SENADOR POMPEU";18285
"231280 SENADOR SA";3418
"231290 SOBRAL";100264
"231300 SOLONOPOLE";11500
"231310 TABULEIRO DO NORTE";18709
"231320 TAMBORIL";16590
"231325 TARRAFAS";6064
"231330 TAUA";34265
"231335 TEJUCUOCA";8280
"231340 TIANGUA";36116
"231350 TRAIRI";27035
"231355 TURURU";7105
"231360 UBAJARA";17455
"231370 UMARI";4977
"231375 UMIRIM";10617
"231380 URUBURETAMA";10210
"231390 URUOCA";7173
"231395 VARJOTA";10642
"231400 VARZEA ALEGRE";23683
"231410 VICOSA DO CEARA";27119
"240010 ACARI";7950
"240020 ACU";32612
"240030 AFONSO BEZERRA";7355
"240040 AGUA NOVA";1705
"240050 ALEXANDRIA";9762
"240060 ALMINO AFONSO";3536
"240070 ALTO DO RODRIGUES";6607
"240080 ANGICOS";7904
"240090 ANTONIO MARTINS";4719
"240100 APODI";23635
"240110 AREIA BRANCA";15989
"240120 ARES";7315
"240130 AUGUSTO SEVERO";6059
"240140 BAIA FORMOSA";5099
"240145 BARAUNA";12190
"240150 BARCELONA";2655
"240160 BENTO FERNANDES";2682
"240165 BODO";1792
"240170 BOM JESUS";5558
"240180 BREJINHO";6701
"240185 CAICARA DO NORTE";3750
"240190 CAICARA DO RIO DO VENTO";1858
"240200 CAICO";40941
"240210 CAMPO REDONDO";6282
"240220 CANGUARETAMA";16454
"240230 CARAUBAS";13044
"240240 CARNAUBA DOS DANTAS";4611
"240250 CARNAUBAIS";5540
"240260 CEARA-MIRIM";39518
"240270 CERRO CORA";7205
"240280 CORONEL EZEQUIEL";3494
"240290 CORONEL JOAO PESSOA";2938
"240300 CRUZETA";5736
"240310 CURRAIS NOVOS";28910
"240320 DOUTOR SEVERIANO";4314
"240325 PARNAMIRIM";84500
"240330 ENCANTO";3215
"240340 EQUADOR";3743
"240350 ESPIRITO SANTO";6755
"240360 EXTREMOZ";12538
"240370 FELIPE GUERRA";3963
"240375 FERNANDO PEDROZA";1763
"240380 FLORANIA";6299
"240390 FRANCISCO DANTAS";2071
"240400 FRUTUOSO GOMES";3088
"240410 GALINHOS";1024
"240420 GOIANINHA";11336
"240430 GOVERNADOR DIX-SEPT ROSADO";7947
"240440 GROSSOS";5647
"240450 GUAMARE";5223
"240460 IELMO MARINHO";6498
"240470 IPANGUACU";7937
"240480 IPUEIRA";1374
"240485 ITAJA";4049
"240490 ITAU";3634
"240500 JACANA";5103
"240510 JANDAIRA";3897
"240520 JANDUIS";3862
"240530 JANUARIO CICCO";4891
"240540 JAPI";3845
"240550 JARDIM DE ANGICOS";1787
"240560 JARDIM DE PIRANHAS";8305
"240570 JARDIM DO SERIDO";8935
"240580 JOAO CAMARA";18514
"240590 JOAO DIAS";1684
"240600 JOSE DA PENHA";4161
"240610 JUCURUTU";12196
"240620 LAGOA D'ANTA";3349
"240630 LAGOA DE PEDRAS";3898
"240640 LAGOA DE VELHOS";1641
"240650 LAGOA NOVA";7703
"240660 LAGOA SALGADA";4275
"240670 LAJES";6343
"240680 LAJES PINTADAS";2998
"240690 LUCRECIA";2201
"240700 LUIS GOMES";5995
"240710 MACAIBA";36173
"240720 MACAU";18285
"240725 MAJOR SALES";2024
"240730 MARCELINO VIEIRA";5644
"240740 MARTINS";5438
"240750 MAXARANGUAPE";4950
"240760 MESSIAS TARGINO";2547
"240770 MONTANHAS";7595
"240780 MONTE ALEGRE";12151
"240790 MONTE DAS GAMELEIRAS";1587
"240800 MOSSORO";149710
"240810 NATAL";508169
"240820 NISIA FLORESTA";11818
"240830 NOVA CRUZ";21966
"240840 OLHO-D'AGUA DO BORGES";3146
"240850 OURO BRANCO";3384
"240860 PARANA";2404
"240870 PARAU";2792
"240880 PARAZINHO";2640
"240890 PARELHAS";13147
"240895 RIO DO FOGO";5772
"240910 PASSA E FICA";5398
"240920 PASSAGEM";1828
"240930 PATU";7837
"240933 SANTA MARIA";2460
"240940 PAU DOS FERROS";17194
"240950 PEDRA GRANDE";2428
"240960 PEDRA PRETA";1746
"240970 PEDRO AVELINO";5098
"240980 PEDRO VELHO";8699
"240990 PENDENCIAS";7924
"241000 PILOES";2134
"241010 POCO BRANCO";7700
"241020 PORTALEGRE";4603
"241025 PORTO DO MANGUE";2587
"241030 SERRA CAIADA";4366
"241040 PUREZA";4143
"241050 RAFAEL FERNANDES";2940
"241060 RAFAEL GODEIRO";2130
"241070 RIACHO DA CRUZ";1799
"241080 RIACHO DE SANTANA";2855
"241090 RIACHUELO";3564
"241100 RODOLFO FERNANDES";3094
"241105 TIBAU";2163
"241110 RUY BARBOSA";2375
"241120 SANTA CRUZ";20453
"241140 SANTANA DO MATOS";11356
"241142 SANTANA DO SERIDO";1627
"241150 SANTO ANTONIO";13263
"241160 SAO BENTO DO NORTE";2070
"241170 SAO BENTO DO TRAIRI";2028
"241180 SAO FERNANDO";2325
"241190 SAO FRANCISCO DO OESTE";2429
"241200 SAO GONCALO DO AMARANTE";45288
"241210 SAO JOAO DO SABUGI";4096
"241220 SAO JOSE DE MIPIBU";22472
"241230 SAO JOSE DO CAMPESTRE";7755
"241240 SAO JOSE DO SERIDO";2617
"241250 SAO MIGUEL";13283
"241255 SAO MIGUEL DO GOSTOSO";4384
"241260 SAO PAULO DO POTENGI";9130
"241270 SAO PEDRO";4553
"241280 SAO RAFAEL";5804
"241290 SAO TOME";7155
"241300 SAO VICENTE";4014
"241310 SENADOR ELOI DE SOUZA";3145
"241320 SENADOR GEORGINO AVELINO";2076
"241330 SERRA DE SAO BENTO";3670
"241335 SERRA DO MEL";5493
"241340 SERRA NEGRA DO NORTE";5383
"241350 SERRINHA";4605
"241355 SERRINHA DOS PINTOS";3053
"241360 SEVERIANO MELO";6996
"241370 SITIO NOVO";2769
"241380 TABOLEIRO GRANDE";1464
"241390 TAIPU";7222
"241400 TANGARA";7834
"241410 TENENTE ANANIAS";6233
"241415 TENENTE LAURENTINO CRUZ";2884
"241420 TIBAU DO SUL";5048
"241430 TIMBAUBA DOS BATISTAS";1593
"241440 TOUROS";17000
"241445 TRIUNFO POTIGUAR";2363
"241450 UMARIZAL";7637
"241460 UPANEMA";7295
"241470 VARZEA";5493
"241475 VENHA-VER";2059
"241480 VERA CRUZ";5524
"241490 VICOSA";965
"241500 VILA FLOR";1500
"250010 AGUA BRANCA";5163
"250020 AGUIAR";3740
"250030 ALAGOA GRANDE";19237
"250040 ALAGOA NOVA";12277
"250050 ALAGOINHA";7651
"250053 ALCANTIL";3204
"250057 ALGODAO DE JANDAIRA";1457
"250060 ALHANDRA";10206
"250070 SAO JOAO DO RIO DO PEIXE";12444
"250073 AMPARO";1223
"250077 APARECIDA";4132
"250080 ARACAGI";11925
"250090 ARARA";7922
"250100 ARARUNA";10526
"250110 AREIA";16972
"250115 AREIA DE BARAUNAS";1205
"250120 AREIAL";4069
"250130 AROEIRAS";12415
"250135 ASSUNCAO";1966
"250140 BAIA DA TRAICAO";3877
"250150 BANANEIRAS";14329
"250153 BARAUNA";2098
"250157 BARRA DE SANTANA";5442
"250160 BARRA DE SANTA ROSA";8588
"250170 BARRA DE SAO MIGUEL";3427
"250180 BAYEUX";60215
"250190 BELEM";11411
"250200 BELEM DO BREJO DO CRUZ";4808
"250205 BERNARDINO BATISTA";1519
"250210 BOA VENTURA";4374
"250215 BOA VISTA";3476
"250220 BOM JESUS";1457
"250230 BOM SUCESSO";3807
"250240 BONITO DE SANTA FE";5934
"250250 BOQUEIRAO";10524
"250260 IGARACY";4236
"250270 BORBOREMA";3127
"250280 BREJO DO CRUZ";8083
"250290 BREJO DOS SANTOS";4108
"250300 CAAPORA";11749
"250310 CABACEIRAS";2951
"250320 CABEDELO";29701
"250330 CACHOEIRA DOS INDIOS";5171
"250340 CACIMBA DE AREIA";2433
"250350 CACIMBA DE DENTRO";10515
"250355 CACIMBAS";4095
"250360 CAICARA";4844
"250370 CAJAZEIRAS";38390
"250375 CAJAZEIRINHAS";1920
"250380 CALDAS BRANDAO";3368
"250390 CAMALAU";3661
"250400 CAMPINA GRANDE";249006
"250403 CAPIM";2627
"250407 CARAUBAS";2288
"250410 CARRAPATEIRA";1266
"250415 CASSERENGUE";4175
"250420 CATINGUEIRA";3135
"250430 CATOLE DO ROCHA";18668
"250435 CATURITE";2848
"250440 CONCEICAO";11936
"250450 CONDADO";4475
"250460 CONDE";10371
"250470 CONGO";3151
"250480 COREMAS";10286
"250485 COXIXOLA";1043
"250490 CRUZ DO ESPIRITO SANTO";9089
"250500 CUBATI";4278
"250510 CUITE";13580
"250520 CUITEGI";4630
"250523 CUITE DE MAMANGUAPE";4017
"250527 CURRAL DE CIMA";3347
"250530 CURRAL VELHO";1633
"250535 DAMIAO";2266
"250540 DESTERRO";4972
"250550 VISTA SERRANA";2128
"250560 DIAMANTE";4473
"250570 DONA INES";6468
"250580 DUAS ESTRADAS";2571
"250590 EMAS";1974
"250600 ESPERANCA";19377
"250610 FAGUNDES";7514
"250620 FREI MARTINHO";2091
"250625 GADO BRAVO";5328
"250630 GUARABIRA";35608
"250640 GURINHEM";8849
"250650 GURJAO";1916
"250660 IBIARA";4289
"250670 IMACULADA";7140
"250680 INGA";11583
"250690 ITABAIANA";17443
"250700 ITAPORANGA";14405
"250710 ITAPOROROCA";9736
"250720 ITATUBA";6137
"250730 JACARAU";9198
"250740 JERICO";5064
"250750 JOAO PESSOA";428791
"250760 JUAREZ TAVORA";4709
"250770 JUAZEIRINHO";9617
"250780 JUNCO DO SERIDO";4000
"250790 JURIPIRANGA";6419
"250800 JURU";6277
"250810 LAGOA";3302
"250820 LAGOA DE DENTRO";4672
"250830 LAGOA SECA";16328
"250840 LASTRO";2181
"250850 LIVRAMENTO";4920
"250855 LOGRADOURO";2200
"250860 LUCENA";6242
"250870 MAE D'AGUA";2284
"250880 MALTA";3899
"250890 MAMANGUAPE";25494
"250900 MANAIRA";6435
"250905 MARCACAO";3747
"250910 MARI";14207
"250915 MARIZOPOLIS";3957
"250920 MASSARANDUBA";7727
"250930 MATARACA";3415
"250933 MATINHAS";2642
"250937 MATO GROSSO";1613
"250939 MATUREIA";3182
"250940 MOGEIRO";8308
"250950 MONTADAS";2700
"250960 MONTE HOREBE";2700
"250970 MONTEIRO";19250
"250980 MULUNGU";6460
"250990 NATUBA";6610
"251000 NAZAREZINHO";5077
"251010 NOVA FLORESTA";6305
"251020 NOVA OLINDA";4021
"251030 NOVA PALMEIRA";2544
"251040 OLHO D'AGUA";5019
"251050 OLIVEDOS";2216
"251060 OURO VELHO";1950
"251065 PARARI";1046
"251070 PASSAGEM";1378
"251080 PATOS";63726
"251090 PAULISTA";7814
"251100 PEDRA BRANCA";2407
"251110 PEDRA LAVRADA";4552
"251120 PEDRAS DE FOGO";16773
"251130 PIANCO";10396
"251140 PICUI";11982
"251150 PILAR";6799
"251160 PILOES";4962
"251170 PILOEZINHOS";3482
"251180 PIRPIRITUBA";6827
"251190 PITIMBU";8777
"251200 POCINHOS";10006
"251203 POCO DANTAS";2367
"251207 POCO DE JOSE DE MOURA";2455
"251210 POMBAL";22663
"251220 PRATA";2365
"251230 PRINCESA ISABEL";11944
"251240 PUXINANA";8056
"251250 QUEIMADAS";23488
"251260 QUIXABA";880
"251270 REMIGIO";10028
"251272 PEDRO REGIS";3189
"251274 RIACHAO";1805
"251275 RIACHAO DO BACAMARTE";2635
"251276 RIACHAO DO POCO";2486
"251278 RIACHO DE SANTO ANTONIO";809
"251280 RIACHO DOS CAVALOS";5368
"251290 RIO TINTO";15349
"251300 SALGADINHO";1862
"251310 SALGADO DE SAO FELIX";8137
"251315 SANTA CECILIA";4083
"251320 SANTA CRUZ";4762
"251330 SANTA HELENA";4235
"251335 SANTA INES";2244
"251340 SANTA LUZIA";9914
"251350 SANTANA DE MANGUEIRA";3829
"251360 SANTANA DOS GARROTES";5415
"251365 JOCA CLAUDINO";1733
"251370 SANTA RITA";78645
"251380 SANTA TERESINHA";3227
"251385 SANTO ANDRE";1975
"251390 SAO BENTO";17609
"251392 SAO BENTINHO";2525
"251394 SAO DOMINGOS DO CARIRI";1527
"251396 SAO DOMINGOS";1749
"251398 SAO FRANCISCO";2539
"251400 SAO JOAO DO CARIRI";3288
"251410 SAO JOAO DO TIGRE";2898
"251420 SAO JOSE DA LAGOA TAPADA";4936
"251430 SAO JOSE DE CAIANA";3533
"251440 SAO JOSE DE ESPINHARAS";3512
"251445 SAO JOSE DOS RAMOS";3136
"251450 SAO JOSE DE PIRANHAS";12415
"251455 SAO JOSE DE PRINCESA";3291
"251460 SAO JOSE DO BONFIM";1966
"251465 SAO JOSE DO BREJO DO CRUZ";1034
"251470 SAO JOSE DO SABUGI";2738
"251480 SAO JOSE DOS CORDEIROS";2843
"251490 SAO MAMEDE";5788
"251500 SAO MIGUEL DE TAIPU";3944
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";6906
"251520 SAO SEBASTIAO DO UMBUZEIRO";1974
"251530 SAPE";31712
"251540 SAO VICENTE DO SERIDO";5542
"251550 SERRA BRANCA";8811
"251560 SERRA DA RAIZ";2244
"251570 SERRA GRANDE";1794
"251580 SERRA REDONDA";4920
"251590 SERRARIA";4235
"251593 SERTAOZINHO";2400
"251597 SOBRADO";4587
"251600 SOLANEA";20644
"251610 SOLEDADE";8259
"251615 SOSSEGO";1654
"251620 SOUSA";44422
"251630 SUME";10588
"251640 TACIMA";6405
"251650 TAPEROA";8812
"251660 TAVARES";8555
"251670 TEIXEIRA";7744
"251675 TENORIO";1583
"251680 TRIUNFO";5845
"251690 UIRAUNA";9606
"251700 UMBUZEIRO";5891
"251710 VARZEA";1524
"251720 VIEIROPOLIS";3309
"251740 ZABELE";1283
"260005 ABREU E LIMA";63217
"260010 AFOGADOS DA INGAZEIRA";22287
"260020 AFRANIO";9937
"260030 AGRESTINA";13316
"260040 AGUA PRETA";17934
"260050 AGUAS BELAS";22993
"260060 ALAGOINHA";8567
"260070 ALIANCA";24680
"260080 ALTINHO";15246
"260090 AMARAJI";13690
"260100 ANGELIM";6118
"260105 ARACOIABA";9729
"260110 ARARIPINA";44652
"260120 ARCOVERDE";41820
"260130 BARRA DE GUABIRABA";6922
"260140 BARREIROS";25799
"260150 BELEM DE MARIA";6868
"260160 BELEM DE SAO FRANCISCO";12844
"260170 BELO JARDIM";46205
"260180 BETANIA";7471
"260190 BEZERROS";40945
"260200 BODOCO";19469
"260210 BOM CONSELHO";27575
"260220 BOM JARDIM";25308
"260230 BONITO";24743
"260240 BREJAO";5721
"260250 BREJINHO";4817
"260260 BREJO DA MADRE DE DEUS";24428
"260270 BUENOS AIRES";8218
"260280 BUIQUE";27442
"260290 CABO DE SANTO AGOSTINHO";104965
"260300 CABROBO";17215
"260310 CACHOEIRINHA";11683
"260320 CAETES";14967
"260330 CALCADO";7571
"260340 CALUMBI";4615
"260345 CAMARAGIBE";90533
"260350 CAMOCIM DE SAO FELIX";10238
"260360 CAMUTANGA";5234
"260370 CANHOTINHO";16115
"260380 CAPOEIRAS";12366
"260390 CARNAIBA";11576
"260392 CARNAUBEIRA DA PENHA";6018
"260400 CARPINA";44983
"260410 CARUARU";177030
"260415 CASINHAS";8544
"260420 CATENDE";20432
"260430 CEDRO";5857
"260440 CHA DE ALEGRIA";7136
"260450 CHA GRANDE";12434
"260460 CONDADO";14705
"260470 CORRENTES";10971
"260480 CORTES";8074
"260490 CUMARU";18978
"260500 CUPIRA";15273
"260510 CUSTODIA";20725
"260515 DORMENTES";9225
"260520 ESCADA";38007
"260530 EXU";20119
"260540 FEIRA NOVA";12645
"260545 FERNANDO DE NORONHA";1348
"260550 FERREIROS";7315
"260560 FLORES";14060
"260570 FLORESTA";15789
"260580 FREI MIGUELINHO";9231
"260590 GAMELEIRA";15340
"260600 GARANHUNS";79968
"260610 GLORIA DO GOITA";17932
"260620 GOIANA";48863
"260630 GRANITO";3846
"260640 GRAVATA";46617
"260650 IATI";10898
"260660 IBIMIRIM";14779
"260670 IBIRAJUBA";4963
"260680 IGARASSU";55735
"260690 IGUARACY";7812
"260700 INAJA";7945
"260710 INGAZEIRA";2980
"260720 IPOJUCA";38421
"260730 IPUBI";14132
"260740 ITACURUBA";2383
"260750 ITAIBA";16174
"260760 ILHA DE ITAMARACA";9575
"260765 ITAMBE";22878
"260770 ITAPETIM";10284
"260775 ITAPISSUMA";13264
"260780 ITAQUITINGA";9876
"260790 JABOATAO DOS GUARARAPES";409393
"260795 JAQUEIRA";7130
"260800 JATAUBA";9374
"260805 JATOBA";8756
"260810 JOAO ALFREDO";18606
"260820 JOAQUIM NABUCO";9930
"260825 JUCATI";6336
"260830 JUPI";7940
"260840 JUREMA";8844
"260845 LAGOA DO CARRO";9003
"260850 LAGOA DE ITAENGA";13156
"260860 LAGOA DO OURO";7290
"260870 LAGOA DOS GATOS";10219
"260875 LAGOA GRANDE";11106
"260880 LAJEDO";22132
"260890 LIMOEIRO";39736
"260900 MACAPARANA";14714
"260910 MACHADOS";6418
"260915 MANARI";7277
"260920 MARAIAL";8629
"260930 MIRANDIBA";8197
"260940 MORENO";34307
"260950 NAZARE DA MATA";20814
"260960 OLINDA";269087
"260970 OROBO";14553
"260980 OROCO";6607
"260990 OURICURI";35397
"261000 PALMARES";36641
"261010 PALMEIRINA";6227
"261020 PANELAS";16537
"261030 PARANATAMA";7043
"261040 PARNAMIRIM";12440
"261050 PASSIRA";19734
"261060 PAUDALHO";29895
"261070 PAULISTA";190132
"261080 PEDRA";13176
"261090 PESQUEIRA";39410
"261100 PETROLANDIA";17385
"261110 PETROLINA";143628
"261120 POCAO";7319
"261130 POMBOS";15936
"261140 PRIMAVERA";7457
"261150 QUIPAPA";14386
"261153 QUIXABA";4304
"261160 RECIFE";1043222
"261170 RIACHO DAS ALMAS";12292
"261180 RIBEIRAO";27921
"261190 RIO FORMOSO";13099
"261200 SAIRE";9355
"261210 SALGADINHO";4932
"261220 SALGUEIRO";34165
"261230 SALOA";10064
"261240 SANHARO";10730
"261245 SANTA CRUZ";7092
"261247 SANTA CRUZ DA BAIXA VERDE";7307
"261250 SANTA CRUZ DO CAPIBARIBE";40041
