"Município";"População de 15 anos ou mais"
"261247 SANTA CRUZ DA BAIXA VERDE";8608
"261250 SANTA CRUZ DO CAPIBARIBE";63813
"261255 SANTA FILOMENA";9281
"261260 SANTA MARIA DA BOA VISTA";26517
"261270 SANTA MARIA DO CAMBUCA";9273
"261280 SANTA TEREZINHA";7868
"261290 SAO BENEDITO DO SUL";10143
"261300 SAO BENTO DO UNA";37165
"261310 SAO CAITANO";25265
"261320 SAO JOAO";15100
"261330 SAO JOAQUIM DO MONTE";14698
"261340 SAO JOSE DA COROA GRANDE";12452
"261350 SAO JOSE DO BELMONTE";23401
"261360 SAO JOSE DO EGITO";23946
"261370 SAO LOURENCO DA MATA";77255
"261380 SAO VICENTE FERRER";12119
"261390 SERRA TALHADA";58155
"261400 SERRITA";12842
"261410 SERTANIA";24727
"261420 SIRINHAEM";27902
"261430 MOREILANDIA";7879
"261440 SOLIDAO";4109
"261450 SURUBIM";43664
"261460 TABIRA";19237
"261470 TACAIMBO";9197
"261480 TACARATU";15263
"261485 TAMANDARE";14491
"261500 TAQUARITINGA DO NORTE";18278
"261510 TEREZINHA";4755
"261520 TERRA NOVA";6603
"261530 TIMBAUBA";39640
"261540 TORITAMA";25354
"261550 TRACUNHAEM";9552
"261560 TRINDADE";17544
"261570 TRIUNFO";11375
"261580 TUPANATINGA";16049
"261590 TUPARETAMA";6045
"261600 VENTUROSA";11425
"261610 VERDEJANTE";6448
"261618 VERTENTE DO LERIO";5817
"261620 VERTENTES";13436
"261630 VICENCIA";22506
"261640 VITORIA DE SANTO ANTAO";97555
"261650 XEXEU";9557
"270010 AGUA BRANCA";13030
"270020 ANADIA";12275
"270030 ARAPIRACA";154726
"270040 ATALAIA";29220
"270050 BARRA DE SANTO ANTONIO";9539
"270060 BARRA DE SAO MIGUEL";5183
"270070 BATALHA";11765
"270080 BELEM";3290
"270090 BELO MONTE";4835
"270100 BOCA DA MATA";17883
"270110 BRANQUINHA";6674
"270120 CACIMBINHAS";7111
"270130 CAJUEIRO";13420
"270135 CAMPESTRE";4300
"270140 CAMPO ALEGRE";34277
"270150 CAMPO GRANDE";6252
"270160 CANAPI";11130
"270170 CAPELA";11199
"270180 CARNEIROS";5148
"270190 CHA PRETA";4739
"270200 COITE DO NOIA";7648
"270210 COLONIA LEOPOLDINA";13247
"270220 COQUEIRO SECO";3972
"270230 CORURIPE";35891
"270235 CRAIBAS";15444
"270240 DELMIRO GOUVEIA";33959
"270250 DOIS RIACHOS";7435
"270255 ESTRELA DE ALAGOAS";12360
"270260 FEIRA GRANDE";14712
"270270 FELIZ DESERTO";3019
"270280 FLEXEIRAS";8243
"270290 GIRAU DO PONCIANO";24813
"270300 IBATEGUARA";10028
"270310 IGACI";17909
"270320 IGREJA NOVA";16506
"270330 INHAPI";11135
"270340 JACARE DOS HOMENS";3619
"270350 JACUIPE";4616
"270360 JAPARATINGA";5079
"270370 JARAMATAIA";3802
"270375 JEQUIA DA PRAIA";8054
"270380 JOAQUIM GOMES";14395
"270390 JUNDIA";2882
"270400 JUNQUEIRO";16851
"270410 LAGOA DA CANOA";12806
"270420 LIMOEIRO DE ANADIA";19046
"270430 MACEIO";696094
"270440 MAJOR ISIDORO";13195
"270450 MARAGOGI";19213
"270460 MARAVILHA";6964
"270470 MARECHAL DEODORO";32151
"270480 MARIBONDO";9858
"270490 MAR VERMELHO";2602
"270500 MATA GRANDE";16201
"270510 MATRIZ DE CAMARAGIBE";15990
"270520 MESSIAS";10330
"270530 MINADOR DO NEGRAO";3842
"270540 MONTEIROPOLIS";4557
"270550 MURICI";16951
"270560 NOVO LINO";8181
"270570 OLHO D'AGUA DAS FLORES";13904
"270580 OLHO D'AGUA DO CASADO";5574
"270590 OLHO D'AGUA GRANDE";3287
"270600 OLIVENCA";7521
"270610 OURO BRANCO";7402
"270620 PALESTINA";3295
"270630 PALMEIRA DOS INDIOS";51378
"270640 PAO DE ACUCAR";16391
"270642 PARICONHA";6980
"270644 PARIPUEIRA";7843
"270650 PASSO DE CAMARAGIBE";9645
"270660 PAULO JACINTO";5272
"270670 PENEDO";42963
"270680 PIACABUCU";11937
"270690 PILAR";23197
"270700 PINDOBA";2026
"270710 PIRANHAS";14732
"270720 POCO DAS TRINCHEIRAS";8985
"270730 PORTO CALVO";17107
"270740 PORTO DE PEDRAS";5715
"270750 PORTO REAL DO COLEGIO";13528
"270760 QUEBRANGULO";8152
"270770 RIO LARGO";48440
"270780 ROTEIRO";4178
"270790 SANTA LUZIA DO NORTE";4792
"270800 SANTANA DO IPANEMA";30412
"270810 SANTANA DO MUNDAU";7398
"270820 SAO BRAS";4676
"270830 SAO JOSE DA LAJE";15201
"270840 SAO JOSE DA TAPERA";18860
"270850 SAO LUIS DO QUITUNDE";21108
"270860 SAO MIGUEL DOS CAMPOS";37979
"270870 SAO MIGUEL DOS MILAGRES";4979
"270880 SAO SEBASTIAO";21740
"270890 SATUBA";10694
"270895 SENADOR RUI PALMEIRA";8243
"270900 TANQUE D'ARCA";4414
"270910 TAQUARANA";13284
"270915 TEOTONIO VILELA";26975
"270920 TRAIPU";16851
"270930 UNIAO DOS PALMARES";41291
"270940 VICOSA";17519
"280010 AMPARO DE SAO FRANCISCO";1617
"280020 AQUIDABA";14446
"280030 ARACAJU";442164
"280040 ARAUA";7706
"280050 AREIA BRANCA";11538
"280060 BARRA DOS COQUEIROS";17964
"280067 BOQUIM";18410
"280070 BREJO GRANDE";5120
"280100 CAMPO DO BRITO";12186
"280110 CANHOBA";2751
"280120 CANINDE DE SAO FRANCISCO";15800
"280130 CAPELA";21336
"280140 CARIRA";14336
"280150 CARMOPOLIS";9190
"280160 CEDRO DE SAO JOAO";4173
"280170 CRISTINAPOLIS";11063
"280190 CUMBE";2816
"280200 DIVINA PASTORA";2943
"280210 ESTANCIA";46700
"280220 FEIRA NOVA";3732
"280230 FREI PAULO";10179
"280240 GARARU";7869
"280250 GENERAL MAYNARD";2116
"280260 GRACHO CARDOSO";4120
"280270 ILHA DAS FLORES";5614
"280280 INDIAROBA";10405
"280290 ITABAIANA";63846
"280300 ITABAIANINHA";26757
"280310 ITABI";3709
"280320 ITAPORANGA D'AJUDA";21203
"280330 JAPARATUBA";11699
"280340 JAPOATA";9004
"280350 LAGARTO";69301
"280360 LARANJEIRAS";19106
"280370 MACAMBIRA";4695
"280380 MALHADA DOS BOIS";2409
"280390 MALHADOR";8713
"280400 MARUIM";11547
"280410 MOITA BONITA";8364
"280420 MONTE ALEGRE DE SERGIPE";9254
"280430 MURIBECA";5344
"280440 NEOPOLIS";13255
"280445 NOSSA SENHORA APARECIDA";6353
"280450 NOSSA SENHORA DA GLORIA";23213
"280460 NOSSA SENHORA DAS DORES";17728
"280470 NOSSA SENHORA DE LOURDES";4437
"280480 NOSSA SENHORA DO SOCORRO";114237
"280490 PACATUBA";8951
"280500 PEDRA MOLE";2243
"280510 PEDRINHAS";6176
"280520 PINHAO";4385
"280530 PIRAMBU";5754
"280540 POCO REDONDO";20171
"280550 POCO VERDE";16117
"280560 PORTO DA FOLHA";18754
"280570 PROPRIA";20707
"280580 RIACHAO DO DANTAS";13728
"280590 RIACHUELO";6396
"280600 RIBEIROPOLIS";12848
"280610 ROSARIO DO CATETE";6480
"280620 SALGADO";13855
"280630 SANTA LUZIA DO ITANHY";8432
"280640 SANTANA DO SAO FRANCISCO";4924
"280650 SANTA ROSA DE LIMA";2628
"280660 SANTO AMARO DAS BROTAS";8078
"280670 SAO CRISTOVAO";56792
"280680 SAO DOMINGOS";7322
"280690 SAO FRANCISCO";2424
"280700 SAO MIGUEL DO ALEIXO";2686
"280710 SIMAO DIAS";28250
"280720 SIRIRI";5543
"280730 TELHA";2111
"280740 TOBIAS BARRETO";34948
"280750 TOMAR DO GERU";8984
"280760 UMBAUBA";15647
"290010 ABAIRA";6742
"290020 ABARE";11674
"290030 ACAJUTIBA";10258
"290035 ADUSTINA";11354
"290040 AGUA FRIA";11465
"290050 ERICO CARDOSO";8345
"290060 AIQUARA";3426
"290070 ALAGOINHAS";108442
"290080 ALCOBACA";14793
"290090 ALMADINA";4699
"290100 AMARGOSA";25637
"290110 AMELIA RODRIGUES";18504
"290115 AMERICA DOURADA";10943
"290120 ANAGE";19087
"290130 ANDARAI";9520
"290135 ANDORINHA";10770
"290140 ANGICAL";10318
"290150 ANGUERA";7860
"290160 ANTAS";13199
"290170 ANTONIO CARDOSO";8449
"290180 ANTONIO GONCALVES";7910
"290190 APORA";12499
"290195 APUAREMA";5347
"290200 ARACATU";10468
"290205 ARACAS";8125
"290210 ARACI";35029
"290220 ARAMARI";7506
"290225 ARATACA";6926
"290230 ARATUIPE";6151
"290240 AURELINO LEAL";9640
"290250 BAIANOPOLIS";9936
"290260 BAIXA GRANDE";14213
"290265 BANZAE";8431
"290270 BARRA";32187
"290280 BARRA DA ESTIVA";15172
"290290 BARRA DO CHOCA";24754
"290300 BARRA DO MENDES";10144
"290310 BARRA DO ROCHA";4609
"290320 BARREIRAS";100075
"290323 BARRO ALTO";9721
"290327 BARROCAS";10391
"290330 BARRO PRETO";4835
"290340 BELMONTE";15176
"290350 BELO CAMPO";11790
"290360 BIRITINGA";10750
"290370 BOA NOVA";11167
"290380 BOA VISTA DO TUPIM";12545
"290390 BOM JESUS DA LAPA";44445
"290395 BOM JESUS DA SERRA";7390
"290400 BONINAL";10037
"290405 BONITO";9867
"290410 BOQUIRA";16180
"290420 BOTUPORA";8260
"290430 BREJOES";10569
"290440 BREJOLANDIA";8330
"290450 BROTAS DE MACAUBAS";7816
"290460 BRUMADO";49676
"290470 BUERAREMA";13845
"290475 BURITIRAMA";13406
"290480 CAATIBA";8403
"290485 CABACEIRAS DO PARAGUACU";11935
"290490 CACHOEIRA";23362
"290500 CACULE";17229
"290510 CAEM";7231
"290515 CAETANOS";10351
"290520 CAETITE";35926
"290530 CAFARNAUM";12018
"290540 CAIRU";10823
"290550 CALDEIRAO GRANDE";8870
"290560 CAMACAN";21977
"290570 CAMACARI";179977
"290580 CAMAMU";23381
"290590 CAMPO ALEGRE DE LOURDES";19615
"290600 CAMPO FORMOSO";47003
"290610 CANAPOLIS";6641
"290620 CANARANA";16917
"290630 CANAVIEIRAS";23351
"290640 CANDEAL";6631
"290650 CANDEIAS";62328
"290660 CANDIBA";10272
"290670 CANDIDO SALES";20354
"290680 CANSANCAO";23046
"290682 CANUDOS";10919
"290685 CAPELA DO ALTO ALEGRE";8874
"290687 CAPIM GROSSO";19370
"290689 CARAIBAS";7785
"290690 CARAVELAS";14948
"290700 CARDEAL DA SILVA";6001
"290710 CARINHANHA";19509
"290720 CASA NOVA";45678
"290730 CASTRO ALVES";18970
"290740 CATOLANDIA";1944
"290750 CATU";39213
"290755 CATURAMA";6844
"290760 CENTRAL";12177
"290770 CHORROCHO";7446
"290780 CICERO DANTAS";24394
"290790 CIPO";11237
"290800 COARACI";15663
"290810 COCOS";13155
"290820 CONCEICAO DA FEIRA";14962
"290830 CONCEICAO DO ALMEIDA";13882
"290840 CONCEICAO DO COITE";45440
"290850 CONCEICAO DO JACUIPE";22646
"290860 CONDE";15601
"290870 CONDEUBA";12523
"290880 CONTENDAS DO SINCORA";3484
"290890 CORACAO DE MARIA";16449
"290900 CORDEIROS";6258
"290910 CORIBE";10596
"290920 CORONEL JOAO SA";11896
"290930 CORRENTINA";22621
"290940 COTEGIPE";9672
"290950 CRAVOLANDIA";3658
"290960 CRISOPOLIS";14236
"290970 CRISTOPOLIS";9747
"290980 CRUZ DAS ALMAS";45088
"290990 CURACA";22581
"291000 DARIO MEIRA";9072
"291005 DIAS D'AVILA";47922
"291010 DOM BASILIO";8734
"291020 DOM MACEDO COSTA";2985
"291030 ELISIO MEDRADO";6164
"291040 ENCRUZILHADA";16538
"291050 ENTRE RIOS";27893
"291060 ESPLANADA";22372
"291070 EUCLIDES DA CUNHA";40881
"291072 EUNAPOLIS";72298
"291075 FATIMA";13120
"291077 FEIRA DA MATA";4557
"291080 FEIRA DE SANTANA";420790
"291085 FILADELFIA";12183
"291090 FIRMINO ALVES";3963
"291100 FLORESTA AZUL";7864
"291110 FORMOSA DO RIO PRETO";15464
"291120 GANDU";21992
"291125 GAVIAO";3472
"291130 GENTIO DO OURO";7716
"291140 GLORIA";11159
"291150 GONGOGI";6110
"291160 GOVERNADOR MANGABEIRA";14522
"291165 GUAJERU";7942
"291170 GUANAMBI";60481
"291180 GUARATINGA";15948
"291185 HELIOPOLIS";9621
"291190 IACU";18291
"291200 IBIASSUCE";7934
"291210 IBICARAI";17901
"291220 IBICOARA";11955
"291230 IBICUI";11678
"291240 IBIPEBA";12549
"291250 IBIPITANGA";10599
"291260 IBIQUERA";3450
"291270 IBIRAPITANGA";15081
"291280 IBIRAPUA";5857
"291290 IBIRATAIA";13996
"291300 IBITIARA";11723
"291310 IBITITA";13062
"291320 IBOTIRAMA";18331
"291330 ICHU";3958
"291340 IGAPORA";11597
"291345 IGRAPIUNA";8850
"291350 IGUAI";18775
"291360 ILHEUS";137277
"291370 INHAMBUPE";25393
"291380 IPECAETA";11363
"291390 IPIAU";33089
"291400 IPIRA";43204
"291410 IPUPIARA";7105
"291420 IRAJUBA";5021
"291430 IRAMAIA";8586
"291440 IRAQUARA";15772
"291450 IRARA";20192
"291460 IRECE";48434
"291465 ITABELA";19383
"291470 ITABERABA";45187
"291480 ITABUNA";157104
"291490 ITACARE";16111
"291500 ITAETE";10374
"291510 ITAGI";9414
"291520 ITAGIBA";11219
"291530 ITAGIMIRIM";5154
"291535 ITAGUACU DA BAHIA";9083
"291540 ITAJU DO COLONIA";5094
"291550 ITAJUIPE";15703
"291560 ITAMARAJU";45528
"291570 ITAMARI";5639
"291580 ITAMBE";16641
"291590 ITANAGRA";5187
"291600 ITANHEM";15341
"291610 ITAPARICA";15248
"291620 ITAPE";8110
"291630 ITAPEBI";7156
"291640 ITAPETINGA";50927
"291650 ITAPICURU";22099
"291660 ITAPITANGA";7427
"291670 ITAQUARA";5738
"291680 ITARANTIM";13845
"291685 ITATIM";10491
"291690 ITIRUCU";9443
"291700 ITIUBA";25248
"291710 ITORORO";14795
"291720 ITUACU";13492
"291730 ITUBERA";18678
"291733 IUIU";7766
"291735 JABORANDI";6817
"291740 JACARACI";10654
"291750 JACOBINA";58852
"291760 JAGUAQUARA";36188
"291770 JAGUARARI";22543
"291780 JAGUARIPE";11489
"291790 JANDAIRA";6877
"291800 JEQUIE";114390
"291810 JEREMOABO";26521
"291820 JIQUIRICA";10405
"291830 JITAUNA";10282
"291835 JOAO DOURADO";15718
"291840 JUAZEIRO";142023
"291845 JUCURUCU";7411
"291850 JUSSARA";10583
"291855 JUSSARI";4677
"291860 JUSSIAPE";6472
"291870 LAFAIETE COUTINHO";3042
"291875 LAGOA REAL";10350
"291880 LAJE";16066
"291890 LAJEDAO";2801
"291900 LAJEDINHO";2817
"291905 LAJEDO DO TABOCAL";6070
"291910 LAMARAO";6825
"291915 LAPAO";18286
"291920 LAURO DE FREITAS";123616
"291930 LENCOIS";7138
"291940 LICINIO DE ALMEIDA";9395
"291950 LIVRAMENTO DE NOSSA SENHORA";32434
"291955 LUIS EDUARDO MAGALHAES";41959
"291960 MACAJUBA";7775
"291970 MACARANI";12588
"291980 MACAUBAS";34799
"291990 MACURURE";5748
"291992 MADRE DE DEUS";13139
"291995 MAETINGA";5346
"292000 MAIQUINIQUE";6429
"292010 MAIRI";14239
"292020 MALHADA";10803
"292030 MALHADA DE PEDRAS";6413
"292040 MANOEL VITORINO";10441
"292045 MANSIDAO";8849
"292050 MARACAS";18272
"292060 MARAGOGIPE";32071
"292070 MARAU";12819
"292080 MARCIONILIO SOUZA";7347
"292090 MASCOTE";9942
"292100 MATA DE SAO JOAO";29453
"292105 MATINA";8036
"292110 MEDEIROS NETO";16068
"292120 MIGUEL CALMON";19466
"292130 MILAGRES";7551
"292140 MIRANGABA";11577
"292145 MIRANTE";7795
"292150 MONTE SANTO";37163
"292160 MORPARA";6018
"292170 MORRO DO CHAPEU";24510
"292180 MORTUGABA";9670
"292190 MUCUGE";7659
"292200 MUCURI";25127
"292205 MULUNGU DO MORRO";8347
"292210 MUNDO NOVO";17367
"292220 MUNIZ FERREIRA";5658
"292225 MUQUEM DE SAO FRANCISCO";6717
"292230 MURITIBA";21874
"292240 MUTUIPE";16162
"292250 NAZARE";20482
"292260 NILO PECANHA";8916
"292265 NORDESTINA";8747
"292270 NOVA CANAA";12188
"292273 NOVA FATIMA";5814
"292275 NOVA IBIA";4830
"292280 NOVA ITARANA";5193
"292285 NOVA REDENCAO";5896
"292290 NOVA SOURE";16960
"292300 NOVA VICOSA";26786
"292303 NOVO HORIZONTE";7941
"292305 NOVO TRIUNFO";10902
"292310 OLINDINA";17694
"292320 OLIVEIRA DOS BREJINHOS";15783
"292330 OURICANGAS";6326
"292335 OUROLANDIA";11424
"292340 PALMAS DE MONTE ALTO";15513
"292350 PALMEIRAS";5858
"292360 PARAMIRIM";16404
"292370 PARATINGA";20887
"292380 PARIPIRANGA";20449
"292390 PAU BRASIL";7339
"292400 PAULO AFONSO";80194
"292405 PE DE SERRA";10169
"292410 PEDRAO";5102
"292420 PEDRO ALEXANDRE";11374
"292430 PIATA";13101
"292440 PILAO ARCADO";22259
"292450 PINDAI";11966
"292460 PINDOBACU";14299
"292465 PINTADAS";7636
"292467 PIRAI DO NORTE";6791
"292470 PIRIPA";9786
"292480 PIRITIBA";16134
"292490 PLANALTINO";6614
"292500 PLANALTO";17770
"292510 POCOES";32224
"292520 POJUCA";24792
"292525 PONTO NOVO";11092
"292530 PORTO SEGURO";87493
"292540 POTIRAGUA";7100
"292550 PRADO";18832
"292560 PRESIDENTE DUTRA";10173
"292570 PRESIDENTE JANIO QUADROS";10290
"292575 PRESIDENTE TANCREDO NEVES";16609
"292580 QUEIMADAS";17711
"292590 QUIJINGUE";19203
"292593 QUIXABEIRA";7036
"292595 RAFAEL JAMBEIRO";16372
"292600 REMANSO";27926
"292610 RETIROLANDIA";9087
"292620 RIACHAO DAS NEVES";15729
"292630 RIACHAO DO JACUIPE";25345
"292640 RIACHO DE SANTANA";22788
"292650 RIBEIRA DO AMPARO";10012
"292660 RIBEIRA DO POMBAL";34523
"292665 RIBEIRAO DO LARGO";6022
"292670 RIO DE CONTAS";10400
"292680 RIO DO ANTONIO";11234
"292690 RIO DO PIRES";9227
"292700 RIO REAL";26296
"292710 RODELAS";5364
"292720 RUY BARBOSA";21511
"292730 SALINAS DA MARGARIDA";9834
"292740 SALVADOR";2111734
"292750 SANTA BARBARA";13776
"292760 SANTA BRIGIDA";10578
"292770 SANTA CRUZ CABRALIA";17774
"292780 SANTA CRUZ DA VITORIA";5039
"292790 SANTA INES";7750
"292800 SANTALUZ";24609
"292805 SANTA LUZIA";9427
"292810 SANTA MARIA DA VITORIA";29279
"292820 SANTANA";18186
"292830 SANTANOPOLIS";6381
"292840 SANTA RITA DE CASSIA";18752
"292850 SANTA TERESINHA";7137
"292860 SANTO AMARO";43579
"292870 SANTO ANTONIO DE JESUS";69551
"292880 SANTO ESTEVAO";34834
"292890 SAO DESIDERIO";18722
"292895 SAO DOMINGOS";7056
"292900 SAO FELIX";10870
"292905 SAO FELIX DO CORIBE";9299
"292910 SAO FELIPE";15593
"292920 SAO FRANCISCO DO CONDE";24069
"292925 SAO GABRIEL";13123
"292930 SAO GONCALO DOS CAMPOS";24610
"292935 SAO JOSE DA VITORIA";4027
"292937 SAO JOSE DO JACUIPE";7363
"292940 SAO MIGUEL DAS MATAS";7658
"292950 SAO SEBASTIAO DO PASSE";31716
"292960 SAPEACU";12453
"292970 SATIRO DIAS";13438
"292975 SAUBARA";8439
"292980 SAUDE";8725
"292990 SEABRA";29694
"293000 SEBASTIAO LARANJEIRAS";7851
"293010 SENHOR DO BONFIM";55102
"293015 SERRA DO RAMALHO";21660
"293020 SENTO SE";25335
"293030 SERRA DOURADA";13414
"293040 SERRA PRETA";11484
"293050 SERRINHA";55941
"293060 SERROLANDIA";9274
"293070 SIMOES FILHO";85227
"293075 SITIO DO MATO";8102
"293076 SITIO DO QUINTO";9126
"293077 SOBRADINHO";15525
"293080 SOUTO SOARES";10981
"293090 TABOCAS DO BREJO VELHO";8307
"293100 TANHACU";15235
"293105 TANQUE NOVO";11796
"293110 TANQUINHO";6006
"293120 TAPEROA";12893
"293130 TAPIRAMUTA";11433
"293135 TEIXEIRA DE FREITAS";100351
"293140 TEODORO SAMPAIO";5935
"293150 TEOFILANDIA";14999
"293160 TEOLANDIA";10435
"293170 TERRA NOVA";9440
"293180 TREMEDAL";13142
"293190 TUCANO";37927
"293200 UAUA";17997
"293210 UBAIRA";14717
"293220 UBAITABA";14805
"293230 UBATA";17955
"293240 UIBAI";10257
"293245 UMBURANAS";12117
"293250 UNA";16828
"293260 URANDI";12427
"293270 URUCUCA";14365
"293280 UTINGA";12431
"293290 VALENCA";64448
"293300 VALENTE";18840
"293305 VARZEA DA ROCA";10157
"293310 VARZEA DO POCO";6688
"293315 VARZEA NOVA";9499
"293317 VARZEDO";6843
"293320 VERA CRUZ";27342
"293325 VEREDA";4941
"293330 VITORIA DA CONQUISTA";229504
"293340 WAGNER";6393
"293345 WANDERLEY";8925
"293350 WENCESLAU GUIMARAES";15100
"293360 XIQUE-XIQUE";31162
"310010 ABADIA DOS DOURADOS";5298
"310020 ABAETE";17725
"310030 ABRE CAMPO";10017
"310040 ACAIACA";3002
"310050 ACUCENA";7633
"310060 AGUA BOA";10491
"310070 AGUA COMPRIDA";1625
"310080 AGUANIL";3160
"310090 AGUAS FORMOSAS";13468
"310100 AGUAS VERMELHAS";9220
"310110 AIMORES";19298
"310120 AIURUOCA";4856
"310130 ALAGOA";2122
"310140 ALBERTINA";2273
"310150 ALEM PARAIBA";26935
"310160 ALFENAS";57737
"310163 ALFREDO VASCONCELOS";4663
"310170 ALMENARA";29135
"310180 ALPERCATA";5292
"310190 ALPINOPOLIS";14203
"310200 ALTEROSA";10704
"310205 ALTO CAPARAO";3982
"310210 ALTO RIO DOCE";9469
"310220 ALVARENGA";3422
"310230 ALVINOPOLIS";11876
"310240 ALVORADA DE MINAS";2394
"310250 AMPARO DO SERRA";3854
"310260 ANDRADAS";29616
"310270 CACHOEIRA DE PAJEU";6457
"310280 ANDRELANDIA";9641
"310285 ANGELANDIA";5375
"310290 ANTONIO CARLOS";8734
"310300 ANTONIO DIAS";7104
"310310 ANTONIO PRADO DE MINAS";1370
"310320 ARACAI";1718
"310330 ARACITABA";1676
"310340 ARACUAI";26619
"310350 ARAGUARI";86869
"310360 ARANTINA";2186
"310370 ARAPONGA";6047
"310375 ARAPORA";4635
"310380 ARAPUA";2260
"310390 ARAUJOS";5999
"310400 ARAXA";74281
"310410 ARCEBURGO";7440
"310420 ARCOS";29254
"310430 AREADO";10809
"310440 ARGIRITA";2315
"310445 ARICANDUVA";3382
"310450 ARINOS";12546
"310460 ASTOLFO DUTRA";10423
"310470 ATALEIA";10689
"310480 AUGUSTO DE LIMA";3668
"310490 BAEPENDI";14299
"310500 BALDIM";6061
"310510 BAMBUI";18446
"310520 BANDEIRA";3808
"310530 BANDEIRA DO SUL";4162
"310540 BARAO DE COCAIS";21731
"310550 BARAO DE MONTE ALTO";4501
"310560 BARBACENA";99454
"310570 BARRA LONGA";4901
"310590 BARROSO";15122
"310600 BELA VISTA DE MINAS";7558
"310610 BELMIRO BRAGA";2623
"310620 BELO HORIZONTE";1917877
"310630 BELO ORIENTE";17199
"310640 BELO VALE";6027
"310650 BERILO";9079
"310660 BERTOPOLIS";3198
"310665 BERIZAL";3198
"310670 BETIM";282710
"310680 BIAS FORTES";2982
"310690 BICAS";10875
"310700 BIQUINHAS";2162
"310710 BOA ESPERANCA";29466
"310720 BOCAINA DE MINAS";3988
"310730 BOCAIUVA";34540
"310740 BOM DESPACHO";35477
"310750 BOM JARDIM DE MINAS";5063
"310760 BOM JESUS DA PENHA";3036
"310770 BOM JESUS DO AMPARO";4227
"310780 BOM JESUS DO GALHO";11796
"310790 BOM REPOUSO";8047
"310800 BOM SUCESSO";13493
"310810 BONFIM";5581
"310820 BONFINOPOLIS DE MINAS";4382
"310825 BONITO DE MINAS";6620
"310830 BORDA DA MATA";13758
"310840 BOTELHOS";11653
"310850 BOTUMIRIM";4527
"310855 BRASILANDIA DE MINAS";9955
"310860 BRASILIA DE MINAS";23203
"310870 BRAS PIRES";3530
"310880 BRAUNAS";3876
"310890 BRAZOPOLIS";11360
"310900 BRUMADINHO";26322
"310910 BUENO BRANDAO";8668
"310920 BUENOPOLIS";7827
"310925 BUGRE";3011
"310930 BURITIS";15937
"310940 BURITIZEIRO";18950
"310945 CABECEIRA GRANDE";4665
"310950 CABO VERDE";10772
"310960 CACHOEIRA DA PRATA";2961
"310970 CACHOEIRA DE MINAS";8526
"310980 CACHOEIRA DOURADA";1915
"310990 CAETANOPOLIS";8124
"311000 CAETE";31391
"311010 CAIANA";3745
"311020 CAJURI";3177
"311030 CALDAS";10918
"311040 CAMACHO";2496
"311050 CAMANDUCAIA";16081
"311060 CAMBUI";21214
"311070 CAMBUQUIRA";9761
"311080 CAMPANARIO";2600
"311090 CAMPANHA";11809
"311100 CAMPESTRE";16203
"311110 CAMPINA VERDE";15144
"311115 CAMPO AZUL";2651
"311120 CAMPO BELO";40908
"311130 CAMPO DO MEIO";8803
"311140 CAMPO FLORIDO";5061
"311150 CAMPOS ALTOS";10644
"311160 CAMPOS GERAIS";20822
"311170 CANAA";3667
"311180 CANAPOLIS";8932
"311190 CANA VERDE";4417
"311200 CANDEIAS";11808
"311205 CANTAGALO";3102
"311210 CAPARAO";3771
"311220 CAPELA NOVA";3799
"311230 CAPELINHA";24458
"311240 CAPETINGA";5417
"311250 CAPIM BRANCO";6832
"311260 CAPINOPOLIS";11854
"311265 CAPITAO ANDRADE";3650
"311270 CAPITAO ENEAS";9935
"311280 CAPITOLIO";6450
"311290 CAPUTIRA";6709
"311300 CARAI";15448
"311310 CARANAIBA";2553
"311320 CARANDAI";18169
"311330 CARANGOLA";25201
"311340 CARATINGA";64737
"311350 CARBONITA";6791
"311360 CAREACU";4773
"311370 CARLOS CHAGAS";15543
"311380 CARMESIA";1804
"311390 CARMO DA CACHOEIRA";8698
"311400 CARMO DA MATA";8514
"311410 CARMO DE MINAS";10169
"311420 CARMO DO CAJURU";15450
"311430 CARMO DO PARANAIBA";23124
"311440 CARMO DO RIO CLARO";15968
"311450 CARMOPOLIS DE MINAS";13204
"311455 CARNEIRINHO";7448
"311460 CARRANCAS";3007
"311470 CARVALHOPOLIS";2586
"311480 CARVALHOS";3702
"311490 CASA GRANDE";1755
"311500 CASCALHO RICO";2256
"311510 CASSIA";13557
"311520 CONCEICAO DA BARRA DE MINAS";3072
"311530 CATAGUASES";55756
"311535 CATAS ALTAS";3625
"311540 CATAS ALTAS DA NORUEGA";2635
"311545 CATUJI";4620
"311547 CATUTI";3689
"311550 CAXAMBU";17062
"311560 CEDRO DO ABAETE";956
"311570 CENTRAL DE MINAS";5259
"311580 CENTRALINA";8079
"311590 CHACARA";2209
"311600 CHALE";4312
"311610 CHAPADA DO NORTE";10695
"311615 CHAPADA GAUCHA";7300
"311620 CHIADOR";2141
"311630 CIPOTANEA";5102
"311640 CLARAVAL";3446
"311650 CLARO DOS POCOES";6004
"311660 CLAUDIO";19736
"311670 COIMBRA";5486
"311680 COLUNA";6503
"311690 COMENDADOR GOMES";2279
"311700 COMERCINHO";6163
"311710 CONCEICAO DA APARECIDA";7546
"311720 CONCEICAO DAS PEDRAS";2185
"311730 CONCEICAO DAS ALAGOAS";17130
"311740 CONCEICAO DE IPANEMA";3493
"311750 CONCEICAO DO MATO DENTRO";13025
"311760 CONCEICAO DO PARA";4019
