"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"170510 CHAPADA DA NATIVIDADE";407,89;377,51;288,33;277,19;...;...;305,65
"170550 COLINAS DO TOCANTINS";791,29;391,86;704,37;455,46;393,40;...;562,22
"170555 COMBINADO";642,00;326,91;536,15;358,63;...;...;434,31
"170560 CONCEICAO DO TOCANTINS";543,43;256,95;295,70;271,23;...;...;302,50
"170600 COUTO MAGALHAES";289,35;253,26;279,95;287,41;195,98;...;282,70
"170610 CRISTALANDIA";772,84;324,19;457,92;414,67;393,92;...;485,09
"170625 CRIXAS DO TOCANTINS";476,16;231,47;290,15;302,86;...;...;334,87
"170650 DARCINOPOLIS";495,50;234,11;232,97;289,83;510,00;...;324,59
"170700 DIANOPOLIS";907,70;398,18;763,20;431,00;...;...;521,54
"170710 DIVINOPOLIS DO TOCANTINS";595,60;310,92;364,57;470,12;-;...;500,81
"170720 DOIS IRMAOS DO TOCANTINS";266,36;257,17;216,52;222,56;150,00;...;234,55
"170730 DUERE";762,15;435,66;457,08;358,32;124,40;...;452,83
"170740 ESPERANTINA";224,33;122,87;171,34;171,85;...;...;171,56
"170755 FATIMA";683,20;271,01;450,15;384,73;...;...;449,79
"170765 FIGUEIROPOLIS";714,39;328,19;1165,22;396,74;378,44;...;485,06
"170770 FILADELFIA";344,05;256,37;135,08;273,27;293,02;...;286,56
"170820 FORMOSO DO ARAGUAIA";541,11;448,76;468,90;395,34;78,16;...;416,72
"170825 FORTALEZA DO TABOCAO";480,94;300,10;322,72;329,73;...;...;361,24
"170830 GOIANORTE";392,35;257,57;226,64;303,36;127,50;...;323,39
"170900 GOIATINS";365,10;192,30;586,94;211,48;78,33;...;225,99
"170930 GUARAI";1099,03;945,75;882,66;540,45;761,10;...;713,56
"170950 GURUPI";986,98;710,67;609,75;648,84;414,41;...;755,41
"170980 IPUEIRAS";332,39;337,31;...;268,41;4500,00;...;284,64
"171050 ITACAJA";356,97;313,60;219,87;332,96;78,29;...;299,16
"171070 ITAGUATINS";353,93;306,09;505,48;241,15;157,33;...;264,42
"171090 ITAPIRATINS";410,57;273,63;355,82;345,64;...;...;353,06
"171110 ITAPORA DO TOCANTINS";362,30;344,98;159,39;358,67;707,00;...;357,25
"171150 JAU DO TOCANTINS";990,85;445,21;604,63;318,11;...;...;515,72
"171180 JUARINA";322,97;257,64;344,74;227,29;-;...;251,45
"171190 LAGOA DA CONFUSAO";737,94;331,40;395,24;384,98;118,41;...;402,17
"171195 LAGOA DO TOCANTINS";328,84;138,29;206,57;225,02;...;...;229,53
"171200 LAJEADO";554,46;441,43;692,74;554,69;300,15;...;499,13
"171215 LAVANDEIRA";472,58;249,52;156,81;308,27;...;...;329,74
"171240 LIZARDA";509,60;285,26;224,15;251,16;...;...;280,94
"171245 LUZINOPOLIS";362,53;240,10;256,53;298,01;123,33;...;308,15
"171250 MARIANOPOLIS DO TOCANTINS";553,67;340,82;331,56;342,15;...;...;400,74
"171270 MATEIROS";641,21;242,16;260,05;259,30;...;...;303,90
"171280 MAURILANDIA DO TOCANTINS";298,16;192,32;364,76;221,31;64,32;...;226,22
"171320 MIRACEMA DO TOCANTINS";626,10;435,69;395,85;464,82;486,55;...;502,29
"171330 MIRANORTE";477,12;354,89;394,01;356,42;514,06;...;395,79
"171360 MONTE DO CARMO";398,91;247,10;166,69;355,76;...;...;345,06
"171370 MONTE SANTO DO TOCANTINS";299,01;205,88;326,05;262,98;...;...;273,60
"171380 PALMEIRAS DO TOCANTINS";311,87;280,36;210,74;306,49;...;...;305,34
"171395 MURICILANDIA";286,21;174,08;178,20;213,39;...;...;219,00
"171420 NATIVIDADE";793,28;343,04;215,97;373,17;...;...;435,33
"171430 NAZARE";499,45;275,10;210,55;259,34;...;...;297,65
"171488 NOVA OLINDA";479,79;278,74;602,33;309,44;150,00;...;348,35
"171500 NOVA ROSALANDIA";372,01;251,71;268,99;266,32;...;...;286,16
"171510 NOVO ACORDO";382,55;327,74;539,95;336,66;89,00;...;345,60
"171515 NOVO ALEGRE";516,44;361,75;454,63;403,02;...;...;427,99
"171525 NOVO JARDIM";281,38;239,90;159,40;254,61;...;...;257,49
"171550 OLIVEIRA DE FATIMA";660,55;325,55;...;285,98;...;...;379,44
"171570 PALMEIRANTE";383,05;235,12;157,53;239,64;447,00;...;264,75
"171575 PALMEIROPOLIS";600,09;374,86;357,76;406,95;146,00;...;453,47
"171610 PARAISO DO TOCANTINS";1092,63;582,68;635,29;809,81;639,87;...;889,73
"171620 PARANA";662,92;292,41;198,79;271,99;-;...;301,49
"171630 PAU D'ARCO";396,56;320,44;200,00;374,99;217,38;...;374,06
"171650 PEDRO AFONSO";840,00;458,55;624,25;530,58;1123,41;...;604,42
"171660 PEIXE";717,91;431,56;864,97;496,73;3691,22;...;535,89
"171665 PEQUIZEIRO";347,45;276,51;247,64;292,36;72,17;...;305,30
"171670 COLMEIA";521,78;301,64;1134,03;394,11;...;...;437,18
"171700 PINDORAMA DO TOCANTINS";259,49;224,91;152,57;308,91;...;...;285,25
"171720 PIRAQUE";511,16;262,36;323,94;272,66;300,00;...;318,37
"171750 PIUM";618,16;323,29;291,63;397,16;131,28;...;406,44
"171780 PONTE ALTA DO BOM JESUS";751,52;327,77;304,12;247,11;...;...;308,59
"171790 PONTE ALTA DO TOCANTINS";423,97;198,21;239,95;285,39;...;...;302,77
"171800 PORTO ALEGRE DO TOCANTINS";429,60;315,32;553,48;266,51;...;...;296,18
"171820 PORTO NACIONAL";893,02;462,81;724,49;531,77;278,31;...;608,92
"171830 PRAIA NORTE";208,40;192,23;160,69;201,14;333,33;...;200,67
"171840 PRESIDENTE KENNEDY";494,54;425,44;369,71;358,99;...;...;388,27
"171845 PUGMIL";395,96;300,89;229,54;380,53;...;...;376,42
"171850 RECURSOLANDIA";286,77;122,82;152,20;148,37;37,33;...;165,17
"171855 RIACHINHO";227,33;158,41;220,90;159,11;...;...;171,70
"171865 RIO DA CONCEICAO";362,50;150,73;273,35;231,58;...;...;243,22
"171870 RIO DOS BOIS";418,55;332,30;305,16;276,94;709,48;...;307,68
"171875 RIO SONO";311,60;219,77;443,53;267,73;...;...;274,52
"171880 SAMPAIO";263,98;238,37;215,43;228,89;159,59;...;235,05
"171884 SANDOLANDIA";428,48;277,29;289,29;379,78;343,46;...;384,67
"171886 SANTA FE DO ARAGUAIA";360,93;268,52;301,61;316,70;139,24;...;316,38
"171888 SANTA MARIA DO TOCANTINS";422,92;354,25;122,45;274,89;737,50;...;323,30
"171889 SANTA RITA DO TOCANTINS";632,11;253,77;399,27;337,05;...;...;393,78
"171890 SANTA ROSA DO TOCANTINS";661,62;317,32;271,30;232,15;...;...;275,92
"171900 SANTA TEREZA DO TOCANTINS";581,42;227,00;557,73;345,79;...;...;371,77
"172000 SANTA TEREZINHA DO TOCANTINS";332,03;365,96;...;276,38;...;...;299,08
"172010 SAO BENTO DO TOCANTINS";293,61;237,26;231,85;343,91;316,55;...;319,53
"172015 SAO FELIX DO TOCANTINS";449,67;118,75;161,05;212,65;...;...;220,24
"172020 SAO MIGUEL DO TOCANTINS";296,98;273,47;819,75;288,94;179,18;...;296,20
"172025 SAO SALVADOR DO TOCANTINS";421,02;343,21;240,65;288,02;765,00;...;309,68
"172030 SAO SEBASTIAO DO TOCANTINS";251,19;167,71;123,05;169,88;...;...;183,53
"172049 SAO VALERIO";571,17;267,52;231,53;298,65;...;...;336,39
"172065 SILVANOPOLIS";624,17;280,15;295,71;420,53;...;...;420,77
"172080 SITIO NOVO DO TOCANTINS";279,86;258,05;370,11;196,34;27,20;...;220,85
"172085 SUCUPIRA";544,00;291,59;327,24;323,75;...;...;378,80
"172090 TAGUATINGA";636,31;318,47;623,30;327,38;104,80;...;384,00
"172093 TAIPAS DO TOCANTINS";448,75;352,65;266,96;240,73;170,00;...;268,91
"172097 TALISMA";630,08;458,23;592,05;412,59;211,44;...;465,94
"172100 PALMAS";1532,51;723,18;985,52;847,38;971,47;-;1060,21
"172110 TOCANTINIA";600,68;279,23;398,79;344,19;94,60;...;265,36
"172120 TOCANTINOPOLIS";520,21;332,57;1500,00;414,39;92,39;...;410,95
"172125 TUPIRAMA";445,99;601,48;328,78;333,19;531,56;...;390,75
"172130 TUPIRATINS";335,59;210,28;365,84;333,17;501,67;...;307,95
"172208 WANDERLANDIA";564,39;396,00;542,76;313,23;132,50;...;368,69
"172210 XAMBIOA";885,38;279,02;385,54;318,94;...;...;436,23
"210005 ACAILANDIA";607,26;362,91;335,66;358,92;381,44;...;423,90
"210010 AFONSO CUNHA";178,97;178,88;142,79;143,01;...;...;149,53
"210015 AGUA DOCE DO MARANHAO";175,08;227,33;19,45;169,25;...;...;171,24
"210020 ALCANTARA";277,56;190,62;149,05;196,65;425,00;...;206,56
"210030 ALDEIAS ALTAS";215,86;202,98;311,64;156,47;...;...;172,13
"210040 ALTAMIRA DO MARANHAO";173,72;152,42;145,23;157,07;...;...;159,62
"210043 ALTO ALEGRE DO MARANHAO";237,21;200,74;157,22;154,09;...;...;169,94
"210047 ALTO ALEGRE DO PINDARE";185,06;140,25;157,72;128,37;87,43;...;138,74
"210050 ALTO PARNAIBA";2368,54;227,16;468,93;270,79;340,00;...;549,47
"210055 AMAPA DO MARANHAO";217,58;174,91;50,27;174,09;...;...;180,93
"210060 AMARANTE DO MARANHAO";287,67;240,42;460,27;235,75;95,53;33,50;230,13
"210070 ANAJATUBA";237,81;189,62;683,81;183,64;978,60;...;203,98
"210080 ANAPURUS";265,49;153,48;118,43;169,63;...;...;183,85
"210083 APICUM-ACU";264,87;161,71;361,82;205,07;...;...;210,96
"210087 ARAGUANA";231,13;146,37;115,34;150,63;70,99;...;160,05
"210090 ARAIOSES";211,13;153,61;154,00;158,43;...;...;169,20
"210095 ARAME";356,30;100,20;1674,97;162,16;71,81;...;204,78
"210100 ARARI";382,04;303,97;351,10;226,89;490,00;...;286,29
"210110 AXIXA";219,67;195,66;136,31;219,79;...;...;217,02
"210120 BACABAL";550,09;292,25;390,18;320,76;402,12;...;372,72
"210125 BACABEIRA";297,27;286,10;199,89;228,22;50,00;...;249,83
"210130 BACURI";335,89;171,92;244,46;236,68;610,00;...;230,00
"210135 BACURITUBA";228,67;133,16;136,77;153,43;...;...;151,57
"210140 BALSAS";943,32;376,36;540,55;404,11;557,08;...;523,37
"210150 BARAO DE GRAJAU";361,88;254,58;287,28;269,61;...;...;287,98
"210160 BARRA DO CORDA";443,75;210,87;265,94;256,71;135,27;...;295,01
"210170 BARREIRINHAS";252,02;220,77;220,24;177,98;500,00;...;193,23
"210173 BELAGUA";101,54;83,85;251,95;107,00;274,86;...;106,31
"210177 BELA VISTA DO MARANHAO";231,26;201,44;272,25;180,60;...;...;196,65
"210180 BENEDITO LEITE";284,29;199,47;138,17;183,13;1400,00;...;211,79
"210190 BEQUIMAO";224,90;164,38;101,36;167,77;...;...;188,50
"210193 BERNARDO DO MEARIM";281,61;218,37;164,31;215,93;...;...;233,88
"210197 BOA VISTA DO GURUPI";248,82;212,66;357,08;182,89;571,62;...;195,20
"210200 BOM JARDIM";299,00;173,52;257,60;173,77;81,50;...;193,77
"210203 BOM JESUS DAS SELVAS";300,34;205,93;131,52;194,38;65,01;...;204,57
"210207 BOM LUGAR";179,62;143,87;140,38;157,16;...;...;161,23
"210210 BREJO";320,76;169,38;171,57;170,05;183,66;...;196,00
"210215 BREJO DE AREIA";239,08;148,03;201,00;167,86;...;...;180,62
"210220 BURITI";236,84;135,89;139,54;134,56;...;...;151,73
"210230 BURITI BRAVO";320,40;156,82;685,77;210,49;...;...;225,14
"210232 BURITICUPU";263,83;170,73;195,04;199,11;70,25;...;209,85
"210235 BURITIRANA";264,94;244,48;307,40;216,15;388,71;...;228,84
"210237 CACHOEIRA GRANDE";136,60;60,78;92,78;105,45;94,07;...;109,40
"210240 CAJAPIO";166,42;133,76;259,16;135,18;...;...;139,85
"210250 CAJARI";176,59;119,20;135,64;124,03;50,00;...;131,18
"210255 CAMPESTRE DO MARANHAO";399,82;301,83;209,38;336,67;384,97;...;349,84
"210260 CANDIDO MENDES";260,03;186,29;250,65;188,75;523,66;...;202,94
"210270 CANTANHEDE";263,05;145,49;118,03;160,94;...;...;172,60
"210275 CAPINZAL DO NORTE";258,40;134,93;187,77;182,10;...;...;194,79
"210280 CAROLINA";401,54;343,55;241,59;294,99;381,43;...;323,20
"210290 CARUTAPERA";295,42;282,54;87,02;200,93;257,96;...;219,00
"210300 CAXIAS";510,24;286,35;329,56;277,39;465,78;...;319,79
"210310 CEDRAL";347,82;205,38;148,00;167,64;165,00;...;200,77
"210312 CENTRAL DO MARANHAO";234,25;168,38;160,55;181,32;...;...;182,32
"210315 CENTRO DO GUILHERME";207,70;151,37;38,04;190,27;...;...;186,50
"210317 CENTRO NOVO DO MARANHAO";211,85;190,89;100,45;180,38;33,82;...;182,88
"210320 CHAPADINHA";299,91;168,56;330,96;230,14;340,67;...;244,00
"210325 CIDELANDIA";307,39;233,86;386,68;246,73;41,04;...;260,05
"210330 CODO";425,66;286,84;366,79;233,11;286,21;...;266,96
"210340 COELHO NETO";316,55;206,83;138,36;210,75;650,42;...;224,79
"210350 COLINAS";409,65;220,83;195,34;250,90;324,30;...;278,42
"210355 CONCEICAO DO LAGO-ACU";196,58;163,66;167,17;164,53;400,00;...;170,68
"210360 COROATA";261,44;207,63;322,87;207,48;365,50;...;220,58
"210370 CURURUPU";320,20;290,74;301,65;255,85;747,24;...;272,32
"210375 DAVINOPOLIS";296,51;246,27;264,08;248,72;171,45;...;259,02
"210380 DOM PEDRO";342,31;207,48;198,83;267,07;...;...;282,30
"210390 DUQUE BACELAR";204,32;205,44;104,80;151,15;...;...;161,19
"210400 ESPERANTINOPOLIS";283,63;158,17;1713,47;246,04;506,67;...;260,46
"210405 ESTREITO";672,57;456,91;665,47;389,31;683,64;...;472,21
"210407 FEIRA NOVA DO MARANHAO";365,02;192,06;209,79;151,74;...;...;187,15
"210408 FERNANDO FALCAO";157,53;163,78;94,48;102,47;70,92;...;106,70
"210409 FORMOSA DA SERRA NEGRA";204,70;96,03;170,96;142,04;119,90;...;154,84
"210410 FORTALEZA DOS NOGUEIRAS";304,32;202,08;231,80;263,14;...;...;266,47
"210420 FORTUNA";344,65;195,26;282,25;228,03;...;...;251,02
"210430 GODOFREDO VIANA";272,15;196,53;218,43;213,36;200,15;...;222,04
"210440 GONCALVES DIAS";314,12;190,73;180,43;209,06;...;...;231,09
"210450 GOVERNADOR ARCHER";351,66;190,59;162,68;214,20;...;...;233,45
"210455 GOVERNADOR EDISON LOBAO";383,08;321,43;368,57;280,08;750,18;...;306,58
"210460 GOVERNADOR EUGENIO BARROS";369,16;185,74;568,96;214,21;65,91;...;240,43
"210462 GOVERNADOR LUIZ ROCHA";256,01;181,12;129,27;172,13;...;...;185,16
"210465 GOVERNADOR NEWTON BELLO";299,00;188,37;146,97;169,73;...;-;188,57
"210467 GOVERNADOR NUNES FREIRE";244,61;263,56;134,08;219,43;156,57;...;226,35
"210470 GRACA ARANHA";306,15;253,24;218,16;192,66;...;...;220,90
"210480 GRAJAU";436,82;246,26;1408,99;310,42;111,17;...;333,23
"210490 GUIMARAES";262,00;227,64;280,90;211,41;...;...;221,64
"210500 HUMBERTO DE CAMPOS";129,70;122,39;87,82;118,53;...;...;119,93
"210510 ICATU";187,05;155,31;162,57;147,99;...;...;151,80
"210515 IGARAPE DO MEIO";223,96;196,34;187,50;215,09;146,00;...;212,90
"210520 IGARAPE GRANDE";357,25;209,82;236,15;270,03;...;...;287,25
"210530 IMPERATRIZ";828,55;462,51;656,70;511,75;406,76;...;605,70
"210535 ITAIPAVA DO GRAJAU";148,93;159,70;114,75;135,65;77,47;...;135,20
"210540 ITAPECURU MIRIM";302,23;198,93;290,29;190,18;102,29;...;209,06
"210542 ITINGA DO MARANHAO";428,02;298,94;338,74;282,93;...;...;323,81
"210545 JATOBA";224,00;209,65;185,63;197,83;229,14;...;203,56
"210547 JENIPAPO DOS VIEIRAS";156,32;197,06;73,25;175,17;40,79;...;125,08
"210550 JOAO LISBOA";337,31;296,54;256,53;275,09;...;...;292,63
"210560 JOSELANDIA";275,26;195,49;216,55;204,67;228,00;...;218,31
"210565 JUNCO DO MARANHAO";267,23;217,78;166,94;233,15;...;...;237,85
"210570 LAGO DA PEDRA";310,24;264,12;235,74;240,89;...;...;257,12
"210580 LAGO DO JUNCO";285,09;206,06;260,70;206,23;291,25;...;225,51
"210590 LAGO VERDE";223,57;207,43;72,19;176,50;...;...;187,02
"210592 LAGOA DO MATO";245,24;176,79;228,37;200,16;...;...;208,70
"210594 LAGO DOS RODRIGUES";243,83;234,25;265,24;252,12;...;...;248,93
"210596 LAGOA GRANDE DO MARANHAO";157,49;171,09;200,64;150,40;200,00;...;153,18
"210598 LAJEADO NOVO";345,33;140,03;300,55;235,13;20,89;...;255,19
"210600 LIMA CAMPOS";358,29;205,44;217,11;284,67;34,00;...;290,79
"210610 LORETO";249,21;252,58;284,54;183,16;...;...;197,37
"210620 LUIS DOMINGUES";276,15;177,48;97,41;224,65;...;...;230,30
"210630 MAGALHAES DE ALMEIDA";208,70;171,04;109,53;169,32;...;...;178,10
"210632 MARACACUME";288,47;245,37;181,86;219,18;260,00;...;232,64
"210635 MARAJA DO SENA";94,33;88,33;140,29;95,89;...;...;95,59
"210637 MARANHAOZINHO";205,58;178,12;195,81;177,36;22,00;...;173,43
"210640 MATA ROMA";232,59;142,34;374,85;142,62;...;...;154,02
"210650 MATINHA";424,93;221,98;222,05;231,71;170,40;...;261,44
"210660 MATOES";248,47;190,72;205,17;191,89;...;71,00;199,69
"210663 MATOES DO NORTE";164,99;116,24;94,63;126,68;...;...;132,08
"210667 MILAGRES DO MARANHAO";176,94;207,94;162,08;130,24;...;...;144,42
"210670 MIRADOR";196,04;157,56;141,31;145,73;440,00;...;159,65
"210675 MIRANDA DO NORTE";271,25;201,59;264,14;234,07;305,00;...;241,81
"210680 MIRINZAL";382,51;219,74;540,38;220,84;137,05;...;236,03
"210690 MONCAO";209,19;152,92;168,39;172,25;...;...;174,12
"210700 MONTES ALTOS";296,52;231,15;199,40;191,45;115,39;...;213,09
"210710 MORROS";179,93;223,13;274,28;155,15;...;...;162,03
"210720 NINA RODRIGUES";165,03;113,74;212,75;149,08;...;...;147,14
"210725 NOVA COLINAS";262,78;146,16;161,17;164,00;...;...;180,02
"210730 NOVA IORQUE";329,29;238,99;214,91;235,62;...;...;256,28
"210735 NOVA OLINDA DO MARANHAO";287,24;195,48;146,48;208,32;38,91;...;219,94
"210740 OLHO D'AGUA DAS CUNHAS";244,42;247,69;190,56;241,51;89,90;...;241,95
"210745 OLINDA NOVA DO MARANHAO";267,97;149,24;70,42;152,12;...;...;169,50
"210750 PACO DO LUMIAR";532,45;445,91;416,72;376,63;312,74;...;422,47
"210760 PALMEIRANDIA";196,39;163,30;159,55;160,40;...;...;165,92
"210770 PARAIBANO";362,90;259,11;225,32;230,65;218,40;...;266,86
"210780 PARNARAMA";259,06;147,13;169,38;169,41;...;...;181,16
"210790 PASSAGEM FRANCA";259,56;165,80;224,41;196,63;...;...;207,73
"210800 PASTOS BONS";289,60;221,95;297,22;190,29;315,28;...;224,25
"210805 PAULINO NEVES";161,99;156,93;235,47;156,35;...;...;158,01
"210810 PAULO RAMOS";280,62;193,57;282,83;219,31;285,63;...;230,23
"210820 PEDREIRAS";489,29;391,47;288,22;417,69;469,69;...;431,08
"210825 PEDRO DO ROSARIO";184,42;158,96;188,24;147,70;-;...;153,90
"210830 PENALVA";299,50;208,09;246,80;183,75;...;...;201,51
"210840 PERI MIRIM";213,52;164,48;260,48;172,35;...;...;185,19
"210845 PERITORO";230,55;179,35;219,53;156,42;264,80;...;171,70
"210850 PINDARE-MIRIM";325,15;238,37;360,90;255,37;184,85;...;268,42
"210860 PINHEIRO";329,11;253,75;462,40;276,19;627,25;...;288,11
"210870 PIO XII";232,08;201,43;202,51;217,70;232,05;...;219,70
"210880 PIRAPEMAS";272,94;225,88;135,25;156,88;...;...;178,12
"210890 POCAO DE PEDRAS";271,13;213,69;155,16;219,33;...;...;230,52
"210900 PORTO FRANCO";573,82;343,76;439,44;468,48;256,66;...;490,92
"210905 PORTO RICO DO MARANHAO";298,28;198,73;190,82;214,99;...;...;226,40
"210910 PRESIDENTE DUTRA";500,61;358,27;482,28;332,96;127,44;...;386,08
"210920 PRESIDENTE JUSCELINO";224,98;116,05;109,44;126,16;138,48;...;132,33
"210923 PRESIDENTE MEDICI";224,57;191,86;349,85;180,41;204,00;...;190,73
"210927 PRESIDENTE SARNEY";180,09;162,92;138,75;160,25;613,33;...;163,61
"210930 PRESIDENTE VARGAS";171,73;166,44;73,46;141,83;...;...;147,09
"210940 PRIMEIRA CRUZ";153,30;237,47;193,43;116,80;...;...;127,59
"210945 RAPOSA";309,55;369,26;122,94;234,31;170,00;...;261,28
"210950 RIACHAO";356,47;180,52;220,12;232,43;333,26;...;250,92
"210955 RIBAMAR FIQUENE";472,93;251,47;204,43;236,62;...;...;299,76
"210960 ROSARIO";372,00;277,46;187,12;245,22;254,49;...;266,84
"210970 SAMBAIBA";259,18;348,96;724,01;219,32;...;...;232,08
"210975 SANTA FILOMENA DO MARANHAO";145,24;135,11;75,85;128,27;...;...;132,40
"210980 SANTA HELENA";259,29;191,33;231,48;203,76;...;...;216,36
"210990 SANTA INES";571,17;310,23;361,27;348,92;242,71;...;398,20
"211000 SANTA LUZIA";252,91;185,66;232,62;190,54;17,51;...;201,99
"211003 SANTA LUZIA DO PARUA";334,06;248,53;165,98;289,54;460,70;...;297,07
"211010 SANTA QUITERIA DO MARANHAO";206,91;158,91;94,24;159,82;...;...;168,14
"211020 SANTA RITA";288,84;246,44;231,57;223,46;...;...;238,52
"211023 SANTANA DO MARANHAO";142,79;192,60;90,40;121,15;...;...;126,07
"211027 SANTO AMARO DO MARANHAO";128,32;191,52;150,47;134,27;...;...;134,61
"211030 SANTO ANTONIO DOS LOPES";291,39;272,32;287,10;218,15;146,79;...;234,76
"211040 SAO BENEDITO DO RIO PRETO";162,19;139,23;114,72;140,86;41,08;...;144,69
"211050 SAO BENTO";267,18;178,91;190,56;194,87;190,98;...;204,08
"211060 SAO BERNARDO";203,79;237,37;183,94;192,56;97,37;...;195,15
"211065 SAO DOMINGOS DO AZEITAO";629,22;162,10;120,97;172,07;...;...;285,30
"211070 SAO DOMINGOS DO MARANHAO";288,15;169,91;157,78;214,02;141,67;...;230,01
"211080 SAO FELIX DE BALSAS";269,19;207,63;236,70;168,43;...;...;195,57
"211085 SAO FRANCISCO DO BREJAO";319,03;240,18;97,52;226,10;...;...;245,80
"211090 SAO FRANCISCO DO MARANHAO";212,03;209,25;154,94;166,15;-;...;179,35
"211100 SAO JOAO BATISTA";194,30;182,52;221,82;156,56;...;...;168,96
"211102 SAO JOAO DO CARU";176,67;189,03;266,63;157,85;6,75;...;164,49
"211105 SAO JOAO DO PARAISO";306,16;263,80;222,34;218,92;...;...;248,81
"211107 SAO JOAO DO SOTER";169,79;167,67;203,16;158,78;...;...;162,23
"211110 SAO JOAO DOS PATOS";451,11;240,66;311,46;324,91;510,00;...;352,91
"211120 SAO JOSE DE RIBAMAR";561,59;377,47;400,09;379,30;443,06;...;419,96
"211125 SAO JOSE DOS BASILIOS";233,94;162,37;179,93;169,08;...;...;178,84
"211130 SAO LUIS";1228,99;565,86;878,73;579,02;720,48;...;770,52
"211140 SAO LUIS GONZAGA DO MARANHAO";190,39;167,59;180,88;178,10;...;...;179,31
"211150 SAO MATEUS DO MARANHAO";374,91;234,28;345,93;368,76;200,00;...;358,56
"211153 SAO PEDRO DA AGUA BRANCA";362,99;261,47;295,91;269,33;136,00;...;286,18
"211157 SAO PEDRO DOS CRENTES";293,41;332,18;308,77;235,66;...;...;252,69
"211160 SAO RAIMUNDO DAS MANGABEIRAS";419,21;292,87;308,81;254,04;...;...;295,03
"211163 SAO RAIMUNDO DO DOCA BEZERRA";153,68;164,30;147,23;151,04;...;...;151,73
"211167 SAO ROBERTO";162,87;218,68;291,16;143,69;...;...;151,38
"211170 SAO VICENTE FERRER";237,19;216,76;125,69;164,43;1020,00;...;178,39
"211172 SATUBINHA";113,65;87,69;127,41;132,91;...;...;124,34
"211174 SENADOR ALEXANDRE COSTA";221,62;185,29;144,24;201,18;...;...;201,12
"211176 SENADOR LA ROCQUE";384,35;268,73;173,39;233,24;280,25;...;269,97
"211178 SERRANO DO MARANHAO";117,87;108,30;76,39;130,00;...;...;120,33
"211180 SITIO NOVO";261,70;143,32;186,95;161,02;131,40;...;187,20
"211190 SUCUPIRA DO NORTE";323,32;175,01;205,59;174,94;126,79;...;208,62
"211195 SUCUPIRA DO RIACHAO";273,13;196,26;168,43;213,60;-;...;222,77
"211200 TASSO FRAGOSO";416,11;363,56;167,89;230,03;...;...;261,31
"211210 TIMBIRAS";222,06;185,53;163,11;157,53;...;...;171,60
"211220 TIMON";497,62;292,80;695,06;326,53;400,17;...;356,75
"211223 TRIZIDELA DO VALE";337,67;208,78;259,07;240,07;187,32;...;261,24
"211227 TUFILANDIA";200,64;196,61;199,18;170,06;237,67;...;177,20
"211230 TUNTUM";239,36;208,46;137,01;202,12;195,54;...;212,73
"211240 TURIACU";247,58;188,64;302,57;153,22;486,25;...;169,78
"211245 TURILANDIA";221,39;172,06;225,15;156,93;336,67;...;172,79
"211250 TUTOIA";263,10;249,86;171,39;224,63;...;...;233,11
"211260 URBANO SANTOS";194,16;185,30;62,12;179,44;...;...;180,98
"211270 VARGEM GRANDE";247,99;157,85;137,59;146,76;96,67;...;161,21
"211280 VIANA";366,89;212,95;279,86;245,17;372,00;...;268,66
"211285 VILA NOVA DOS MARTIRIOS";310,69;234,68;329,27;226,46;280,22;...;247,23
"211290 VITORIA DO MEARIM";310,54;222,87;323,34;194,86;...;...;228,70
"211300 VITORINO FREIRE";385,37;269,44;311,37;223,16;156,25;...;262,02
