"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"210480 GRAJAU";124,77;61,45;78,83;86,01;49,24;152,90;97,69
"210490 GUIMARAES";97,88;60,19;...;73,27;103,01;37,89;74,97
"210500 HUMBERTO DE CAMPOS";59,91;372,00;167,30;65,74;...;36,53;65,63
"210510 ICATU";65,82;45,78;19,35;47,70;47,48;57,12;49,37
"210520 IGARAPE GRANDE";79,65;65,02;...;73,43;...;48,78;74,91
"210530 IMPERATRIZ";260,17;120,57;206,55;168,68;104,16;170,70;192,36
"210540 ITAPECURU MIRIM";126,53;75,62;33,78;70,00;...;31,98;81,24
"210550 JOAO LISBOA";74,42;62,51;39,04;82,34;81,41;24,04;79,19
"210560 JOSELANDIA";81,12;47,17;72,88;70,13;...;...;70,95
"210570 LAGO DA PEDRA";95,19;45,05;43,70;68,49;164,13;76,66;75,58
"210580 LAGO DO JUNCO";104,82;60,35;...;93,65;...;60,84;95,26
"210590 LAGO VERDE";75,06;64,77;19,98;58,45;...;186,79;60,44
"210600 LIMA CAMPOS";132,80;62,82;...;102,70;...;...;104,98
"210610 LORETO";62,56;65,91;...;54,18;...;26,62;56,02
"210620 LUIS DOMINGUES";131,93;83,96;...;92,95;...;71,46;98,12
"210630 MAGALHAES DE ALMEIDA";50,99;69,06;...;53,88;...;18,98;54,08
"210640 MATA ROMA";68,08;27,15;...;46,48;...;70,35;47,49
"210650 MATINHA";71,28;39,41;12,26;50,85;...;10,37;52,29
"210660 MATOES";87,67;52,00;...;62,92;...;226,04;64,76
"210670 MIRADOR";84,77;52,24;...;50,83;...;28,06;58,72
"210675 MIRANDA DO NORTE";115,56;110,17;81,11;96,45;...;47,78;102,50
"210680 MIRINZAL";106,81;57,96;46,48;88,46;...;21,63;84,84
"210690 MONCAO";88,45;71,85;57,74;73,16;...;93,60;75,08
"210700 MONTES ALTOS";86,71;66,21;108,01;78,05;24,90;135,03;80,20
"210710 MORROS";145,15;82,67;55,35;66,40;...;74,61;76,43
"210720 NINA RODRIGUES";88,53;32,17;...;51,01;...;27,94;50,29
"210730 NOVA IORQUE";54,43;38,30;...;50,59;...;...;50,48
"210740 OLHO D'AGUA DAS CUNHAS";77,29;54,19;...;87,44;...;32,70;83,73
"210750 PACO DO LUMIAR";173,46;144,84;377,02;155,29;77,64;173,25;159,35
"210760 PALMEIRANDIA";80,68;39,16;37,09;49,52;...;66,54;50,69
"210770 PARAIBANO";149,35;57,34;...;90,73;37,68;70,46;105,19
"210780 PARNARAMA";122,27;59,61;...;53,10;...;88,39;63,84
"210790 PASSAGEM FRANCA";69,32;56,41;...;75,44;...;61,32;72,39
"210800 PASTOS BONS";58,73;43,52;...;72,92;284,54;58,40;66,86
"210810 PAULO RAMOS";120,81;61,85;...;97,18;125,95;45,19;98,28
"210820 PEDREIRAS";170,27;87,21;45,52;111,97;36,09;192,85;125,36
"210830 PENALVA";109,75;68,48;...;62,32;135,72;57,34;66,79
"210840 PERI MIRIM";108,57;70,74;...;67,22;...;70,31;80,31
"210850 PINDARE-MIRIM";121,50;67,74;83,79;88,78;20,48;55,03;92,98
"210860 PINHEIRO";90,83;64,91;21,43;78,98;...;47,87;80,26
"210870 PIO XII";81,30;60,26;...;71,21;76,23;33,84;73,93
"210880 PIRAPEMAS";88,66;55,45;28,00;53,62;...;33,84;55,76
"210890 POCAO DE PEDRAS";84,50;40,65;74,05;70,12;43,85;69,56;71,22
"210900 PORTO FRANCO";136,26;61,34;...;86,63;...;71,17;99,94
"210910 PRESIDENTE DUTRA";133,54;75,30;...;99,71;...;50,66;106,30
"210920 PRESIDENTE JUSCELINO";94,64;64,32;...;64,84;...;60,69;68,16
"210930 PRESIDENTE VARGAS";62,21;29,54;13,37;46,17;...;40,56;47,52
"210940 PRIMEIRA CRUZ";67,68;95,22;...;69,69;...;36,13;69,47
"210950 RIACHAO";70,36;46,21;64,05;52,50;28,48;...;55,33
"210960 ROSARIO";99,58;75,17;...;82,82;...;69,68;85,25
"210970 SAMBAIBA";97,65;44,84;39,62;98,03;...;...;89,13
"210980 SANTA HELENA";89,34;68,54;...;82,81;...;100,57;83,24
"210990 SANTA INES";182,80;112,51;73,65;118,06;...;122,80;132,34
"211000 SANTA LUZIA";101,94;81,40;73,33;75,39;2,84;71,21;80,52
"211003 SANTA LUZIA DO PARUA";95,05;56,28;17,73;66,82;75,23;101,15;71,63
"211010 SANTA QUITERIA DO MARANHAO";88,71;64,48;...;65,53;...;102,94;73,85
"211020 SANTA RITA";94,97;52,44;12,37;59,70;104,89;25,36;63,59
"211030 SANTO ANTONIO DOS LOPES";79,05;64,63;...;90,28;...;...;89,24
"211040 SAO BENEDITO DO RIO PRETO";51,56;34,40;...;40,06;...;56,25;42,67
"211050 SAO BENTO";110,01;79,53;...;85,83;...;119,41;89,63
"211060 SAO BERNARDO";109,98;31,49;...;60,49;...;...;62,94
"211070 SAO DOMINGOS DO MARANHAO";82,75;47,74;52,51;78,47;...;52,08;78,26
"211080 SAO FELIX DE BALSAS";91,52;29,59;...;37,52;...;26,48;48,65
"211090 SAO FRANCISCO DO MARANHAO";92,94;67,46;...;74,52;...;54,98;75,73
"211100 SAO JOAO BATISTA";63,86;57,50;83,00;52,98;...;60,33;56,12
"211110 SAO JOAO DOS PATOS";125,23;76,63;...;79,99;...;...;94,60
"211120 SAO JOSE DE RIBAMAR";182,54;118,21;142,65;116,08;75,87;86,22;125,80
"211130 SAO LUIS";486,88;221,43;343,25;235,61;212,66;225,62;297,83
"211140 SAO LUIS GONZAGA DO MARANHAO";99,77;108,24;126,08;93,23;...;83,02;95,78
"211150 SAO MATEUS DO MARANHAO";92,37;80,15;63,77;76,99;...;33,24;80,36
"211160 SAO RAIMUNDO DAS MANGABEIRAS";192,26;74,49;...;55,14;...;332,55;91,44
"211170 SAO VICENTE FERRER";61,32;49,89;...;61,26;...;70,59;59,98
"211180 SITIO NOVO";84,96;39,44;...;71,57;...;72,24;74,89
"211190 SUCUPIRA DO NORTE";58,91;68,03;...;50,49;...;68,75;53,52
"211200 TASSO FRAGOSO";47,66;37,02;...;44,21;...;85,78;44,35
"211210 TIMBIRAS";80,30;72,40;...;58,45;...;305,00;60,80
"211220 TIMON";166,85;85,52;223,93;108,75;41,64;62,41;116,22
"211230 TUNTUM";89,12;57,32;4,73;70,67;27,20;95,53;76,11
"211240 TURIACU";127,89;74,68;92,65;70,23;25,91;63,11;77,59
"211250 TUTOIA";80,25;59,34;164,25;60,41;82,75;78,36;67,97
"211260 URBANO SANTOS";77,71;79,10;25,45;63,40;...;...;65,70
"211270 VARGEM GRANDE";78,30;56,61;...;57,39;29,11;28,04;59,22
"211280 VIANA";81,20;62,37;...;62,99;23,79;78,49;66,71
"211290 VITORIA DO MEARIM";82,21;66,26;46,90;64,30;...;82,02;69,37
"211300 VITORINO FREIRE";219,92;62,92;52,19;86,92;...;...;107,15
"211400 ZE DOCA";111,45;74,18;120,76;77,56;59,71;95,68;84,18
"220010 AGRICOLANDIA";61,31;46,74;...;57,76;...;...;57,96
"220020 AGUA BRANCA";117,31;61,36;...;99,58;...;...;101,24
"220025 ALAGOINHA DO PIAUI";117,16;70,13;...;53,91;...;135,45;86,38
"220030 ALTO LONGA";71,39;46,57;38,56;67,88;...;94,09;67,65
"220040 ALTOS";101,57;61,31;32,30;89,88;...;86,44;89,64
"220050 AMARANTE";121,95;82,03;...;91,56;129,20;62,53;92,71
"220060 ANGICAL DO PIAUI";269,00;38,73;...;82,21;...;49,89;103,97
"220070 ANISIO DE ABREU";72,63;51,09;...;56,07;...;...;60,38
"220080 ANTONIO ALMEIDA";65,68;35,54;11,86;43,65;...;...;48,36
"220090 AROAZES";75,27;51,65;...;60,75;...;84,20;61,15
"220100 ARRAIAL";132,50;54,77;...;70,52;...;31,45;73,29
"220110 AVELINO LOPES";103,41;81,14;...;58,28;...;49,33;70,68
"220120 BARRAS";123,80;54,31;...;62,66;...;114,51;68,42
"220130 BARREIRAS DO PIAUI";98,41;58,77;...;82,75;...;56,65;83,15
"220140 BARRO DURO";149,23;114,51;...;99,16;...;66,88;107,33
"220150 BATALHA";87,77;37,99;10,56;54,18;46,43;6,83;57,51
"220160 BENEDITINOS";72,96;63,16;49,69;50,95;...;23,31;57,00
"220170 BERTOLINIA";71,41;44,76;...;57,18;...;59,63;59,13
"220180 BOCAINA";98,22;66,61;...;64,77;...;68,86;78,88
"220190 BOM JESUS";182,99;66,75;24,94;130,20;24,69;57,91;134,78
"220200 BURITI DOS LOPES";65,14;49,45;47,36;64,15;92,42;47,30;62,93
"220210 CAMPINAS DO PIAUI";112,17;63,08;...;65,88;...;29,91;75,80
"220220 CAMPO MAIOR";223,34;74,61;...;106,17;...;191,23;121,63
"220230 CANTO DO BURITI";152,62;40,66;17,12;71,75;...;...;80,66
"220240 CAPITAO DE CAMPOS";117,36;55,29;11,69;70,34;...;20,00;79,28
"220250 CARACOL";99,23;67,03;...;60,08;9,01;29,05;66,19
"220260 CASTELO DO PIAUI";123,92;67,01;...;62,76;...;...;82,69
"220270 COCAL";69,03;52,25;17,88;59,65;...;73,69;62,44
"220280 CONCEICAO DO CANINDE";44,42;30,49;...;72,99;...;...;50,71
"220290 CORRENTE";270,07;72,80;4,74;94,67;...;54,29;114,96
"220300 CRISTALANDIA DO PIAUI";175,76;33,46;...;58,04;...;...;66,44
"220310 CRISTINO CASTRO";116,32;49,30;...;75,22;...;56,58;82,26
"220320 CURIMATA";110,59;48,59;...;62,41;134,53;200,47;67,64
"220330 DEMERVAL LOBAO";162,35;62,79;...;91,22;...;824,70;104,07
"220335 DIRCEU ARCOVERDE";95,44;35,26;...;60,01;...;...;67,50
"220340 DOM EXPEDITO LOPES";92,65;61,13;...;149,99;105,77;...;118,57
"220342 DOMINGOS MOURAO";66,06;64,69;75,39;46,62;...;21,09;51,48
"220345 DOM INOCENCIO";60,88;48,54;19,32;56,35;...;121,08;57,66
"220350 ELESBAO VELOSO";86,38;61,59;...;75,52;...;21,23;77,27
"220360 ELISEU MARTINS";89,78;48,28;...;71,05;...;98,69;74,14
"220370 ESPERANTINA";154,07;48,58;15,92;74,89;47,15;53,44;87,05
"220380 FLORES DO PIAUI";117,00;72,10;...;62,52;...;...;72,26
"220390 FLORIANO";363,61;150,85;32,59;173,85;...;194,88;202,77
"220400 FRANCINOPOLIS";77,47;56,88;41,14;57,66;...;...;59,33
"220410 FRANCISCO AYRES";122,36;86,30;...;74,84;...;105,55;78,69
"220420 FRANCISCO SANTOS";128,99;69,55;...;95,91;...;128,44;110,64
"220430 FRONTEIRAS";106,37;56,82;...;74,18;...;...;96,26
"220440 GILBUES";138,83;68,44;2,08;84,50;...;50,31;89,96
"220450 GUADALUPE";227,77;48,20;...;128,49;...;135,57;139,04
"220460 HUGO NAPOLEAO";78,95;38,49;...;56,57;...;3,69;58,70
"220470 INHUMA";103,97;71,24;...;93,90;...;...;95,24
"220480 IPIRANGA DO PIAUI";140,89;58,78;...;71,74;...;...;84,76
"220490 ISAIAS COELHO";45,93;31,87;...;51,15;...;122,16;47,75
"220500 ITAINOPOLIS";35,71;30,40;...;55,42;...;50,22;55,01
"220510 ITAUEIRA";72,88;40,44;...;60,83;...;90,71;61,83
"220520 JAICOS";110,72;56,80;...;66,11;...;73,46;77,53
"220530 JERUMENHA";109,22;66,82;...;90,30;187,30;81,62;90,94
"220540 JOAQUIM PIRES";94,14;79,79;...;52,07;23,34;...;60,81
"220550 JOSE DE FREITAS";101,80;94,12;...;71,58;...;102,47;74,26
"220560 LANDRI SALES";168,12;79,57;48,75;99,05;...;...;102,52
"220570 LUIS CORREIA";65,73;59,64;27,52;62,34;32,39;100,28;63,36
"220580 LUZILANDIA";65,44;72,68;...;65,14;...;61,85;65,37
"220590 MANOEL EMIDIO";57,27;33,96;...;43,70;...;102,40;47,05
"220600 MARCOS PARENTE";96,47;58,91;...;65,35;18,43;38,33;68,40
"220610 MATIAS OLIMPIO";65,00;51,15;19,24;53,62;102,16;33,72;57,05
"220620 MIGUEL ALVES";98,11;60,35;...;71,53;77,63;97,23;74,12
"220630 MIGUEL LEAO";573,23;35,84;...;53,28;...;...;107,20
"220640 MONSENHOR GIL";67,52;53,81;...;73,23;...;17,57;71,30
"220650 MONSENHOR HIPOLITO";86,61;84,01;...;80,12;...;...;82,43
"220660 MONTE ALEGRE DO PIAUI";171,01;73,72;...;88,79;...;57,38;96,24
"220670 NAZARE DO PIAUI";78,21;32,09;...;58,18;...;...;57,24
"220680 NOSSA SENHORA DOS REMEDIOS";90,62;58,52;14,36;44,72;...;22,41;50,43
"220690 NOVO ORIENTE DO PIAUI";61,40;67,23;...;68,46;...;52,54;67,61
"220700 OEIRAS";194,86;72,50;...;84,27;24,76;126,58;93,96
"220720 PADRE MARCOS";96,00;60,60;...;54,93;...;...;72,93
"220730 PAES LANDIM";109,05;67,99;28,04;48,36;11,84;273,07;55,04
"220740 PALMEIRA DO PIAUI";81,27;30,89;...;48,35;...;...;55,79
"220750 PALMEIRAIS";76,24;51,23;39,77;52,62;...;...;54,82
"220760 PARNAGUA";91,39;57,51;11,61;60,05;126,42;90,11;63,55
"220770 PARNAIBA";235,93;203,36;212,39;121,35;...;88,20;153,94
"220780 PAULISTANA";72,06;47,79;79,89;72,50;...;67,81;69,29
"220790 PEDRO II";76,94;55,80;...;68,18;...;82,86;70,14
"220800 PICOS";207,89;91,67;...;134,88;...;161,37;162,95
"220810 PIMENTEIRAS";90,02;54,61;...;71,62;...;...;75,33
"220820 PIO IX";85,42;46,43;...;63,20;...;95,24;69,91
"220830 PIRACURUCA";140,80;56,85;...;75,31;...;158,14;92,49
"220840 PIRIPIRI";169,33;78,47;25,51;85,43;...;67,49;102,54
"220850 PORTO";121,90;48,82;...;42,32;...;126,29;53,60
"220860 PRATA DO PIAUI";78,14;65,02;...;62,54;...;...;66,04
"220870 REDENCAO DO GURGUEIA";87,57;43,62;...;55,38;...;37,97;58,73
"220880 REGENERACAO";134,35;38,76;...;67,31;72,06;55,71;73,25
"220890 RIBEIRO GONCALVES";94,31;76,82;...;69,85;...;68,33;73,64
"220900 RIO GRANDE DO PIAUI";112,56;85,18;...;71,09;...;457,36;86,06
"220910 SANTA CRUZ DO PIAUI";74,10;58,71;...;48,82;...;33,85;54,54
"220920 SANTA FILOMENA";133,52;84,90;116,84;78,65;...;86,67;85,25
"220930 SANTA LUZ";79,75;123,67;...;63,61;...;46,84;66,10
"220940 SANTO ANTONIO DE LISBOA";179,36;61,94;...;142,64;...;206,87;156,42
"220950 SANTO INACIO DO PIAUI";69,17;77,31;...;60,57;...;...;62,43
"220960 SAO FELIX DO PIAUI";81,65;43,70;28,32;63,91;...;...;70,17
"220970 SAO FRANCISCO DO PIAUI";49,18;29,52;...;38,55;...;21,57;38,62
"220980 SAO GONCALO DO PIAUI";145,42;91,93;...;89,47;...;392,21;99,22
"220985 SAO JOAO DA CANABRAVA";69,40;23,32;...;63,98;...;...;64,01
"220990 SAO JOAO DA SERRA";50,50;26,45;...;48,24;...;...;44,62
"221000 SAO JOAO DO PIAUI";95,39;42,60;...;74,03;...;32,71;74,85
"221010 SAO JOSE DO PEIXE";133,12;56,96;...;52,40;...;64,30;70,93
"221020 SAO JOSE DO PIAUI";90,97;63,12;...;62,95;...;32,75;78,95
"221030 SAO JULIAO";108,57;41,07;43,78;82,64;...;...;92,25
"221040 SAO MIGUEL DO TAPUIO";73,47;42,03;54,74;46,12;...;136,31;51,75
"221050 SAO PEDRO DO PIAUI";121,20;58,43;...;66,49;...;...;76,14
"221060 SAO RAIMUNDO NONATO";162,44;73,76;116,15;85,78;...;106,52;104,95
"221070 SIMOES";134,10;44,48;...;65,57;82,47;58,60;84,33
"221080 SIMPLICIO MENDES";164,77;67,28;23,12;100,21;...;...;120,67
"221090 SOCORRO DO PIAUI";94,02;51,44;...;80,30;...;13,86;80,27
"221100 TERESINA";463,30;233,31;548,02;234,99;115,53;220,11;287,46
"221110 UNIAO";123,90;49,16;37,45;80,81;...;40,70;83,08
"221120 URUCUI";211,24;89,90;...;74,57;40,58;77,33;95,25
"221130 VALENCA DO PIAUI";237,83;64,71;101,82;98,26;...;41,55;125,52
"221140 VARZEA GRANDE";74,16;43,10;...;63,53;...;...;64,41
"230010 ABAIARA";88,72;32,68;41,29;58,50;...;...;64,15
"230015 ACARAPE";113,19;90,88;...;80,60;...;39,90;86,72
"230020 ACARAU";135,62;60,73;103,64;93,47;...;60,78;102,40
"230030 ACOPIARA";88,13;57,95;41,57;77,11;...;15,01;80,72
"230040 AIUABA";104,45;61,33;29,08;40,04;...;...;57,72
"230050 ALCANTARAS";88,55;35,31;53,04;69,22;...;33,61;70,06
"230060 ALTANEIRA";81,22;49,67;...;61,21;...;7,40;67,28
"230070 ALTO SANTO";136,37;57,30;...;81,76;...;224,08;95,17
"230075 AMONTADA";80,81;37,65;...;56,24;...;227,05;60,29
"230080 ANTONINA DO NORTE";89,59;36,80;...;79,51;...;...;82,64
"230090 APUIARES";62,59;56,94;...;65,48;...;...;64,82
"230100 AQUIRAZ";145,52;79,81;140,24;107,33;...;23,11;115,55
"230110 ARACATI";167,04;86,02;...;106,06;...;61,23;116,98
"230120 ARACOIABA";97,01;50,25;22,95;79,70;57,13;101,63;83,70
"230130 ARARIPE";67,41;27,72;65,13;59,27;...;11,31;60,75
"230140 ARATUBA";118,09;90,62;65,26;80,59;...;66,18;87,27
"230150 ARNEIROZ";60,75;32,56;...;52,00;...;27,06;53,85
"230160 ASSARE";85,82;41,63;52,06;65,18;...;97,22;72,82
"230170 AURORA";166,57;40,15;...;59,56;...;47,33;92,76
"230180 BAIXIO";72,04;97,83;...;49,17;...;...;53,15
"230185 BANABUIU";98,52;20,86;68,71;62,07;...;54,54;69,82
"230190 BARBALHA";259,98;63,06;86,24;92,00;...;17,94;121,19
"230195 BARREIRA";121,08;71,16;68,70;83,05;517,38;...;93,75
"230200 BARRO";84,89;54,10;35,69;68,75;...;20,83;71,59
"230205 BARROQUINHA";72,17;53,10;...;54,74;...;57,17;57,07
"230210 BATURITE";154,04;92,61;116,66;101,76;...;164,53;112,67
"230220 BEBERIBE";92,13;91,92;160,23;86,85;98,32;67,50;88,52
"230230 BELA CRUZ";105,37;47,42;...;78,35;...;...;84,78
"230240 BOA VIAGEM";96,64;49,59;...;63,40;...;56,09;72,19
"230250 BREJO SANTO";247,66;64,20;...;98,11;...;82,31;144,61
"230260 CAMOCIM";143,48;50,55;70,38;84,36;15,97;88,65;95,77
"230270 CAMPOS SALES";149,56;50,96;...;86,10;14,63;82,72;102,09
"230280 CANINDE";131,21;56,37;...;89,56;88,32;26,81;95,02
"230290 CAPISTRANO";116,18;90,98;105,13;66,49;...;60,39;76,45
"230300 CARIDADE";87,49;25,16;56,77;77,24;...;84,17;77,55
"230310 CARIRE";122,94;50,31;32,74;76,98;...;62,30;88,01
"230320 CARIRIACU";75,18;49,82;41,19;56,60;...;19,49;60,52
"230330 CARIUS";124,81;93,62;...;68,82;...;...;89,09
"230340 CARNAUBAL";81,36;47,71;109,88;54,95;...;...;64,82
"230350 CASCAVEL";113,18;101,32;...;91,99;...;...;98,69
"230360 CATARINA";125,34;58,07;59,05;81,32;...;...;97,57
"230370 CAUCAIA";190,58;104,08;122,72;130,31;78,67;129,32;143,56
"230380 CEDRO";126,34;73,47;22,10;142,45;...;144,18;133,84
"230390 CHAVAL";146,51;45,08;...;62,92;...;83,63;70,58
"230395 CHOROZINHO";108,48;52,13;58,93;92,54;...;...;96,19
"230400 COREAU";99,01;54,34;224,95;82,05;...;84,76;89,22
"230410 CRATEUS";156,20;121,59;79,38;114,35;38,43;287,21;124,88
"230420 CRATO";302,96;108,44;242,07;140,75;155,86;75,45;184,88
"230423 CROATA";62,42;31,33;...;48,80;...;23,03;51,89
"230425 CRUZ";106,21;87,40;68,95;82,70;...;39,95;90,67
"230426 DEPUTADO IRAPUAN PINHEIRO";109,51;54,18;...;63,70;...;...;84,98
"230427 ERERE";138,77;40,84;...;68,16;...;59,72;90,10
"230428 EUSEBIO";239,25;119,92;56,95;144,77;...;269,65;164,65
"230430 FARIAS BRITO";108,30;29,92;...;64,94;...;...;76,68
"230435 FORQUILHA";123,80;114,81;...;82,57;...;83,41;93,46
"230440 FORTALEZA";542,48;279,61;265,61;291,38;155,41;308,56;374,97
"230450 FRECHEIRINHA";106,69;39,80;34,15;79,69;...;76,81;89,55
"230460 GENERAL SAMPAIO";87,41;43,39;...;65,44;...;...;74,13
"230465 GRACA";49,11;52,42;6,30;40,81;...;43,77;44,93
"230470 GRANJA";109,96;55,40;...;65,34;...;64,67;74,79
"230480 GRANJEIRO";46,67;39,41;...;59,66;...;89,35;53,08
"230490 GROAIRAS";91,40;76,34;84,58;86,03;...;142,03;88,47
"230495 GUAIUBA";108,09;78,44;...;85,17;...;...;89,71
"230500 GUARACIABA DO NORTE";135,33;84,02;...;70,51;...;21,87;86,40
"230510 GUARAMIRANGA";97,96;57,42;...;86,40;...;...;86,25
"230520 HIDROLANDIA";73,86;61,09;44,03;56,98;...;46,12;61,63
"230523 HORIZONTE";176,04;81,32;...;100,77;...;...;117,03
"230526 IBARETAMA";93,48;55,00;59,38;57,03;87,92;55,17;62,42
"230530 IBIAPINA";85,19;65,73;28,02;52,28;26,58;20,57;66,45
"230533 IBICUITINGA";75,59;101,69;...;65,76;...;57,47;70,27
"230535 ICAPUI";133,78;115,48;...;125,91;...;180,41;128,87
"230540 ICO";127,89;78,29;...;74,59;87,19;33,38;89,93
"230550 IGUATU";231,80;86,19;85,63;155,60;31,60;74,33;177,79
"230560 INDEPENDENCIA";94,83;56,82;53,29;72,52;...;...;80,24
"230565 IPAPORANGA";64,00;67,63;154,72;64,18;...;55,98;64,70
"230570 IPAUMIRIM";115,93;119,57;...;53,17;...;47,28;74,10
"230580 IPU";104,95;44,72;...;87,22;...;15,03;90,00
"230590 IPUEIRAS";76,78;65,40;388,92;70,97;58,69;...;73,34
"230600 IRACEMA";98,70;64,31;170,50;63,08;...;53,59;75,79
"230610 IRAUCUBA";60,96;45,57;...;72,19;26,43;11,90;71,03
"230620 ITAICABA";91,13;59,33;69,50;68,26;...;...;76,01
"230630 ITAPAGE";143,21;67,34;...;99,38;...;101,18;107,36
"230640 ITAPIPOCA";124,93;54,24;52,17;69,42;...;123,43;76,17
"230650 ITAPIUNA";122,26;96,25;21,06;53,97;...;70,05;67,87
"230655 ITAREMA";116,89;41,85;10,61;78,38;30,86;...;83,98
"230660 ITATIRA";78,49;52,58;...;56,03;...;63,73;57,99
"230670 JAGUARETAMA";14,12;83,32;...;80,76;...;19,82;80,67
"230680 JAGUARIBARA";195,80;61,82;114,62;98,96;...;166,87;116,83
"230690 JAGUARIBE";169,40;43,29;208,84;87,45;...;44,89;112,35
"230700 JAGUARUANA";110,43;208,38;66,28;90,91;...;66,35;99,57
"230710 JARDIM";81,39;59,35;36,24;72,58;...;14,91;74,30
"230720 JATI";86,58;33,48;...;80,94;68,05;191,25;79,84
"230730 JUAZEIRO DO NORTE";246,85;97,15;184,50;134,62;388,23;88,00;172,26
"230740 JUCAS";83,43;127,24;...;50,17;...;3,76;65,55
"230750 LAVRAS DA MANGABEIRA";98,44;63,94;...;77,99;...;...;83,88
"230760 LIMOEIRO DO NORTE";168,14;101,02;45,01;104,80;27,19;23,71;134,53
"230763 MADALENA";115,75;42,44;...;49,92;...;44,49;62,47
"230765 MARACANAU";159,42;99,98;110,61;123,19;337,31;70,71;133,23
"230770 MARANGUAPE";160,51;100,07;...;98,70;...;118,24;113,89
"230780 MARCO";126,82;49,81;...;64,87;...;65,40;82,50
"230790 MARTINOPOLE";76,98;65,80;...;73,15;...;47,76;74,02
"230800 MASSAPE";107,27;64,70;88,32;73,07;93,57;338,21;80,16
"230810 MAURITI";96,50;48,84;30,63;60,36;...;85,30;66,81
"230820 MERUOCA";84,95;47,19;74,21;65,29;...;67,69;67,58
"230830 MILAGRES";125,70;60,74;138,05;79,03;...;48,32;91,48
"230835 MILHA";62,50;46,00;186,84;48,16;...;66,31;53,89
"230837 MIRAIMA";47,42;35,01;...;55,82;...;39,33;53,21
"230840 MISSAO VELHA";131,71;54,32;...;75,75;...;58,09;86,58
"230850 MOMBACA";114,86;37,75;...;56,17;...;58,99;78,69
"230860 MONSENHOR TABOSA";34,92;42,58;...;60,72;...;84,77;60,35
"230870 MORADA NOVA";115,01;78,78;33,18;84,81;...;53,50;95,66
"230880 MORAUJO";93,55;93,62;38,11;80,73;...;66,08;86,13
"230890 MORRINHOS";124,94;49,09;18,81;60,03;...;57,63;69,87
"230900 MUCAMBO";80,16;92,52;...;56,90;...;...;70,45
"230910 MULUNGU";169,12;117,81;16,91;96,73;87,05;42,85;99,48
"230920 NOVA OLINDA";111,54;43,61;23,26;60,84;...;...;73,50
"230930 NOVA RUSSAS";104,69;46,51;37,06;79,35;...;118,91;88,27
"230940 NOVO ORIENTE";105,69;62,32;22,15;63,06;...;14,65;77,76
"230945 OCARA";65,96;41,12;63,53;56,49;...;78,97;58,10
"230950 OROS";99,21;44,74;...;88,06;...;17,35;90,95
"230960 PACAJUS";168,51;137,13;...;123,68;...;...;137,63
"230970 PACATUBA";126,50;87,94;76,88;111,30;...;36,28;114,08
"230980 PACOTI";138,29;72,57;...;88,37;39,44;150,71;96,60
"230990 PACUJA";178,50;918,41;...;110,53;46,55;70,83;173,44
"231000 PALHANO";71,61;56,47;...;49,68;...;26,31;54,54
"231010 PALMACIA";143,13;103,13;...;97,98;70,75;...;110,68
"231020 PARACURU";184,32;82,86;...;90,45;...;121,37;105,18
"231025 PARAIPABA";136,67;45,58;34,33;107,24;...;...;112,52
"231030 PARAMBU";97,54;70,08;65,09;88,73;...;100,80;91,61
"231040 PARAMOTI";81,31;59,91;39,95;60,17;...;...;64,67
"231050 PEDRA BRANCA";76,80;53,07;32,79;67,13;...;51,72;69,38
"231060 PENAFORTE";118,53;34,64;...;59,37;...;...;71,86
"231070 PENTECOSTE";112,99;66,64;29,07;75,52;...;49,99;84,47
"231080 PEREIRO";66,95;29,47;33,86;58,92;17,65;42,70;61,05
"231085 PINDORETAMA";130,53;100,02;110,17;90,95;...;...;98,38
"231090 PIQUET CARNEIRO";100,69;46,61;...;68,40;...;58,35;77,06
"231095 PIRES FERREIRA";77,42;49,84;...;58,43;...;15,15;60,66
"231100 PORANGA";50,28;40,79;...;65,87;...;49,22;61,65
"231110 PORTEIRAS";149,49;55,39;55,11;69,57;...;28,78;84,06
"231120 POTENGI";127,11;45,75;...;59,99;...;...;75,12
"231123 POTIRETAMA";58,48;89,01;...;73,88;...;21,33;66,55
"231126 QUITERIANOPOLIS";45,44;28,00;...;38,11;...;...;40,75
"231130 QUIXADA";168,16;68,26;...;101,78;...;70,85;119,34
"231135 QUIXELO";113,89;51,75;...;90,32;...;...;96,20
"231140 QUIXERAMOBIM";167,75;40,58;43,50;99,35;...;46,38;113,65
"231150 QUIXERE";119,04;90,12;...;89,36;...;261,88;98,09
"231160 REDENCAO";135,92;65,99;20,21;84,00;...;...;91,22
"231170 RERIUTABA";110,39;59,05;...;80,43;...;...;89,90
"231180 RUSSAS";173,98;62,68;137,68;127,14;...;74,73;143,20
"231190 SABOEIRO";72,69;32,66;...;40,76;...;...;55,88
"231195 SALITRE";62,56;33,11;37,66;42,54;...;41,84;47,37
"231200 SANTANA DO ACARAU";130,42;68,03;...;64,41;...;98,49;83,30
"231210 SANTANA DO CARIRI";120,73;110,90;35,56;64,63;...;10,46;78,24
"231220 SANTA QUITERIA";95,36;64,69;12,26;62,85;...;1228,68;70,77
"231230 SAO BENEDITO";112,04;70,99;19,42;64,90;...;34,17;81,66
"231240 SAO GONCALO DO AMARANTE";106,90;94,37;150,10;88,00;...;49,25;92,25
