"Município";"População não alfabetizada"
"317010 UBERABA";13261
"317020 UBERLANDIA";20162
"317030 UMBURATIBA";763
"317040 UNAI";8888
"317050 URUCANIA";1724
"317060 VARGEM BONITA";195
"317070 VARGINHA";5412
"317080 VARZEA DA PALMA";4218
"317090 VARZELANDIA";7316
"317100 VAZANTE";1872
"317110 VERISSIMO";199
"317120 VESPASIANO";4378
"317130 VICOSA";3854
"317140 VIEIRAS";527
"317150 MATHIAS LOBATO";805
"317160 VIRGEM DA LAPA";3646
"317170 VIRGINIA";1196
"317180 VIRGINOPOLIS";1520
"317190 VIRGOLANDIA";1448
"317200 VISCONDE DO RIO BRANCO";3814
"317210 VOLTA GRANDE";660
"317220 WENCESLAU BRAZ";307
"320010 AFONSO CLAUDIO";7308
"320013 AGUIA BRANCA";1659
"320016 AGUA DOCE DO NORTE";2373
"320020 ALEGRE";4953
"320030 ALFREDO CHAVES";1333
"320035 ALTO RIO NOVO";1397
"320040 ANCHIETA";1613
"320050 APIACA";1100
"320060 ARACRUZ";5462
"320070 ATILIO VIVACQUA";819
"320080 BAIXO GUANDU";4571
"320090 BARRA DE SAO FRANCISCO";6747
"320100 BOA ESPERANCA";1685
"320110 BOM JESUS DO NORTE";939
"320120 CACHOEIRO DE ITAPEMIRIM";13023
"320130 CARIACICA";24510
"320140 CASTELO";3419
"320150 COLATINA";11290
"320160 CONCEICAO DA BARRA";4371
"320170 CONCEICAO DO CASTELO";1379
"320180 DIVINO DE SAO LOURENCO";803
"320190 DOMINGOS MARTINS";4186
"320200 DORES DO RIO PRETO";875
"320210 ECOPORANGA";5642
"320220 FUNDAO";1305
"320230 GUACUI";3459
"320240 GUARAPARI";5408
"320245 IBATIBA";2852
"320250 IBIRACU";1048
"320255 IBITIRAMA";1631
"320260 ICONHA";1105
"320270 ITAGUACU";1901
"320280 ITAPEMIRIM";6051
"320290 ITARANA";1370
"320300 IUNA";5399
"320305 JAGUARE";2594
"320310 JERONIMO MONTEIRO";1339
"320313 JOAO NEIVA";1363
"320316 LARANJA DA TERRA";1768
"320320 LINHARES";15340
"320330 MANTENOPOLIS";2914
"320335 MARILANDIA";1141
"320340 MIMOSO DO SUL";4272
"320350 MONTANHA";3318
"320360 MUCURICI";2411
"320370 MUNIZ FREIRE";3150
"320380 MUQUI";1929
"320390 NOVA VENECIA";7066
"320400 PANCAS";3807
"320405 PEDRO CANARIO";4306
"320410 PINHEIROS";3684
"320420 PIUMA";1128
"320430 PRESIDENTE KENNEDY";1716
"320435 RIO BANANAL";1764
"320440 RIO NOVO DO SUL";1179
"320450 SANTA LEOPOLDINA";1694
"320455 SANTA MARIA DE JETIBA";3293
"320460 SANTA TERESA";3587
"320470 SAO GABRIEL DA PALHA";3677
"320480 SAO JOSE DO CALCADO";1597
"320490 SAO MATEUS";9539
"320500 SERRA";17649
"320503 VARGEM ALTA";1757
"320506 VENDA NOVA DO IMIGRANTE";1470
"320510 VIANA";4214
"320520 VILA VELHA";14077
"320530 VITORIA";12831
"330010 ANGRA DOS REIS";7569
"330020 ARARUAMA";8198
"330025 ARRAIAL DO CABO";1571
"330030 BARRA DO PIRAI";5824
"330040 BARRA MANSA";12442
"330050 BOM JARDIM";3387
"330060 BOM JESUS DO ITABAPOANA";3837
"330070 CABO FRIO";6986
"330080 CACHOEIRAS DE MACACU";5608
"330090 CAMBUCI";4010
"330100 CAMPOS DOS GOYTACAZES";41528
"330110 CANTAGALO";2688
"330120 CARMO";1883
"330130 CASIMIRO DE ABREU";4251
"330140 CONCEICAO DE MACABU";1951
"330150 CORDEIRO";1743
"330160 DUAS BARRAS";1635
"330170 DUQUE DE CAXIAS";48329
"330180 ENGENHEIRO PAULO DE FRONTIN";1108
"330190 ITABORAI";18956
"330200 ITAGUAI";11837
"330205 ITALVA";2005
"330210 ITAOCARA";3414
"330220 ITAPERUNA";9648
"330225 ITATIAIA";1481
"330230 LAJE DO MURIAE";1375
"330240 MACAE";9101
"330250 MAGE";19288
"330260 MANGARATIBA";1759
"330270 MARICA";4823
"330280 MENDES";1639
"330290 MIGUEL PEREIRA";2145
"330300 MIRACEMA";3417
"330310 NATIVIDADE";3432
"330320 NILOPOLIS";6499
"330330 NITEROI";16664
"330340 NOVA FRIBURGO";13699
"330350 NOVA IGUACU";99647
"330360 PARACAMBI";2980
"330370 PARAIBA DO SUL";3379
"330380 PARATY";3010
"330385 PATY DO ALFERES";3779
"330390 PETROPOLIS";17158
"330400 PIRAI";3139
"330410 PORCIUNCULA";2052
"330415 QUISSAMA";1541
"330420 RESENDE";6713
"330430 RIO BONITO";5470
"330440 RIO CLARO";2244
"330450 RIO DAS FLORES";932
"330455 RIO DE JANEIRO";227301
"330460 SANTA MARIA MADALENA";1900
"330470 SANTO ANTONIO DE PADUA";5179
"330480 SAO FIDELIS";5502
"330490 SAO GONCALO";46028
"330500 SAO JOAO DA BARRA";11622
"330510 SAO JOAO DE MERITI";23995
"330515 SAO JOSE DO VALE DO RIO PRETO";2237
"330520 SAO PEDRO DA ALDEIA";5506
"330530 SAO SEBASTIAO DO ALTO";1533
"330540 SAPUCAIA";2375
"330550 SAQUAREMA";5155
"330560 SILVA JARDIM";3939
"330570 SUMIDOURO";2583
"330580 TERESOPOLIS";12999
"330590 TRAJANO DE MORAES";1794
"330600 TRES RIOS";7134
"330610 VALENCA";4783
"330620 VASSOURAS";3303
"330630 VOLTA REDONDA";11611
"350010 ADAMANTINA";3429
"350020 ADOLFO";478
"350030 AGUAI";2032
"350040 AGUAS DA PRATA";443
"350050 AGUAS DE LINDOIA";1007
"350055 AGUAS DE SANTA BARBARA";495
"350060 AGUAS DE SAO PEDRO";32
"350070 AGUDOS";2826
"350080 ALFREDO MARCONDES";474
"350090 ALTAIR";507
"350100 ALTINOPOLIS";1199
"350110 ALTO ALEGRE";615
"350120 ALVARES FLORENCE";681
"350130 ALVARES MACHADO";1903
"350140 ALVARO DE CARVALHO";466
"350150 ALVINLANDIA";398
"350160 AMERICANA";7890
"350170 AMERICO BRASILIENSE";1538
"350180 AMERICO DE CAMPOS";721
"350190 AMPARO";3616
"350200 ANALANDIA";226
"350210 ANDRADINA";5327
"350220 ANGATUBA";2101
"350230 ANHEMBI";379
"350240 ANHUMAS";451
"350250 APARECIDA";1712
"350260 APARECIDA D'OESTE";914
"350270 APIAI";4017
"350280 ARACATUBA";10282
"350290 ARACOIABA DA SERRA";1416
"350300 ARAMINA";368
"350310 ARANDU";811
"350320 ARARAQUARA";10233
"350330 ARARAS";5951
"350340 AREALVA";941
"350350 AREIAS";515
"350360 AREIOPOLIS";1374
"350370 ARIRANHA";693
"350380 ARTUR NOGUEIRA";2531
"350390 ARUJA";2719
"350400 ASSIS";6208
"350410 ATIBAIA";7368
"350420 AURIFLAMA";1089
"350430 AVAI";529
"350440 AVANHANDAVA";908
"350450 AVARE";4366
"350460 BADY BASSITT";571
"350470 BALBINOS";154
"350480 BALSAMO";768
"350490 BANANAL";1230
"350500 BARAO DE ANTONINA";408
"350510 BARBOSA";735
"350520 BARIRI";2140
"350530 BARRA BONITA";2653
"350540 BARRA DO TURVO";1242
"350550 BARRETOS";6616
"350560 BARRINHA";1929
"350570 BARUERI";9566
"350580 BASTOS";1970
"350590 BATATAIS";3465
"350600 BAURU";12919
"350610 BEBEDOURO";4931
"350620 BENTO DE ABREU";305
"350630 BERNARDINO DE CAMPOS";1012
"350640 BILAC";525
"350650 BIRIGUI";6232
"350660 BIRITIBA-MIRIM";2186
"350670 BOA ESPERANCA DO SUL";1576
"350680 BOCAINA";825
"350690 BOFETE";712
"350700 BOITUVA";2055
"350710 BOM JESUS DOS PERDOES";1019
"350720 BORA";129
"350730 BORACEIA";477
"350740 BORBOREMA";1431
"350750 BOTUCATU";5115
"350760 BRAGANCA PAULISTA";9427
"350770 BRAUNA";467
"350780 BRODOWSKI";1198
"350790 BROTAS";1555
"350800 BURI";1645
"350810 BURITAMA";1544
"350820 BURITIZAL";257
"350830 CABRALIA PAULISTA";342
"350840 CABREUVA";1901
"350850 CACAPAVA";3665
"350860 CACHOEIRA PAULISTA";1517
"350870 CACONDE";2135
"350880 CAFELANDIA";1735
"350890 CAIABU";586
"350900 CAIEIRAS";2376
"350910 CAIUA";449
"350920 CAJAMAR";2957
"350930 CAJOBI";1151
"350940 CAJURU";1660
"350950 CAMPINAS";43669
"350960 CAMPO LIMPO PAULISTA";3343
"350970 CAMPOS DO JORDAO";2573
"350980 CAMPOS NOVOS PAULISTA";449
"350990 CANANEIA";981
"351000 CANDIDO MOTA";2719
"351010 CANDIDO RODRIGUES";343
"351020 CAPAO BONITO";5889
"351030 CAPELA DO ALTO";1041
"351040 CAPIVARI";2822
"351050 CARAGUATATUBA";4313
"351060 CARAPICUIBA";17856
"351070 CARDOSO";1726
"351080 CASA BRANCA";1800
"351090 CASSIA DOS COQUEIROS";391
"351100 CASTILHO";1842
"351110 CATANDUVA";7597
"351120 CATIGUA";789
"351130 CEDRAL";653
"351140 CERQUEIRA CESAR";1133
"351150 CERQUILHO";1103
"351160 CESARIO LANGE";861
"351170 CHARQUEADA";821
"351190 CLEMENTINA";612
"351200 COLINA";1459
"351210 COLOMBIA";622
"351220 CONCHAL";2310
"351230 CONCHAS";872
"351240 CORDEIROPOLIS";925
"351250 COROADOS";902
"351260 CORONEL MACEDO";808
"351270 CORUMBATAI";253
"351280 COSMOPOLIS";2651
"351290 COSMORAMA";980
"351300 COTIA";7127
"351310 CRAVINHOS";1742
"351320 CRISTAIS PAULISTA";681
"351330 CRUZALIA";410
"351340 CRUZEIRO";3341
"351350 CUBATAO";7642
"351360 CUNHA";2959
"351370 DESCALVADO";1689
"351380 DIADEMA";24798
"351390 DIVINOLANDIA";1172
"351400 DOBRADA";865
"351410 DOIS CORREGOS";1989
"351420 DOLCINOPOLIS";331
"351430 DOURADO";868
"351440 DRACENA";4148
"351450 DUARTINA";1378
"351460 DUMONT";448
"351470 ECHAPORA";855
"351480 ELDORADO";1744
"351490 ELIAS FAUSTO";1319
"351500 EMBU DAS ARTES";12846
"351510 EMBU-GUACU";3413
"351518 ESPIRITO SANTO DO PINHAL";3258
"351520 ESTRELA D'OESTE";971
"351530 ESTRELA DO NORTE";326
"351540 FARTURA";1357
"351550 FERNANDOPOLIS";5311
"351560 FERNANDO PRESTES";654
"351570 FERRAZ DE VASCONCELOS";7368
"351580 FLORA RICA";429
"351590 FLOREAL";376
"351600 FLORIDA PAULISTA";1793
"351610 FLORINIA";423
"351620 FRANCA";13263
"351630 FRANCISCO MORATO";7268
"351640 FRANCO DA ROCHA";5743
"351650 GABRIEL MONTEIRO";293
"351660 GALIA";1667
"351670 GARCA";4337
"351680 GASTAO VIDIGAL";516
"351690 GENERAL SALGADO";1672
"351700 GETULINA";1263
"351710 GLICERIO";519
"351720 GUAICARA";667
"351730 GUAIMBE";676
"351740 GUAIRA";2980
"351750 GUAPIACU";1262
"351760 GUAPIARA";2679
"351770 GUARA";1755
"351780 GUARACAI";1127
"351790 GUARACI";934
"351800 GUARANI D'OESTE";988
"351810 GUARANTA";655
"351820 GUARARAPES";2403
"351830 GUARAREMA";1932
"351840 GUARATINGUETA";5458
"351850 GUAREI";969
"351860 GUARIBA";3988
"351870 GUARUJA";17361
"351880 GUARULHOS";52506
"351890 GUZOLANDIA";899
"351900 HERCULANDIA";905
"351910 IACANGA";935
"351920 IACRI";886
"351930 IBATE";2039
"351940 IBIRA";996
"351950 IBIRAREMA";575
"351960 IBITINGA";3542
"351970 IBIUNA";6424
"351980 ICEM";641
"351990 IEPE";1402
"352000 IGARACU DO TIETE";2388
"352010 IGARAPAVA";1813
"352020 IGARATA";927
"352030 IGUAPE";2973
"352040 ILHABELA";1444
"352050 INDAIATUBA";6549
"352060 INDIANA";511
"352070 INDIAPORA";609
"352080 INUBIA PAULISTA";430
"352090 IPAUSSU";1190
"352100 IPERO";793
"352110 IPEUNA";263
"352120 IPORANGA";711
"352130 IPUA";1124
"352140 IRACEMAPOLIS";769
"352150 IRAPUA";831
"352160 IRAPURU";1247
"352170 ITABERA";1688
"352180 ITAI";1990
"352190 ITAJOBI";1521
"352200 ITAJU";213
"352210 ITANHAEM";4072
"352220 ITAPECERICA DA SERRA";7701
"352230 ITAPETININGA";7202
"352240 ITAPEVA";7702
"352250 ITAPEVI";8262
"352260 ITAPIRA";5323
"352270 ITAPOLIS";3180
"352280 ITAPORANGA";1960
"352290 ITAPUI";906
"352300 ITAPURA";459
"352310 ITAQUAQUECETUBA";13400
"352320 ITARARE";4279
"352330 ITARIRI";1292
"352340 ITATIBA";4329
"352350 ITATINGA";1556
"352360 ITIRAPINA";894
"352370 ITIRAPUA";660
"352380 ITOBI";598
"352390 ITU";7528
"352400 ITUPEVA";1994
"352410 ITUVERAVA";2731
"352420 JABORANDI";810
"352430 JABOTICABAL";4497
"352440 JACAREI";10148
"352450 JACI";380
"352460 JACUPIRANGA";5159
"352470 JAGUARIUNA";1864
"352480 JALES";4484
"352490 JAMBEIRO";408
"352500 JANDIRA";4913
"352510 JARDINOPOLIS";1756
"352520 JARINU";992
"352530 JAU";7529
"352540 JERIQUARA";370
"352550 JOANOPOLIS";1096
"352560 JOAO RAMALHO";327
"352570 JOSE BONIFACIO";2846
"352580 JULIO MESQUITA";578
"352590 JUNDIAI";15066
"352600 JUNQUEIROPOLIS";2084
"352610 JUQUIA";2011
"352620 JUQUITIBA";3072
"352630 LAGOINHA";724
"352640 LARANJAL PAULISTA";1224
"352650 LAVINIA";580
"352660 LAVRINHAS";481
"352670 LEME";5691
"352680 LENCOIS PAULISTA";3939
"352690 LIMEIRA";13307
"352700 LINDOIA";466
"352710 LINS";4768
"352720 LORENA";3867
"352730 LOUVEIRA";1401
"352740 LUCELIA";2358
"352750 LUCIANOPOLIS";342
"352760 LUIS ANTONIO";339
"352770 LUIZIANIA";624
"352780 LUPERCIO";574
"352790 LUTECIA";400
"352800 MACATUBA";1589
"352810 MACAUBAL";850
"352820 MACEDONIA";568
"352830 MAGDA";435
"352840 MAIRINQUE";3367
"352850 MAIRIPORA";3568
"352860 MANDURI";634
"352870 MARABA PAULISTA";615
"352880 MARACAI";1380
"352890 MARIAPOLIS";607
"352900 MARILIA";11452
"352910 MARINOPOLIS";338
"352920 MARTINOPOLIS";2334
"352930 MATAO";5094
"352940 MAUA";19279
"352950 MENDONCA";491
"352960 MERIDIANO";539
"352970 MIGUELOPOLIS";1960
"352980 MINEIROS DO TIETE";878
"352990 MIRACATU";2162
"353000 MIRA ESTRELA";386
"353010 MIRANDOPOLIS";2816
"353020 MIRANTE DO PARANAPANEMA";1848
"353030 MIRASSOL";3523
"353040 MIRASSOLANDIA";450
"353050 MOCOCA";4517
"353060 MOGI DAS CRUZES";16413
"353070 MOGI GUACU";8195
"353080 MOGI MIRIM";4864
"353090 MOMBUCA";341
"353100 MONCOES";296
"353110 MONGAGUA";1398
"353120 MONTE ALEGRE DO SUL";588
"353130 MONTE ALTO";3119
"353140 MONTE APRAZIVEL";1701
"353150 MONTE AZUL PAULISTA";1763
"353160 MONTE CASTELO";704
"353170 MONTEIRO LOBATO";638
"353180 MONTE MOR";2680
"353190 MORRO AGUDO";2564
"353200 MORUNGABA";742
"353210 MURUTINGA DO SUL";487
"353220 NARANDIBA";382
"353230 NATIVIDADE DA SERRA";1431
"353240 NAZARE PAULISTA";2087
"353250 NEVES PAULISTA";1090
"353260 NHANDEARA";1165
"353270 NIPOA";307
"353280 NOVA ALIANCA";504
"353290 NOVA EUROPA";524
"353300 NOVA GRANADA";1642
"353310 NOVA GUATAPORANGA";356
"353320 NOVA INDEPENDENCIA";349
"353330 NOVA LUZITANIA";359
"353340 NOVA ODESSA";1903
"353350 NOVO HORIZONTE";3454
"353360 NUPORANGA";593
"353370 OCAUCU";586
"353380 OLEO";270
"353390 OLIMPIA";3898
"353400 ONDA VERDE";288
"353410 ORIENTE";803
"353420 ORINDIUVA";244
"353430 ORLANDIA";2176
"353440 OSASCO";32142
"353450 OSCAR BRESSANE";373
"353460 OSVALDO CRUZ";2870
"353470 OURINHOS";5484
"353480 OURO VERDE";1262
"353490 PACAEMBU";1928
"353500 PALESTINA";1202
"353510 PALMARES PAULISTA";994
"353520 PALMEIRA D'OESTE";1545
"353530 PALMITAL";2064
"353540 PANORAMA";1215
"353550 PARAGUACU PAULISTA";3206
"353560 PARAIBUNA";2071
"353570 PARAISO";580
"353580 PARANAPANEMA";1460
"353590 PARANAPUA";803
"353600 PARAPUA";1437
"353610 PARDINHO";462
"353620 PARIQUERA-ACU";1167
"353630 PATROCINIO PAULISTA";1002
"353640 PAULICEIA";494
"353650 PAULINIA";2478
"353660 PAULO DE FARIA";795
"353670 PEDERNEIRAS";2968
"353680 PEDRA BELA";738
"353690 PEDRANOPOLIS";339
"353700 PEDREGULHO";1186
"353710 PEDREIRA";2271
"353720 PEDRO DE TOLEDO";1125
"353730 PENAPOLIS";3949
"353740 PEREIRA BARRETO";4458
"353750 PEREIRAS";474
"353760 PERUIBE";2836
"353770 PIACATU";739
"353780 PIEDADE";4606
"353790 PILAR DO SUL";2145
"353800 PINDAMONHANGABA";5676
"353810 PINDORAMA";1594
"353820 PINHALZINHO";1004
"353830 PIQUEROBI";485
"353850 PIQUETE";826
"353860 PIRACAIA";2443
"353870 PIRACICABA";13835
"353880 PIRAJU";2749
"353890 PIRAJUI";2066
"353900 PIRANGI";995
"353910 PIRAPORA DO BOM JESUS";916
"353920 PIRAPOZINHO";2286
"353930 PIRASSUNUNGA";3497
"353940 PIRATININGA";977
"353950 PITANGUEIRAS";3472
"353960 PLANALTO";619
"353970 PLATINA";346
"353980 POA";4249
"353990 POLONI";544
"354000 POMPEIA";1593
"354010 PONGAI";440
"354020 PONTAL";2455
"354030 PONTES GESTAL";385
"354040 POPULINA";753
"354050 PORANGABA";687
"354060 PORTO FELIZ";2566
"354070 PORTO FERREIRA";2442
"354080 POTIRENDABA";1071
"354090 PRADOPOLIS";941
"354100 PRAIA GRANDE";8383
"354110 PRESIDENTE ALVES";527
"354120 PRESIDENTE BERNARDES";1876
"354130 PRESIDENTE EPITACIO";3448
"354140 PRESIDENTE PRUDENTE";11453
"354150 PRESIDENTE VENCESLAU";3385
"354160 PROMISSAO";2128
"354170 QUATA";1269
"354180 QUEIROZ";375
"354190 QUELUZ";625
"354200 QUINTANA";713
"354210 RAFARD";674
"354220 RANCHARIA";2415
"354230 REDENCAO DA SERRA";564
"354240 REGENTE FEIJO";1924
"354250 REGINOPOLIS";627
"354260 REGISTRO";3744
"354270 RESTINGA";426
"354280 RIBEIRA";1227
"354290 RIBEIRAO BONITO";1253
"354300 RIBEIRAO BRANCO";2612
"354310 RIBEIRAO CORRENTE";356
"354320 RIBEIRAO DO SUL";497
"354330 RIBEIRAO PIRES";4819
"354340 RIBEIRAO PRETO";19283
"354350 RIVERSUL";1281
"354360 RIFAINA";205
"354370 RINCAO";946
"354380 RINOPOLIS";1478
"354390 RIO CLARO";7263
"354400 RIO DAS PEDRAS";1873
"354410 RIO GRANDE DA SERRA";2227
"354420 RIOLANDIA";1086
"354430 ROSEIRA";457
"354440 RUBIACEA";385
"354450 RUBINEIA";309
"354460 SABINO";627
"354470 SAGRES";388
"354480 SALES";606
"354490 SALES OLIVEIRA";632
"354500 SALESOPOLIS";1553
"354510 SALMOURAO";684
"354520 SALTO";4675
"354530 SALTO DE PIRAPORA";2158
"354540 SALTO GRANDE";861
"354550 SANDOVALINA";445
"354560 SANTA ADELIA";1312
"354570 SANTA ALBERTINA";904
"354580 SANTA BARBARA D'OESTE";9982
"354600 SANTA BRANCA";960
"354610 SANTA CLARA D'OESTE";374
"354620 SANTA CRUZ DA CONCEICAO";213
"354630 SANTA CRUZ DAS PALMEIRAS";2030
"354640 SANTA CRUZ DO RIO PARDO";3196
"354650 SANTA ERNESTINA";571
"354660 SANTA FE DO SUL";2623
"354670 SANTA GERTRUDES";981
"354680 SANTA ISABEL";4582
"354690 SANTA LUCIA";771
"354700 SANTA MARIA DA SERRA";421
"354710 SANTA MERCEDES";446
"354720 SANTANA DA PONTE PENSA";341
"354730 SANTANA DE PARNAIBA";3016
"354740 SANTA RITA D'OESTE";493
"354750 SANTA RITA DO PASSA QUATRO";1710
"354760 SANTA ROSA DE VITERBO";999
"354770 SANTO ANASTACIO";2429
"354780 SANTO ANDRE";27654
"354790 SANTO ANTONIO DA ALEGRIA";404
"354800 SANTO ANTONIO DE POSSE";1525
"354810 SANTO ANTONIO DO JARDIM";663
"354820 SANTO ANTONIO DO PINHAL";545
"354830 SANTO EXPEDITO";315
"354840 SANTOPOLIS DO AGUAPEI";529
"354850 SANTOS";15961
"354860 SAO BENTO DO SAPUCAI";1118
"354870 SAO BERNARDO DO CAMPO";25610
"354880 SAO CAETANO DO SUL";5965
"354890 SAO CARLOS";10864
"354900 SAO FRANCISCO";927
"354910 SAO JOAO DA BOA VISTA";5050
"354920 SAO JOAO DAS DUAS PONTES";466
"354930 SAO JOAO DO PAU D'ALHO";371
"354940 SAO JOAQUIM DA BARRA";2661
"354950 SAO JOSE DA BELA VISTA";938
"354960 SAO JOSE DO BARREIRO";733
"354970 SAO JOSE DO RIO PARDO";3169
"354980 SAO JOSE DO RIO PRETO";16080
"354990 SAO JOSE DOS CAMPOS";19465
"355000 SAO LUIS DO PARAITINGA";1605
"355010 SAO MANUEL";4126
"355020 SAO MIGUEL ARCANJO";2500
"355030 SAO PAULO";479339
"355040 SAO PEDRO";1855
"355050 SAO PEDRO DO TURVO";828
"355060 SAO ROQUE";5316
"355070 SAO SEBASTIAO";2990
"355080 SAO SEBASTIAO DA GRAMA";1290
"355090 SAO SIMAO";869
"355100 SAO VICENTE";15729
"355110 SARAPUI";658
"355120 SARUTAIA";422
"355130 SEBASTIANOPOLIS DO SUL";390
"355140 SERRA AZUL";801
"355150 SERRANA";1775
"355160 SERRA NEGRA";1535
"355170 SERTAOZINHO";5860
"355180 SETE BARRAS";1585
"355190 SEVERINIA";1300
"355200 SILVEIRAS";688
"355210 SOCORRO";3830
"355220 SOROCABA";17284
"355230 SUD MENNUCCI";881
"355240 SUMARE";17920
"355250 SUZANO";11103
"355260 TABAPUA";1690
"355270 TABATINGA";1258
"355280 TABOAO DA SERRA";9519
"355290 TACIBA";780
"355300 TAGUAI";828
"355310 TAIACU";582
"355320 TAIUVA";570
"355330 TAMBAU";1648
"355340 TANABI";2370
"355350 TAPIRAI";847
"355360 TAPIRATIBA";1080
"355370 TAQUARITINGA";4350
"355380 TAQUARITUBA";2402
"355390 TARABAI";645
"355400 TATUI";5264
"355410 TAUBATE";9151
"355420 TEJUPA";739
"355430 TEODORO SAMPAIO";5378
"355440 TERRA ROXA";584
"355450 TIETE";1266
"355460 TIMBURI";391
"355470 TORRINHA";668
"355480 TREMEMBE";1686
"355490 TRES FRONTEIRAS";1177
"355500 TUPA";5675
"355510 TUPI PAULISTA";1428
"355520 TURIUBA";555
"355530 TURMALINA";324
"355540 UBATUBA";3615
"355550 UBIRAJARA";675
"355560 UCHOA";1144
"355570 UNIAO PAULISTA";220
"355580 URANIA";1684
"355590 URU";146
"355600 URUPES";1200
"355610 VALENTIM GENTIL";783
"355620 VALINHOS";4518
"355630 VALPARAISO";1804
"355640 VARGEM GRANDE DO SUL";2896
"355645 VARGEM GRANDE PAULISTA";1175
"355650 VARZEA PAULISTA";4808
"355660 VERA CRUZ";1231
"355670 VINHEDO";2199
"355680 VIRADOURO";1073
"355690 VISTA ALEGRE DO ALTO";340
"355700 VOTORANTIM";4444
"355710 VOTUPORANGA";5347
"355720 CHAVANTES";2086
"410010 ABATIA";1502
"410020 ADRIANOPOLIS";1806
"410030 AGUDOS DO SUL";686
"410040 ALMIRANTE TAMANDARE";6374
"410045 ALTAMIRA DO PARANA";1316
"410050 ALTONIA";3110
"410060 ALTO PARANA";1865
"410070 ALTO PIQUIRI";3326
"410080 ALVORADA DO SUL";1272
"410090 AMAPORA";652
"410100 AMPERE";1418
"410110 ANDIRA";2550
"410120 ANTONINA";2089
"410130 ANTONIO OLINTO";1011
"410140 APUCARANA";8772
"410150 ARAPONGAS";5826
"410160 ARAPOTI";2385
"410170 ARARUNA";1774
"410180 ARAUCARIA";3766
"410190 ASSAI";2611
"410200 ASSIS CHATEAUBRIAND";4913
"410210 ASTORGA";2489
"410220 ATALAIA";613
"410230 BALSA NOVA";540
"410240 BANDEIRANTES";4576
"410250 BARBOSA FERRAZ";3666
"410260 BARRACAO";1491
"410270 BARRA DO JACARE";341
"410280 BELA VISTA DO PARAISO";2396
"410290 BITURUNA";967
"410300 BOA ESPERANCA";1063
"410305 BOA VISTA DA APARECIDA";1634
"410310 BOCAIUVA DO SUL";1719
"410320 BOM SUCESSO";1092
"410330 BORRAZOPOLIS";1595
"410335 BRAGANEY";1195
"410340 CAFEARA";356
"410345 CAFELANDIA";770
"410350 CALIFORNIA";1018
"410360 CAMBARA";2435
"410370 CAMBE";7250
"410380 CAMBIRA";1366
"410390 CAMPINA DA LAGOA";3348
"410400 CAMPINA GRANDE DO SUL";1846
"410405 CAMPO BONITO";754
"410410 CAMPO DO TENENTE";756
"410420 CAMPO LARGO";5697
"410430 CAMPO MOURAO";8515
"410440 CANDIDO DE ABREU";3747
"410445 CANTAGALO";2566
"410450 CAPANEMA";1677
"410460 CAPITAO LEONIDAS MARQUES";2324
"410470 CARLOPOLIS";1515
"410480 CASCAVEL";12873
"410490 CASTRO";7635
"410500 CATANDUVAS";1426
"410510 CENTENARIO DO SUL";2365
"410520 CERRO AZUL";4587
"410530 CEU AZUL";962
"410540 CHOPINZINHO";2626
"410550 CIANORTE";4956
"410560 CIDADE GAUCHA";1187
"410570 CLEVELANDIA";1599
"410580 COLOMBO";8777
"410590 COLORADO";2404
"410600 CONGONHINHAS";1533
"410610 CONSELHEIRO MAIRINCK";600
"410620 CONTENDA";547
"410630 CORBELIA";2744
"410640 CORNELIO PROCOPIO";4850
"410650 CORONEL VIVIDA";2428
"410655 CORUMBATAI DO SUL";1133
"410660 CRUZEIRO DO OESTE";3670
"410670 CRUZEIRO DO SUL";829
"410680 CRUZ MACHADO";1114
"410690 CURITIBA";47872
"410700 CURIUVA";1696
"410710 DIAMANTE DO NORTE";1010
"410715 DIAMANTE D'OESTE";1228
"410720 DOIS VIZINHOS";3785
"410725 DOURADINA";1069
"410730 DOUTOR CAMARGO";892
"410740 ENEAS MARQUES";1305
"410750 ENGENHEIRO BELTRAO";1803
"410760 FAXINAL";3133
"410770 FENIX";790
"410775 FIGUEIRA";1807
"410780 FLORAI";668
"410790 FLORESTA";543
"410800 FLORESTOPOLIS";2106
"410810 FLORIDA";305
"410820 FORMOSA DO OESTE";2052
"410830 FOZ DO IGUACU";12761
"410832 FRANCISCO ALVES";1359
"410840 FRANCISCO BELTRAO";4932
"410850 GENERAL CARNEIRO";1054
"410855 GODOY MOREIRA";1107
"410860 GOIOERE";5906
"410870 GRANDES RIOS";2435
"410880 GUAIRA";2987
"410890 GUAIRACA";882
"410900 GUAPIRAMA";584
"410910 GUAPOREMA";371
"410920 GUARACI";952
"410930 GUARANIACU";3203
"410940 GUARAPUAVA";14497
"410950 GUARAQUECABA";1414
"410960 GUARATUBA";1469
"410970 IBAITI";4121
"410975 IBEMA";829
"410980 IBIPORA";3487
"410990 ICARAIMA";1733
"411000 IGUARACU";890
"411010 IMBITUVA";1751
"411020 INACIO MARTINS";1742
"411030 INAJA";586
"411040 INDIANOPOLIS";1044
"411050 IPIRANGA";1262
"411060 IPORA";3980
"411070 IRATI";3218
"411080 IRETAMA";2711
"411090 ITAGUAJE";695
"411100 ITAMBARACA";1505
"411110 ITAMBE";791
"411120 ITAPEJARA D'OESTE";790
"411130 ITAUNA DO SUL";787
"411140 IVAI";1068
"411150 IVAIPORA";7067
