id,Município,População de 15 anos ou mais,Ano
110001,ALTA FLORESTA D'OESTE,18810,1991
110002,ARIQUEMES,49837,1991
110003,CABIXI,4785,1991
110004,CACOAL,47802,1991
110005,CEREJEIRAS,12978,1991
110006,COLORADO DO OESTE,22727,1991
110008,COSTA MARQUES,5663,1991
110009,ESPIGAO D'OESTE,13627,1991
110010,GUAJARA-MIRIM,18971,1991
110011,JARU,36797,1991
110012,JI-PARANA,58971,1991
110013,MACHADINHO D'OESTE,9466,1991
110014,NOVA BRASILANDIA D'OESTE,9374,1991
110015,OURO PRETO DO OESTE,48327,1991
110018,PIMENTA BUENO,28795,1991
110020,PORTO VELHO,170290,1991
110025,PRESIDENTE MEDICI,17681,1991
110028,ROLIM DE MOURA,35847,1991
110029,SANTA LUZIA D'OESTE,7276,1991
110030,VILHENA,24040,1991
110032,SAO MIGUEL DO GUAPORE,10796,1991
110033,NOVA MAMORE,4004,1991
110034,ALVORADA D'OESTE,12035,1991
120005,ASSIS BRASIL,1549,1991
120010,BRASILEIA,11541,1991
120020,CRUZEIRO DO SUL,33180,1991
120030,FEIJO,8921,1991
120033,MANCIO LIMA,5000,1991
120034,MANOEL URBANO,2591,1991
120038,PLACIDO DE CASTRO,8405,1991
120040,RIO BRANCO,117282,1991
120045,SENADOR GUIOMARD,9711,1991
120050,SENA MADUREIRA,12270,1991
120060,TARAUACA,13617,1991
120070,XAPURI,7062,1991
130002,ALVARAES,4317,1991
130006,AMATURA,2377,1991
130008,ANAMA,2977,1991
130010,ANORI,4310,1991
130014,APUI,3031,1991
130020,ATALAIA DO NORTE,3872,1991
130030,AUTAZES,8271,1991
130040,BARCELOS,5743,1991
130050,BARREIRINHA,8546,1991
130060,BENJAMIN CONSTANT,8558,1991
130063,BERURI,3493,1991
130068,BOA VISTA DO RAMOS,3672,1991
130070,BOCA DO ACRE,12643,1991
130080,BORBA,8659,1991
130083,CAAPIRANGA,3886,1991
130090,CANUTAMA,5448,1991
130100,CARAUARI,9065,1991
130110,CAREIRO,14893,1991
130115,CAREIRO DA VARZEA,10188,1991
130120,COARI,19813,1991
130130,CODAJAS,6483,1991
130140,EIRUNEPE,9831,1991
130150,ENVIRA,7233,1991
130160,FONTE BOA,8212,1991
130165,GUAJARA,6521,1991
130170,HUMAITA,19422,1991
130180,IPIXUNA,4524,1991
130185,IRANDUBA,9995,1991
130190,ITACOATIARA,31485,1991
130195,ITAMARATI,4357,1991
130200,ITAPIRANGA,2687,1991
130210,JAPURA,5135,1991
130220,JURUA,2426,1991
130230,JUTAI,7313,1991
130240,LABREA,16009,1991
130250,MANACAPURU,28180,1991
130255,MANAQUIRI,5550,1991
130260,MANAUS,612139,1991
130270,MANICORE,18967,1991
130280,MARAA,5263,1991
130290,MAUES,15571,1991
130300,NHAMUNDA,6550,1991
130310,NOVA OLINDA DO NORTE,6619,1991
130320,NOVO AIRAO,6801,1991
130330,NOVO ARIPUANA,5941,1991
130340,PARINTINS,30660,1991
130350,PAUINI,8990,1991
130353,PRESIDENTE FIGUEIREDO,3659,1991
130356,RIO PRETO DA EVA,3145,1991
130360,SANTA ISABEL DO RIO NEGRO,8664,1991
130370,SANTO ANTONIO DO ICA,8748,1991
130380,SAO GABRIEL DA CACHOEIRA,13227,1991
130390,SAO PAULO DE OLIVENCA,6906,1991
130395,SAO SEBASTIAO DO UATUMA,2161,1991
130400,SILVES,2864,1991
130406,TABATINGA,14578,1991
130410,TAPAUA,11755,1991
130420,TEFE,26279,1991
130423,TONANTINS,4943,1991
130426,UARINI,2498,1991
130430,URUCARA,5794,1991
130440,URUCURITUBA,8424,1991
140005,ALTO ALEGRE,4295,1991
140010,BOA VISTA,76326,1991
140015,BONFIM,5467,1991
140020,CARACARAI,3803,1991
140030,MUCAJAI,5983,1991
140040,NORMANDIA,5208,1991
140050,SAO JOAO DA BALIZA,4580,1991
140060,SAO LUIZ,4560,1991
150010,ABAETETUBA,53557,1991
150020,ACARA,18997,1991
150030,AFUA,9409,1991
150040,ALENQUER,26833,1991
150050,ALMEIRIM,16547,1991
150060,ALTAMIRA,38990,1991
150070,ANAJAS,6714,1991
150080,ANANINDEUA,51911,1991
150090,AUGUSTO CORREA,15322,1991
150100,AVEIRO,5604,1991
150110,BAGRE,6609,1991
150120,BAIAO,10481,1991
150130,BARCARENA,24914,1991
150140,BELEM,814646,1991
150150,BENEVIDES,39203,1991
150157,BOM JESUS DO TOCANTINS,8760,1991
150160,BONITO,4554,1991
150170,BRAGANCA,51885,1991
150175,BREJO GRANDE DO ARAGUAIA,6361,1991
150180,BREVES,36148,1991
150190,BUJARU,7703,1991
150200,CACHOEIRA DO ARARI,7127,1991
150210,CAMETA,43663,1991
150220,CAPANEMA,30017,1991
150230,CAPITAO POCO,23818,1991
150240,CASTANHAL,60166,1991
150250,CHAVES,8908,1991
150260,COLARES,4419,1991
150270,CONCEICAO DO ARAGUAIA,31286,1991
150275,CONCORDIA DO PARA,8183,1991
150277,CURIONOPOLIS,21031,1991
150280,CURRALINHO,7361,1991
150290,CURUCA,14243,1991
150293,DOM ELISEU,13482,1991
150300,FARO,7056,1991
150307,GARRAFAO DO NORTE,10315,1991
150310,GURUPA,9458,1991
150320,IGARAPE-ACU,15020,1991
150330,IGARAPE-MIRI,21595,1991
150340,INHANGAPI,3501,1991
150350,IRITUIA,16231,1991
150360,ITAITUBA,59459,1991
150370,ITUPIRANGA,19459,1991
150380,JACUNDA,22578,1991
150390,JURUTI,11020,1991
150400,LIMOEIRO DO AJURU,8345,1991
150405,MAE DO RIO,15477,1991
150410,MAGALHAES BARATA,3800,1991
150420,MARABA,68545,1991
150430,MARACANA,13442,1991
150440,MARAPANIM,10888,1991
150445,MEDICILANDIA,16722,1991
150450,MELGACO,6712,1991
150460,MOCAJUBA,9593,1991
150470,MOJU,23049,1991
150480,MONTE ALEGRE,24783,1991
150490,MUANA,11690,1991
150500,NOVA TIMBOTEUA,5534,1991
150510,OBIDOS,22205,1991
150520,OEIRAS DO PARA,9105,1991
150530,ORIXIMINA,21348,1991
150540,OUREM,16086,1991
150543,OURILANDIA DO NORTE,13465,1991
150548,PACAJA,16018,1991
150550,PARAGOMINAS,37104,1991
150553,PARAUAPEBAS,29456,1991
150560,PEIXE-BOI,3324,1991
150570,PONTA DE PEDRAS,8919,1991
150580,PORTEL,14403,1991
150590,PORTO DE MOZ,7331,1991
150600,PRAINHA,12670,1991
150610,PRIMAVERA,8946,1991
150613,REDENCAO,32120,1991
150616,RIO MARIA,14910,1991
150618,RONDON DO PARA,23190,1991
150619,RUROPOLIS,10004,1991
150620,SALINOPOLIS,12086,1991
150630,SALVATERRA,6759,1991
150640,SANTA CRUZ DO ARARI,2752,1991
150650,SANTA IZABEL DO PARA,18939,1991
150658,SANTA MARIA DAS BARREIRAS,4041,1991
150660,SANTA MARIA DO PARA,10332,1991
150670,SANTANA DO ARAGUAIA,8716,1991
150680,SANTAREM,146995,1991
150690,SANTAREM NOVO,2253,1991
150700,SANTO ANTONIO DO TAUA,9236,1991
150710,SAO CAETANO DE ODIVELAS,12019,1991
150720,SAO DOMINGOS DO CAPIM,21941,1991
150730,SAO FELIX DO XINGU,12086,1991
150740,SAO FRANCISCO DO PARA,6482,1991
150745,SAO GERALDO DO ARAGUAIA,20274,1991
150747,SAO JOAO DE PIRABAS,8500,1991
150750,SAO JOAO DO ARAGUAIA,10365,1991
150760,SAO MIGUEL DO GUAMA,17922,1991
150770,SAO SEBASTIAO DA BOA VISTA,7672,1991
150780,SENADOR JOSE PORFIRIO,14301,1991
150790,SOURE,9913,1991
150795,TAILANDIA,9152,1991
150800,TOME-ACU,21553,1991
150808,TUCUMA,16947,1991
150810,TUCURUI,44267,1991
150815,URUARA,13895,1991
150820,VIGIA,20857,1991
150830,VISEU,31776,1991
150840,XINGUARA,27456,1991
160010,AMAPA,3960,1991
160020,CALCOENE,2563,1991
160023,FERREIRA GOMES,1168,1991
160027,LARANJAL DO JARI,11121,1991
160030,MACAPA,99834,1991
160040,MAZAGAO,4180,1991
160050,OIAPOQUE,3956,1991
160060,SANTANA,26499,1991
160070,TARTARUGALZINHO,2112,1991
170035,ALIANCA DO TOCANTINS,4111,1991
170040,ALMAS,4004,1991
170070,ALVORADA,6096,1991
170100,ANANAS,6182,1991
170110,APARECIDA DO RIO NEGRO,1786,1991
170190,ARAGUACEMA,3550,1991
170200,ARAGUACU,7806,1991
170210,ARAGUAINA,62250,1991
170220,ARAGUATINS,15013,1991
170230,ARAPOEMA,8122,1991
170240,ARRAIAS,7174,1991
170255,AUGUSTINOPOLIS,5427,1991
170270,AURORA DO TOCANTINS,2649,1991
170290,AXIXA DO TOCANTINS,5225,1991
170300,BABACULANDIA,5297,1991
170310,BARROLANDIA,3861,1991
170320,BERNARDO SAYAO,2528,1991
170370,BREJINHO DE NAZARE,3829,1991
170380,BURITI DO TOCANTINS,4022,1991
170390,CASEARA,1497,1991
170550,COLINAS DO TOCANTINS,12864,1991
170555,COMBINADO,2639,1991
170560,CONCEICAO DO TOCANTINS,2569,1991
170600,COUTO MAGALHAES,3810,1991
170610,CRISTALANDIA,6550,1991
170700,DIANOPOLIS,7851,1991
170710,DIVINOPOLIS DO TOCANTINS,3754,1991
170720,DOIS IRMAOS DO TOCANTINS,4460,1991
170730,DUERE,2744,1991
170755,FATIMA,2752,1991
170765,FIGUEIROPOLIS,4573,1991
170770,FILADELFIA,6323,1991
170820,FORMOSO DO ARAGUAIA,9701,1991
170830,GOIANORTE,2973,1991
170900,GOIATINS,9874,1991
170930,GUARAI,12795,1991
170950,GURUPI,35371,1991
171050,ITACAJA,8003,1991
171070,ITAGUATINS,5822,1991
171110,ITAPORA DO TOCANTINS,2095,1991
171240,LIZARDA,2123,1991
171250,MARIANOPOLIS DO TOCANTINS,1386,1991
171320,MIRACEMA DO TOCANTINS,12292,1991
171330,MIRANORTE,6729,1991
171360,MONTE DO CARMO,3518,1991
171420,NATIVIDADE,5757,1991
171430,NAZARE,4897,1991
171488,NOVA OLINDA,4467,1991
171500,NOVA ROSALANDIA,1753,1991
171510,NOVO ACORDO,2066,1991
171575,PALMEIROPOLIS,7059,1991
171610,PARAISO DO TOCANTINS,18135,1991
171620,PARANA,5918,1991
171650,PEDRO AFONSO,7836,1991
171660,PEIXE,7584,1991
171665,PEQUIZEIRO,1926,1991
171670,COLMEIA,5368,1991
171700,PINDORAMA DO TOCANTINS,2698,1991
171750,PIUM,5047,1991
171780,PONTE ALTA DO BOM JESUS,3590,1991
171790,PONTE ALTA DO TOCANTINS,3843,1991
171800,PORTO ALEGRE DO TOCANTINS,1156,1991
171820,PORTO NACIONAL,25258,1991
171830,PRAIA NORTE,3114,1991
171840,PRESIDENTE KENNEDY,3916,1991
171875,RIO SONO,3859,1991
171880,SAMPAIO,2239,1991
171890,SANTA ROSA DO TOCANTINS,2083,1991
171900,SANTA TEREZA DO TOCANTINS,1556,1991
172030,SAO SEBASTIAO DO TOCANTINS,2260,1991
172049,SAO VALERIO,1972,1991
172065,SILVANOPOLIS,3245,1991
172080,SITIO NOVO DO TOCANTINS,4139,1991
172090,TAGUATINGA,6561,1991
172100,PALMAS,12548,1991
172110,TOCANTINIA,3508,1991
172120,TOCANTINOPOLIS,17095,1991
172208,WANDERLANDIA,5266,1991
172210,XAMBIOA,6731,1991
210005,ACAILANDIA,46487,1991
210010,AFONSO CUNHA,2313,1991
210020,ALCANTARA,10652,1991
210030,ALDEIAS ALTAS,10570,1991
210040,ALTAMIRA DO MARANHAO,10811,1991
210050,ALTO PARNAIBA,5608,1991
210060,AMARANTE DO MARANHAO,11799,1991
210070,ANAJATUBA,10746,1991
210080,ANAPURUS,5572,1991
210090,ARAIOSES,23424,1991
210095,ARAME,16901,1991
210100,ARARI,13877,1991
210110,AXIXA,4884,1991
210120,BACABAL,56502,1991
210130,BACURI,11334,1991
210140,BALSAS,23250,1991
210150,BARAO DE GRAJAU,7913,1991
210160,BARRA DO CORDA,48366,1991
210170,BARREIRINHAS,14770,1991
210180,BENEDITO LEITE,5076,1991
210190,BEQUIMAO,11860,1991
210200,BOM JARDIM,21391,1991
210210,BREJO,14866,1991
210220,BURITI,12089,1991
210230,BURITI BRAVO,11460,1991
210240,CAJAPIO,6417,1991
210250,CAJARI,8075,1991
210260,CANDIDO MENDES,17038,1991
210270,CANTANHEDE,13231,1991
210280,CAROLINA,14296,1991
210290,CARUTAPERA,16242,1991
210300,CAXIAS,83023,1991
210310,CEDRAL,8193,1991
210320,CHAPADINHA,31135,1991
210330,CODO,63125,1991
210340,COELHO NETO,21540,1991
210350,COLINAS,19324,1991
210360,COROATA,39698,1991
210370,CURURUPU,22314,1991
210380,DOM PEDRO,11545,1991
210390,DUQUE BACELAR,4016,1991
210400,ESPERANTINOPOLIS,16333,1991
210405,ESTREITO,12593,1991
210410,FORTALEZA DOS NOGUEIRAS,6436,1991
210420,FORTUNA,8749,1991
210430,GODOFREDO VIANA,14337,1991
210440,GONCALVES DIAS,9413,1991
210450,GOVERNADOR ARCHER,5721,1991
210460,GOVERNADOR EUGENIO BARROS,12636,1991
210470,GRACA ARANHA,3328,1991
210480,GRAJAU,28426,1991
210490,GUIMARAES,6704,1991
210500,HUMBERTO DE CAMPOS,9987,1991
210510,ICATU,10936,1991
210520,IGARAPE GRANDE,8270,1991
210530,IMPERATRIZ,158768,1991
210540,ITAPECURU MIRIM,23349,1991
210550,JOAO LISBOA,27883,1991
210560,JOSELANDIA,8169,1991
210570,LAGO DA PEDRA,25742,1991
210580,LAGO DO JUNCO,10147,1991
210590,LAGO VERDE,6768,1991
210600,LIMA CAMPOS,7058,1991
210610,LORETO,5128,1991
210620,LUIS DOMINGUES,4705,1991
210630,MAGALHAES DE ALMEIDA,6264,1991
210640,MATA ROMA,5519,1991
210650,MATINHA,10004,1991
210660,MATOES,13663,1991
210670,MIRADOR,9399,1991
210675,MIRANDA DO NORTE,7784,1991
210680,MIRINZAL,9016,1991
210690,MONCAO,13047,1991
210700,MONTES ALTOS,10803,1991
210710,MORROS,9386,1991
210720,NINA RODRIGUES,3770,1991
210730,NOVA IORQUE,2825,1991
210740,OLHO D'AGUA DAS CUNHAS,9118,1991
210750,PACO DO LUMIAR,30193,1991
210760,PALMEIRANDIA,8331,1991
210770,PARAIBANO,8880,1991
210780,PARNARAMA,16601,1991
210790,PASSAGEM FRANCA,12598,1991
210800,PASTOS BONS,7955,1991
210810,PAULO RAMOS,13887,1991
210820,PEDREIRAS,29763,1991
210830,PENALVA,16099,1991
210840,PERI MIRIM,7525,1991
210850,PINDARE-MIRIM,17085,1991
210860,PINHEIRO,44742,1991
210870,PIO XII,14408,1991
210880,PIRAPEMAS,8765,1991
210890,POCAO DE PEDRAS,13353,1991
210900,PORTO FRANCO,17591,1991
210910,PRESIDENTE DUTRA,23923,1991
210920,PRESIDENTE JUSCELINO,3261,1991
210930,PRESIDENTE VARGAS,4181,1991
210940,PRIMEIRA CRUZ,9273,1991
210950,RIACHAO,15069,1991
210960,ROSARIO,21684,1991
210970,SAMBAIBA,2887,1991
210980,SANTA HELENA,14221,1991
210990,SANTA INES,37259,1991
211000,SANTA LUZIA,59711,1991
211003,SANTA LUZIA DO PARUA,23932,1991
211010,SANTA QUITERIA DO MARANHAO,10957,1991
211020,SANTA RITA,11210,1991
211030,SANTO ANTONIO DOS LOPES,9844,1991
211040,SAO BENEDITO DO RIO PRETO,7700,1991
211050,SAO BENTO,15587,1991
211060,SAO BERNARDO,12984,1991
211070,SAO DOMINGOS DO MARANHAO,18785,1991
211080,SAO FELIX DE BALSAS,3478,1991
211090,SAO FRANCISCO DO MARANHAO,7326,1991
211100,SAO JOAO BATISTA,11032,1991
211110,SAO JOAO DOS PATOS,15331,1991
211120,SAO JOSE DE RIBAMAR,39444,1991
211130,SAO LUIS,433573,1991
211140,SAO LUIS GONZAGA DO MARANHAO,14358,1991
211150,SAO MATEUS DO MARANHAO,17544,1991
211160,SAO RAIMUNDO DAS MANGABEIRAS,7926,1991
211170,SAO VICENTE FERRER,9692,1991
211180,SITIO NOVO,7190,1991
211190,SUCUPIRA DO NORTE,5824,1991
211200,TASSO FRAGOSO,3261,1991
211210,TIMBIRAS,12349,1991
211220,TIMON,61433,1991
211230,TUNTUM,19462,1991
211240,TURIACU,20174,1991
211250,TUTOIA,22410,1991
211260,URBANO SANTOS,11878,1991
211270,VARGEM GRANDE,17848,1991
211280,VIANA,22767,1991
211290,VITORIA DO MEARIM,26398,1991
211300,VITORINO FREIRE,17575,1991
211400,ZE DOCA,30854,1991
220010,AGRICOLANDIA,3472,1991
220020,AGUA BRANCA,9868,1991
220025,ALAGOINHA DO PIAUI,5014,1991
220030,ALTO LONGA,9116,1991
220040,ALTOS,22354,1991
220050,AMARANTE,9822,1991
220060,ANGICAL DO PIAUI,3943,1991
220070,ANISIO DE ABREU,5687,1991
220080,ANTONIO ALMEIDA,2875,1991
220090,AROAZES,5099,1991
220100,ARRAIAL,3238,1991
220110,AVELINO LOPES,6671,1991
220120,BARRAS,27578,1991
220130,BARREIRAS DO PIAUI,2174,1991
220140,BARRO DURO,4884,1991
220150,BATALHA,12402,1991
220160,BENEDITINOS,7069,1991
220170,BERTOLINIA,4931,1991
220180,BOCAINA,2628,1991
220190,BOM JESUS,9884,1991
220200,BURITI DOS LOPES,16833,1991
220210,CAMPINAS DO PIAUI,3393,1991
220220,CAMPO MAIOR,44414,1991
220230,CANTO DO BURITI,15743,1991
220240,CAPITAO DE CAMPOS,5668,1991
220250,CARACOL,6121,1991
220260,CASTELO DO PIAUI,16608,1991
220270,COCAL,15044,1991
220280,CONCEICAO DO CANINDE,4431,1991
220290,CORRENTE,13827,1991
220300,CRISTALANDIA DO PIAUI,3180,1991
220310,CRISTINO CASTRO,5908,1991
220320,CURIMATA,7043,1991
220330,DEMERVAL LOBAO,6978,1991
220335,DIRCEU ARCOVERDE,6360,1991
220340,DOM EXPEDITO LOPES,3180,1991
220342,DOMINGOS MOURAO,2308,1991
220345,DOM INOCENCIO,5221,1991
220350,ELESBAO VELOSO,10019,1991
220360,ELISEU MARTINS,4935,1991
220370,ESPERANTINA,19790,1991
220380,FLORES DO PIAUI,2796,1991
220390,FLORIANO,31315,1991
220400,FRANCINOPOLIS,3128,1991
220410,FRANCISCO AYRES,2852,1991
220420,FRANCISCO SANTOS,4196,1991
220430,FRONTEIRAS,9062,1991
220440,GILBUES,5433,1991
220450,GUADALUPE,5540,1991
220460,HUGO NAPOLEAO,2131,1991
220470,INHUMA,7848,1991
220480,IPIRANGA DO PIAUI,4468,1991
220490,ISAIAS COELHO,4277,1991
220500,ITAINOPOLIS,8527,1991
220510,ITAUEIRA,6209,1991
220520,JAICOS,16727,1991
220530,JERUMENHA,4586,1991
220540,JOAQUIM PIRES,7819,1991
220550,JOSE DE FREITAS,16883,1991
220560,LANDRI SALES,3413,1991
220570,LUIS CORREIA,15964,1991
220580,LUZILANDIA,19232,1991
220590,MANOEL EMIDIO,3688,1991
220600,MARCOS PARENTE,2594,1991
220610,MATIAS OLIMPIO,6600,1991
220620,MIGUEL ALVES,14947,1991
220630,MIGUEL LEAO,726,1991
220640,MONSENHOR GIL,6333,1991
220650,MONSENHOR HIPOLITO,3792,1991
220660,MONTE ALEGRE DO PIAUI,4994,1991
220670,NAZARE DO PIAUI,4396,1991
220680,NOSSA SENHORA DOS REMEDIOS,3303,1991
220690,NOVO ORIENTE DO PIAUI,4241,1991
220700,OEIRAS,29496,1991
220720,PADRE MARCOS,11447,1991
220730,PAES LANDIM,2780,1991
220740,PALMEIRA DO PIAUI,2337,1991
220750,PALMEIRAIS,6551,1991
220760,PARNAGUA,6477,1991
220770,PARNAIBA,77889,1991
220780,PAULISTANA,22543,1991
220790,PEDRO II,24837,1991
220800,PICOS,49326,1991
220810,PIMENTEIRAS,6081,1991
220820,PIO IX,9176,1991
220830,PIRACURUCA,18414,1991
220840,PIRIPIRI,37924,1991
220850,PORTO,7598,1991
220860,PRATA DO PIAUI,1586,1991
220870,REDENCAO DO GURGUEIA,3444,1991
220880,REGENERACAO,12016,1991
220890,RIBEIRO GONCALVES,6289,1991
220900,RIO GRANDE DO PIAUI,5604,1991
220910,SANTA CRUZ DO PIAUI,5640,1991
220920,SANTA FILOMENA,2880,1991
220930,SANTA LUZ,2455,1991
220940,SANTO ANTONIO DE LISBOA,3125,1991
220950,SANTO INACIO DO PIAUI,3252,1991
220960,SAO FELIX DO PIAUI,3323,1991
220970,SAO FRANCISCO DO PIAUI,3713,1991
220980,SAO GONCALO DO PIAUI,2996,1991
220985,SAO JOAO DA CANABRAVA,4209,1991
220990,SAO JOAO DA SERRA,4253,1991
221000,SAO JOAO DO PIAUI,21546,1991
221010,SAO JOSE DO PEIXE,3129,1991
221020,SAO JOSE DO PIAUI,3810,1991
221030,SAO JULIAO,5948,1991
221040,SAO MIGUEL DO TAPUIO,13942,1991
221050,SAO PEDRO DO PIAUI,6697,1991
221060,SAO RAIMUNDO NONATO,26091,1991
221070,SIMOES,12506,1991
221080,SIMPLICIO MENDES,8156,1991
221090,SOCORRO DO PIAUI,2850,1991
221100,TERESINA,370948,1991
221110,UNIAO,23170,1991
221120,URUCUI,9235,1991
221130,VALENCA DO PIAUI,12689,1991
221140,VARZEA GRANDE,4830,1991
230010,ABAIARA,4591,1991
230015,ACARAPE,6071,1991
230020,ACARAU,25346,1991
230030,ACOPIARA,29587,1991
230040,AIUABA,7591,1991
230050,ALCANTARAS,4995,1991
230060,ALTANEIRA,2972,1991
230070,ALTO SANTO,8226,1991
230075,AMONTADA,13540,1991
230080,ANTONINA DO NORTE,2962,1991
230090,APUIARES,5736,1991
230100,AQUIRAZ,27399,1991
230110,ARACATI,36861,1991
230120,ARACOIABA,13373,1991
230130,ARARIPE,9769,1991
230140,ARATUBA,5986,1991
230150,ARNEIROZ,4345,1991
230160,ASSARE,11703,1991
230170,AURORA,14720,1991
230180,BAIXIO,3320,1991
230185,BANABUIU,8508,1991
230190,BARBALHA,22905,1991
230195,BARREIRA,8679,1991
230200,BARRO,11720,1991
230205,BARROQUINHA,7149,1991
230210,BATURITE,16597,1991
230220,BEBERIBE,21677,1991
230230,BELA CRUZ,14307,1991
230240,BOA VIAGEM,28537,1991
230250,BREJO SANTO,19982,1991
230260,CAMOCIM,28817,1991
230270,CAMPOS SALES,14116,1991
230280,CANINDE,36714,1991
230290,CAPISTRANO,8764,1991
230300,CARIDADE,7437,1991
230310,CARIRE,10748,1991
230320,CARIRIACU,12001,1991
230330,CARIUS,10929,1991
230340,CARNAUBAL,7674,1991
230350,CASCAVEL,28599,1991
230360,CATARINA,6755,1991
230370,CAUCAIA,98604,1991
230380,CEDRO,14387,1991
230390,CHAVAL,6060,1991
230395,CHOROZINHO,9126,1991
230400,COREAU,10374,1991
230410,CRATEUS,42256,1991
230420,CRATO,56045,1991
230423,CROATA,8338,1991
230425,CRUZ,10892,1991
230426,DEPUTADO IRAPUAN PINHEIRO,5339,1991
230427,ERERE,3703,1991
230428,EUSEBIO,11775,1991
230430,FARIAS BRITO,10492,1991
230435,FORQUILHA,9189,1991
230440,FORTALEZA,1160274,1991
230450,FRECHEIRINHA,5613,1991
230460,GENERAL SAMPAIO,3125,1991
230465,GRACA,7846,1991
230470,GRANJA,23504,1991
230480,GRANJEIRO,2622,1991
230490,GROAIRAS,4841,1991
230495,GUAIUBA,10297,1991
230500,GUARACIABA DO NORTE,17255,1991
230510,GUARAMIRANGA,3157,1991
230520,HIDROLANDIA,10527,1991
230523,HORIZONTE,10771,1991
230526,IBARETAMA,6643,1991
230530,IBIAPINA,11214,1991
230533,IBICUITINGA,4927,1991
230535,ICAPUI,8114,1991
230540,ICO,36213,1991
230550,IGUATU,47853,1991
230560,INDEPENDENCIA,14896,1991
230565,IPAPORANGA,6660,1991
230570,IPAUMIRIM,6749,1991
230580,IPU,21182,1991
230590,IPUEIRAS,20127,1991
230600,IRACEMA,8258,1991
230610,IRAUCUBA,9767,1991
230620,ITAICABA,3567,1991
230630,ITAPAGE,19688,1991
230640,ITAPIPOCA,43539,1991
230650,ITAPIUNA,7469,1991
230655,ITAREMA,13401,1991
230660,ITATIRA,8040,1991
230670,JAGUARETAMA,10612,1991
230680,JAGUARIBARA,4732,1991
230690,JAGUARIBE,19925,1991
230700,JAGUARUANA,15738,1991
230710,JARDIM,13621,1991
230720,JATI,4031,1991
230730,JUAZEIRO DO NORTE,107242,1991
230740,JUCAS,12566,1991
230750,LAVRAS DA MANGABEIRA,18505,1991
230760,LIMOEIRO DO NORTE,26772,1991
230763,MADALENA,7685,1991
230765,MARACANAU,91249,1991
230770,MARANGUAPE,42702,1991
230780,MARCO,11344,1991
230790,MARTINOPOLE,3863,1991
230800,MASSAPE,13857,1991
230810,MAURITI,21394,1991
230820,MERUOCA,5881,1991
230830,MILAGRES,14391,1991
230835,MILHA,7601,1991
230837,MIRAIMA,5609,1991
230840,MISSAO VELHA,17352,1991
230850,MOMBACA,24118,1991
230860,MONSENHOR TABOSA,9003,1991
230870,MORADA NOVA,35192,1991
230880,MORAUJO,3630,1991
230890,MORRINHOS,8017,1991
230900,MUCAMBO,6816,1991
230910,MULUNGU,4719,1991
230920,NOVA OLINDA,6671,1991
230930,NOVA RUSSAS,22771,1991
230940,NOVO ORIENTE,15811,1991
230945,OCARA,11470,1991
230950,OROS,13745,1991
230960,PACAJUS,19447,1991
230970,PACATUBA,34670,1991
230980,PACOTI,5998,1991
230990,PACUJA,2980,1991
231000,PALHANO,4548,1991
231010,PALMACIA,6046,1991
231020,PARACURU,12327,1991
231025,PARAIPABA,11432,1991
231030,PARAMBU,17633,1991
231040,PARAMOTI,6272,1991
231050,PEDRA BRANCA,23069,1991
231060,PENAFORTE,3674,1991
231070,PENTECOSTE,19015,1991
231080,PEREIRO,8331,1991
231085,PINDORETAMA,7748,1991
231090,PIQUET CARNEIRO,8128,1991
231095,PIRES FERREIRA,5531,1991
231100,PORANGA,6450,1991
231110,PORTEIRAS,8763,1991
231120,POTENGI,4816,1991
231123,POTIRETAMA,3443,1991
231126,QUITERIANOPOLIS,10009,1991
231130,QUIXADA,44000,1991
231135,QUIXELO,9391,1991
231140,QUIXERAMOBIM,37214,1991
231150,QUIXERE,8569,1991
231160,REDENCAO,13643,1991
231170,RERIUTABA,10455,1991
231180,RUSSAS,28903,1991
231190,SABOEIRO,8932,1991
231195,SALITRE,7030,1991
231200,SANTANA DO ACARAU,12748,1991
231210,SANTANA DO CARIRI,8504,1991
231220,SANTA QUITERIA,28674,1991
231230,SAO BENEDITO,20682,1991
231240,SAO GONCALO DO AMARANTE,17169,1991
231250,SAO JOAO DO JAGUARIBE,5534,1991
231260,SAO LUIS DO CURU,6508,1991
231270,SENADOR POMPEU,16666,1991
231280,SENADOR SA,2870,1991
231290,SOBRAL,76659,1991
231300,SOLONOPOLE,10095,1991
231310,TABULEIRO DO NORTE,16035,1991
231320,TAMBORIL,15475,1991
231325,TARRAFAS,6111,1991
231330,TAUA,31245,1991
231335,TEJUCUOCA,6599,1991
231340,TIANGUA,25344,1991
231350,TRAIRI,19998,1991
231355,TURURU,5646,1991
231360,UBAJARA,13580,1991
231370,UMARI,4461,1991
231375,UMIRIM,8579,1991
231380,URUBURETAMA,7790,1991
231390,URUOCA,5894,1991
231395,VARJOTA,7976,1991
231400,VARZEA ALEGRE,19342,1991
231410,VICOSA DO CEARA,22670,1991
240010,ACARI,7038,1991
240020,ACU,26713,1991
240030,AFONSO BEZERRA,6683,1991
240040,AGUA NOVA,1298,1991
240050,ALEXANDRIA,9047,1991
240060,ALMINO AFONSO,3501,1991
240070,ALTO DO RODRIGUES,5192,1991
240080,ANGICOS,8847,1991
240090,ANTONIO MARTINS,4626,1991
240100,APODI,19444,1991
240110,AREIA BRANCA,13686,1991
