Município,Renda média domic. per capita,Ano
354730 SANTANA DE PARNAIBA,"907,86",1991
354740 SANTA RITA D'OESTE,"247,1",1991
354750 SANTA RITA DO PASSA QUATRO,"391,01",1991
354760 SANTA ROSA DE VITERBO,"392,68",1991
354770 SANTO ANASTACIO,"299,19",1991
354780 SANTO ANDRE,"640,89",1991
354790 SANTO ANTONIO DA ALEGRIA,"241,55",1991
354800 SANTO ANTONIO DE POSSE,"418,8",1991
354810 SANTO ANTONIO DO JARDIM,"299,39",1991
354820 SANTO ANTONIO DO PINHAL,"297,07",1991
354830 SANTO EXPEDITO,"225,45",1991
354840 SANTOPOLIS DO AGUAPEI,"242,99",1991
354850 SANTOS,"813,63",1991
354860 SAO BENTO DO SAPUCAI,"301,71",1991
354870 SAO BERNARDO DO CAMPO,"724,36",1991
354880 SAO CAETANO DO SUL,"841,52",1991
354890 SAO CARLOS,"581,89",1991
354900 SAO FRANCISCO,"193,6",1991
354910 SAO JOAO DA BOA VISTA,"458,83",1991
354920 SAO JOAO DAS DUAS PONTES,"185,95",1991
354930 SAO JOAO DO PAU D'ALHO,"186,3",1991
354940 SAO JOAQUIM DA BARRA,"427,07",1991
354950 SAO JOSE DA BELA VISTA,"327,04",1991
354960 SAO JOSE DO BARREIRO,"239,72",1991
354970 SAO JOSE DO RIO PARDO,"414,22",1991
354980 SAO JOSE DO RIO PRETO,"614,54",1991
354990 SAO JOSE DOS CAMPOS,"564,26",1991
355000 SAO LUIS DO PARAITINGA,"209,73",1991
355010 SAO MANUEL,"390,48",1991
355020 SAO MIGUEL ARCANJO,"303,39",1991
355030 SAO PAULO,"814,65",1991
355040 SAO PEDRO,"398,96",1991
355050 SAO PEDRO DO TURVO,"171,94",1991
355060 SAO ROQUE,"426,87",1991
355070 SAO SEBASTIAO,"437,04",1991
355080 SAO SEBASTIAO DA GRAMA,"334,51",1991
355090 SAO SIMAO,"421,24",1991
355100 SAO VICENTE,"452,06",1991
355110 SARAPUI,"236,26",1991
355120 SARUTAIA,"252,52",1991
355130 SEBASTIANOPOLIS DO SUL,"351,52",1991
355140 SERRA AZUL,"280,84",1991
355150 SERRANA,"376,64",1991
355160 SERRA NEGRA,"409,77",1991
355170 SERTAOZINHO,"500,65",1991
355180 SETE BARRAS,"252,43",1991
355190 SEVERINIA,"466,96",1991
355200 SILVEIRAS,"193,96",1991
355210 SOCORRO,"337,09",1991
355220 SOROCABA,"530,46",1991
355230 SUD MENNUCCI,"297,76",1991
355240 SUMARE,"347,96",1991
355250 SUZANO,"400,38",1991
355260 TABAPUA,"336,3",1991
355270 TABATINGA,"333,35",1991
355280 TABOAO DA SERRA,"489,14",1991
355290 TACIBA,"219,54",1991
355300 TAGUAI,"225,43",1991
355310 TAIACU,"283,02",1991
355320 TAIUVA,"397,88",1991
355330 TAMBAU,"299,92",1991
355340 TANABI,"299,92",1991
355350 TAPIRAI,"228,64",1991
355360 TAPIRATIBA,"247,9",1991
355370 TAQUARITINGA,"390,02",1991
355380 TAQUARITUBA,"281,16",1991
355390 TARABAI,"222,78",1991
355400 TATUI,"378,54",1991
355410 TAUBATE,"482,57",1991
355420 TEJUPA,"136,49",1991
355430 TEODORO SAMPAIO,"305,17",1991
355440 TERRA ROXA,"301,24",1991
355450 TIETE,"475,52",1991
355460 TIMBURI,"162,87",1991
355470 TORRINHA,"380,56",1991
355480 TREMEMBE,"438,7",1991
355490 TRES FRONTEIRAS,"174,63",1991
355500 TUPA,"415,22",1991
355510 TUPI PAULISTA,"308,32",1991
355520 TURIUBA,"247,35",1991
355530 TURMALINA,"207,89",1991
355540 UBATUBA,"402,62",1991
355550 UBIRAJARA,"189,86",1991
355560 UCHOA,"347,78",1991
355570 UNIAO PAULISTA,"186,53",1991
355580 URANIA,"243,87",1991
355590 URU,"161,72",1991
355600 URUPES,"329,87",1991
355610 VALENTIM GENTIL,"266,34",1991
355620 VALINHOS,"570,89",1991
355630 VALPARAISO,"281,81",1991
355640 VARGEM GRANDE DO SUL,"358,57",1991
355645 VARGEM GRANDE PAULISTA,"402,14",1991
355650 VARZEA PAULISTA,"361,68",1991
355660 VERA CRUZ,"293,53",1991
355670 VINHEDO,"559,86",1991
355680 VIRADOURO,"384,98",1991
355690 VISTA ALEGRE DO ALTO,"428,73",1991
355700 VOTORANTIM,"331,44",1991
355710 VOTUPORANGA,"389,2",1991
355720 CHAVANTES,"247,2",1991
410010 ABATIA,"183,08",1991
410020 ADRIANOPOLIS,"163,01",1991
410030 AGUDOS DO SUL,"176,21",1991
410040 ALMIRANTE TAMANDARE,"232,29",1991
410045 ALTAMIRA DO PARANA,"126,57",1991
410050 ALTONIA,"184,05",1991
410060 ALTO PARANA,"204,91",1991
410070 ALTO PIQUIRI,"154,14",1991
410080 ALVORADA DO SUL,"231,85",1991
410090 AMAPORA,"136,42",1991
410100 AMPERE,166,1991
410110 ANDIRA,"223,27",1991
410120 ANTONINA,"203,14",1991
410130 ANTONIO OLINTO,"123,61",1991
410140 APUCARANA,"307,49",1991
410150 ARAPONGAS,"357,75",1991
410160 ARAPOTI,"332,69",1991
410170 ARARUNA,"164,94",1991
410180 ARAUCARIA,"279,57",1991
410190 ASSAI,"301,71",1991
410200 ASSIS CHATEAUBRIAND,"259,92",1991
410210 ASTORGA,"285,99",1991
410220 ATALAIA,"220,68",1991
410230 BALSA NOVA,"214,58",1991
410240 BANDEIRANTES,"253,62",1991
410250 BARBOSA FERRAZ,"159,2",1991
410260 BARRACAO,"220,62",1991
410270 BARRA DO JACARE,"219,77",1991
410280 BELA VISTA DO PARAISO,"274,46",1991
410290 BITURUNA,"162,51",1991
410300 BOA ESPERANCA,"261,81",1991
410305 BOA VISTA DA APARECIDA,"103,76",1991
410310 BOCAIUVA DO SUL,"173,5",1991
410320 BOM SUCESSO,"190,59",1991
410330 BORRAZOPOLIS,"218,11",1991
410335 BRAGANEY,"158,44",1991
410340 CAFEARA,"163,45",1991
410345 CAFELANDIA,"477,81",1991
410350 CALIFORNIA,"199,49",1991
410360 CAMBARA,"369,6",1991
410370 CAMBE,"266,63",1991
410380 CAMBIRA,"186,25",1991
410390 CAMPINA DA LAGOA,"168,71",1991
410400 CAMPINA GRANDE DO SUL,"265,19",1991
410405 CAMPO BONITO,"150,93",1991
410410 CAMPO DO TENENTE,"141,67",1991
410420 CAMPO LARGO,"285,01",1991
410430 CAMPO MOURAO,"317,21",1991
410440 CANDIDO DE ABREU,"103,33",1991
410445 CANTAGALO,"115,66",1991
410450 CAPANEMA,"203,19",1991
410460 CAPITAO LEONIDAS MARQUES,"157,59",1991
410470 CARLOPOLIS,"182,38",1991
410480 CASCAVEL,"406,91",1991
410490 CASTRO,"309,73",1991
410500 CATANDUVAS,"204,24",1991
410510 CENTENARIO DO SUL,"233,43",1991
410520 CERRO AZUL,"119,95",1991
410530 CEU AZUL,"257,17",1991
410540 CHOPINZINHO,"160,24",1991
410550 CIANORTE,"305,18",1991
410560 CIDADE GAUCHA,"217,69",1991
410570 CLEVELANDIA,"194,22",1991
410580 COLOMBO,"268,11",1991
410590 COLORADO,"281,39",1991
410600 CONGONHINHAS,"124,57",1991
410610 CONSELHEIRO MAIRINCK,"160,7",1991
410620 CONTENDA,"250,49",1991
410630 CORBELIA,"196,35",1991
410640 CORNELIO PROCOPIO,"327,73",1991
410650 CORONEL VIVIDA,"219,52",1991
410655 CORUMBATAI DO SUL,"93,19",1991
410660 CRUZEIRO DO OESTE,"222,42",1991
410670 CRUZEIRO DO SUL,"179,2",1991
410680 CRUZ MACHADO,"139,41",1991
410690 CURITIBA,"681,42",1991
410700 CURIUVA,"130,8",1991
410710 DIAMANTE DO NORTE,"214,72",1991
410715 DIAMANTE D'OESTE,"101,4",1991
410720 DOIS VIZINHOS,"210,58",1991
410725 DOURADINA,"196,78",1991
410730 DOUTOR CAMARGO,"198,9",1991
410740 ENEAS MARQUES,"186,41",1991
410750 ENGENHEIRO BELTRAO,"216,26",1991
410760 FAXINAL,"216,43",1991
410770 FENIX,"158,15",1991
410775 FIGUEIRA,"205,46",1991
410780 FLORAI,"246,57",1991
410790 FLORESTA,"338,33",1991
410800 FLORESTOPOLIS,"218,01",1991
410810 FLORIDA,"263,95",1991
410820 FORMOSA DO OESTE,"228,84",1991
410830 FOZ DO IGUACU,"432,29",1991
410832 FRANCISCO ALVES,"170,4",1991
410840 FRANCISCO BELTRAO,"297,24",1991
410850 GENERAL CARNEIRO,"212,68",1991
410855 GODOY MOREIRA,"94,72",1991
410860 GOIOERE,"286,57",1991
410870 GRANDES RIOS,"158,92",1991
410880 GUAIRA,"279,58",1991
410890 GUAIRACA,"175,45",1991
410900 GUAPIRAMA,"169,81",1991
410910 GUAPOREMA,"146,34",1991
410920 GUARACI,"263,24",1991
410930 GUARANIACU,"146,04",1991
410940 GUARAPUAVA,"281,97",1991
410950 GUARAQUECABA,"126,47",1991
410960 GUARATUBA,"289,36",1991
410970 IBAITI,"222,94",1991
410975 IBEMA,"165,6",1991
410980 IBIPORA,"276,33",1991
410990 ICARAIMA,"161,35",1991
411000 IGUARACU,"174,77",1991
411010 IMBITUVA,"220,15",1991
411020 INACIO MARTINS,"109,77",1991
411030 INAJA,"176,01",1991
411040 INDIANOPOLIS,"145,24",1991
411050 IPIRANGA,"142,33",1991
411060 IPORA,"183,43",1991
411070 IRATI,"217,21",1991
411080 IRETAMA,"137,94",1991
411090 ITAGUAJE,"190,59",1991
411100 ITAMBARACA,"212,32",1991
411110 ITAMBE,"236,43",1991
411120 ITAPEJARA D'OESTE,"191,27",1991
411130 ITAUNA DO SUL,"154,69",1991
411140 IVAI,"140,38",1991
411150 IVAIPORA,"199,54",1991
411160 IVATUBA,"478,04",1991
411170 JABOTI,"122,85",1991
411180 JACAREZINHO,"301,33",1991
411190 JAGUAPITA,"262,94",1991
411200 JAGUARIAIVA,"295,56",1991
411210 JANDAIA DO SUL,"308,61",1991
411220 JANIOPOLIS,"246,62",1991
411230 JAPIRA,"129,13",1991
411240 JAPURA,"183,03",1991
411250 JARDIM ALEGRE,"152,72",1991
411260 JARDIM OLINDA,"160,61",1991
411270 JATAIZINHO,"327,4",1991
411275 JESUITAS,"178,17",1991
411280 JOAQUIM TAVORA,"207,65",1991
411290 JUNDIAI DO SUL,"190,03",1991
411295 JURANDA,"250,82",1991
411300 JUSSARA,"234,22",1991
411310 KALORE,"229,98",1991
411320 LAPA,"217,41",1991
411330 LARANJEIRAS DO SUL,"196,85",1991
411340 LEOPOLIS,"197,65",1991
411345 LINDOESTE,"132,04",1991
411350 LOANDA,"294,6",1991
411360 LOBATO,"325,71",1991
411370 LONDRINA,"491,16",1991
411373 LUIZIANA,"178,68",1991
411375 LUNARDELLI,"143,25",1991
411380 LUPIONOPOLIS,"172,25",1991
411390 MALLET,"186,43",1991
411400 MAMBORE,"287,73",1991
411410 MANDAGUACU,"273,33",1991
411420 MANDAGUARI,"291,6",1991
411430 MANDIRITUBA,"237,81",1991
411440 MANGUEIRINHA,"135,67",1991
411450 MANOEL RIBAS,"194,81",1991
411460 MARECHAL CANDIDO RONDON,"307,33",1991
411470 MARIA HELENA,"147,87",1991
411480 MARIALVA,"338,36",1991
411490 MARILANDIA DO SUL,"192,26",1991
411500 MARILENA,"149,51",1991
411510 MARILUZ,"194,65",1991
411520 MARINGA,"491,16",1991
411530 MARIOPOLIS,"169,7",1991
411540 MARMELEIRO,"178,44",1991
411550 MARUMBI,"202,59",1991
411560 MATELANDIA,"209,24",1991
411570 MATINHOS,"348,19",1991
411580 MEDIANEIRA,"320,38",1991
411590 MIRADOR,"149,07",1991
411600 MIRASELVA,"167,9",1991
411605 MISSAL,"271,85",1991
411610 MOREIRA SALES,"180,04",1991
411620 MORRETES,"232,69",1991
411630 MUNHOZ DE MELO,"171,92",1991
411640 NOSSA SENHORA DAS GRACAS,"201,27",1991
411650 NOVA ALIANCA DO IVAI,"158,01",1991
411660 NOVA AMERICA DA COLINA,"145,41",1991
411670 NOVA AURORA,"208,97",1991
411680 NOVA CANTU,"199,06",1991
411690 NOVA ESPERANCA,"294,4",1991
411700 NOVA FATIMA,"281,75",1991
411710 NOVA LONDRINA,"293,93",1991
411720 NOVA OLIMPIA,"221,7",1991
411722 NOVA SANTA ROSA,"266,61",1991
411725 NOVA PRATA DO IGUACU,"185,51",1991
411727 NOVA TEBAS,"91,77",1991
411730 ORTIGUEIRA,"129,67",1991
411740 OURIZONA,"308,64",1991
411745 OURO VERDE DO OESTE,"200,54",1991
411750 PAICANDU,"196,28",1991
411760 PALMAS,"254,87",1991
411770 PALMEIRA,"262,82",1991
411780 PALMITAL,"116,6",1991
411790 PALOTINA,"344,7",1991
411800 PARAISO DO NORTE,"252,26",1991
411810 PARANACITY,"218,17",1991
411820 PARANAGUA,"334,57",1991
411830 PARANAPOEMA,"147,12",1991
411840 PARANAVAI,"345,9",1991
411850 PATO BRANCO,"379,48",1991
411860 PAULA FREITAS,"132,77",1991
411870 PAULO FRONTIN,"235,27",1991
411880 PEABIRU,"210,79",1991
411890 PEROLA,"191,77",1991
411900 PEROLA D'OESTE,"196,57",1991
411910 PIEN,"189,43",1991
411920 PINHALAO,"168,18",1991
411930 PINHAO,"204,54",1991
411940 PIRAI DO SUL,"217,21",1991
411950 PIRAQUARA,"314,86",1991
411960 PITANGA,"158,95",1991
411970 PLANALTINA DO PARANA,"231,67",1991
411980 PLANALTO,"155,33",1991
411990 PONTA GROSSA,"350,45",1991
412000 PORECATU,"263,89",1991
412010 PORTO AMAZONAS,"154,64",1991
412020 PORTO RICO,"162,58",1991
412030 PORTO VITORIA,"210,75",1991
412035 PRANCHITA,"197,41",1991
412040 PRESIDENTE CASTELO BRANCO,"179,61",1991
412050 PRIMEIRO DE MAIO,"207,43",1991
412060 PRUDENTOPOLIS,"141,36",1991
412070 QUATIGUA,"239,15",1991
412080 QUATRO BARRAS,"323,97",1991
412090 QUEDAS DO IGUACU,"161,17",1991
412100 QUERENCIA DO NORTE,"224,96",1991
412110 QUINTA DO SOL,"201,12",1991
412120 QUITANDINHA,"139,51",1991
412130 RANCHO ALEGRE,"203,81",1991
412140 REALEZA,"253,87",1991
412150 REBOUCAS,"137,09",1991
412160 RENASCENCA,"249,35",1991
412170 RESERVA,"124,68",1991
412180 RIBEIRAO CLARO,"226,76",1991
412190 RIBEIRAO DO PINHAL,"191,13",1991
412200 RIO AZUL,"162,98",1991
412210 RIO BOM,"157,71",1991
412220 RIO BRANCO DO SUL,"179,87",1991
412230 RIO NEGRO,"306,89",1991
412240 ROLANDIA,"324,09",1991
412250 RONCADOR,"157,1",1991
412260 RONDON,"213,45",1991
412265 ROSARIO DO IVAI,"133,63",1991
412270 SABAUDIA,"211,64",1991
412280 SALGADO FILHO,"122,41",1991
412290 SALTO DO ITARARE,"120,26",1991
412300 SALTO DO LONTRA,"132,31",1991
412310 SANTA AMELIA,"250,73",1991
412320 SANTA CECILIA DO PAVAO,"195,31",1991
412330 SANTA CRUZ DE MONTE CASTELO,"183,42",1991
412340 SANTA FE,"256,8",1991
412350 SANTA HELENA,"274,65",1991
412360 SANTA INES,"189,14",1991
412370 SANTA ISABEL DO IVAI,"168,66",1991
412380 SANTA IZABEL DO OESTE,"155,63",1991
412390 SANTA MARIANA,"256,02",1991
412400 SANTANA DO ITARARE,"176,18",1991
412402 SANTA TEREZA DO OESTE,"195,17",1991
412405 SANTA TEREZINHA DE ITAIPU,"298,19",1991
412410 SANTO ANTONIO DA PLATINA,"247,99",1991
412420 SANTO ANTONIO DO CAIUA,"195,93",1991
412430 SANTO ANTONIO DO PARAISO,"188,48",1991
412440 SANTO ANTONIO DO SUDOESTE,"146,61",1991
412450 SANTO INACIO,"244,58",1991
412460 SAO CARLOS DO IVAI,"527,37",1991
412470 SAO JERONIMO DA SERRA,"136,42",1991
412480 SAO JOAO,"149,82",1991
412490 SAO JOAO DO CAIUA,"196,27",1991
412500 SAO JOAO DO IVAI,"237,55",1991
412510 SAO JOAO DO TRIUNFO,"126,41",1991
412520 SAO JORGE D'OESTE,"148,76",1991
412530 SAO JORGE DO IVAI,"287,51",1991
412535 SAO JORGE DO PATROCINIO,"110,52",1991
412540 SAO JOSE DA BOA VISTA,"201,86",1991
412545 SAO JOSE DAS PALMEIRAS,"191,47",1991
412550 SAO JOSE DOS PINHAIS,"345,05",1991
412560 SAO MATEUS DO SUL,"218,77",1991
412570 SAO MIGUEL DO IGUACU,"288,26",1991
412580 SAO PEDRO DO IVAI,"217,51",1991
412590 SAO PEDRO DO PARANA,"136,56",1991
412600 SAO SEBASTIAO DA AMOREIRA,"198,2",1991
412610 SAO TOME,"208,08",1991
412620 SAPOPEMA,"132,45",1991
412625 SARANDI,"212,44",1991
412630 SENGES,"205,09",1991
412640 SERTANEJA,"375,17",1991
412650 SERTANOPOLIS,"336,67",1991
412660 SIQUEIRA CAMPOS,"228,22",1991
412665 SULINA,"112,47",1991
412670 TAMBOARA,"157,21",1991
412680 TAPEJARA,"204,86",1991
412690 TAPIRA,"146,76",1991
412700 TEIXEIRA SOARES,"180,72",1991
412710 TELEMACO BORBA,"300,21",1991
412720 TERRA BOA,"186,78",1991
412730 TERRA RICA,"297,79",1991
412740 TERRA ROXA,"168,67",1991
412750 TIBAGI,"145,56",1991
412760 TIJUCAS DO SUL,"187,85",1991
412770 TOLEDO,"338,37",1991
412780 TOMAZINA,"182,96",1991
412785 TRES BARRAS DO PARANA,"170,49",1991
412790 TUNEIRAS DO OESTE,"148,14",1991
412795 TUPASSI,"210,07",1991
412796 TURVO,"182,3",1991
412800 UBIRATA,"283,77",1991
412810 UMUARAMA,"310,74",1991
412820 UNIAO DA VITORIA,"270,12",1991
412830 UNIFLOR,"211,96",1991
412840 URAI,"303,58",1991
412850 WENCESLAU BRAZ,"225,25",1991
412855 VERA CRUZ DO OESTE,"222,64",1991
412860 VERE,"135,98",1991
412870 VITORINO,"250,57",1991
412880 XAMBRE,"138,16",1991
420005 ABDON BATISTA,"133,05",1991
420010 ABELARDO LUZ,"191,33",1991
420020 AGROLANDIA,"234,4",1991
420030 AGRONOMICA,"215,11",1991
420040 AGUA DOCE,"200,63",1991
420050 AGUAS DE CHAPECO,"149,5",1991
420060 AGUAS MORNAS,"194,18",1991
420070 ALFREDO WAGNER,"240,29",1991
420080 ANCHIETA,"159,23",1991
420090 ANGELINA,"197,03",1991
420100 ANITA GARIBALDI,"116,67",1991
420110 ANITAPOLIS,"200,2",1991
420120 ANTONIO CARLOS,"250,52",1991
420125 APIUNA,"238,43",1991
420130 ARAQUARI,"252,24",1991
420140 ARARANGUA,"274,51",1991
420150 ARMAZEM,"234,42",1991
420160 ARROIO TRINTA,"246,91",1991
420170 ASCURRA,"292,47",1991
420180 ATALANTA,"199,11",1991
420190 AURORA,"264,49",1991
420200 BALNEARIO CAMBORIU,"616,87",1991
420210 BARRA VELHA,"251,48",1991
420220 BENEDITO NOVO,"288,2",1991
420230 BIGUACU,"279,21",1991
420240 BLUMENAU,"564,69",1991
420250 BOM JARDIM DA SERRA,"205,19",1991
420260 BOM RETIRO,"202,3",1991
420270 BOTUVERA,"278,54",1991
420280 BRACO DO NORTE,"257,5",1991
420290 BRUSQUE,"462,91",1991
420300 CACADOR,"288,67",1991
420310 CAIBI,"326,5",1991
420320 CAMBORIU,"295,2",1991
420330 CAMPO ALEGRE,"194,14",1991
420340 CAMPO BELO DO SUL,"118,04",1991
420350 CAMPO ERE,"114,99",1991
420360 CAMPOS NOVOS,"212,42",1991
420370 CANELINHA,"259,44",1991
420380 CANOINHAS,"216,02",1991
420390 CAPINZAL,"262,34",1991
420400 CATANDUVAS,"242,81",1991
420410 CAXAMBU DO SUL,"141,95",1991
420415 CELSO RAMOS,"146,9",1991
420420 CHAPECO,"325,79",1991
420430 CONCORDIA,"357,99",1991
420440 CORONEL FREITAS,"202,91",1991
420450 CORUPA,"375,8",1991
420455 CORREIA PINTO,"228,35",1991
420460 CRICIUMA,"418,81",1991
420470 CUNHA PORA,"215,68",1991
420480 CURITIBANOS,"236,4",1991
420490 DESCANSO,"169,26",1991
420500 DIONISIO CERQUEIRA,"190,68",1991
420510 DONA EMMA,"174,05",1991
420515 DOUTOR PEDRINHO,"273,08",1991
420520 ERVAL VELHO,"232,88",1991
420530 FAXINAL DOS GUEDES,"245,73",1991
420540 FLORIANOPOLIS,"726,55",1991
420545 FORQUILHINHA,"300,83",1991
420550 FRAIBURGO,"292,59",1991
420560 GALVAO,"167,52",1991
420570 GAROPABA,"180,52",1991
420580 GARUVA,"310,17",1991
420590 GASPAR,"409,72",1991
420600 GOVERNADOR CELSO RAMOS,"253,8",1991
420610 GRAO PARA,"377,17",1991
420620 GRAVATAL,"233,5",1991
420630 GUABIRUBA,"321,61",1991
420640 GUARACIABA,"165,36",1991
420650 GUARAMIRIM,"349,96",1991
420660 GUARUJA DO SUL,"235,07",1991
420670 HERVAL D'OESTE,"283,36",1991
420680 IBICARE,"224,82",1991
420690 IBIRAMA,"283,66",1991
420700 ICARA,"246,52",1991
420710 ILHOTA,"260,21",1991
420720 IMARUI,"208,71",1991
420730 IMBITUBA,"250,93",1991
420740 IMBUIA,"337,32",1991
420750 INDAIAL,"379,09",1991
420760 IPIRA,"180,72",1991
420765 IPORA DO OESTE,"245,84",1991
420770 IPUMIRIM,"208,53",1991
420775 IRACEMINHA,"205,1",1991
420780 IRANI,"164,63",1991
420790 IRINEOPOLIS,"171,65",1991
420800 ITA,"187,48",1991
420810 ITAIOPOLIS,"156,93",1991
420820 ITAJAI,419,1991
420830 ITAPEMA,"332,63",1991
420840 ITAPIRANGA,"218,88",1991
420845 ITAPOA,"249,91",1991
420850 ITUPORANGA,"376,67",1991
420860 JABORA,"183,6",1991
420870 JACINTO MACHADO,"213,01",1991
420880 JAGUARUNA,"236,54",1991
420890 JARAGUA DO SUL,"518,54",1991
420900 JOACABA,"463,19",1991
420910 JOINVILLE,"457,77",1991
420915 JOSE BOITEUX,"208,43",1991
420920 LACERDOPOLIS,"241,87",1991
420930 LAGES,"317,33",1991
420940 LAGUNA,"212,09",1991
420950 LAURENTINO,"276,48",1991
420960 LAURO MULLER,"182,06",1991
420970 LEBON REGIS,"175,95",1991
420980 LEOBERTO LEAL,"180,87",1991
420985 LINDOIA DO SUL,"277,71",1991
420990 LONTRAS,"276,74",1991
421000 LUIZ ALVES,"342,57",1991
421010 MAFRA,"244,02",1991
421020 MAJOR GERCINO,"145,51",1991
421030 MAJOR VIEIRA,"161,44",1991
421040 MARACAJA,"218,48",1991
421050 MARAVILHA,"248,1",1991
421055 MAREMA,"152,26",1991
421060 MASSARANDUBA,"368,5",1991
421070 MATOS COSTA,"178,28",1991
421080 MELEIRO,"332,87",1991
421090 MODELO,"171,62",1991
421100 MONDAI,"150,06",1991
421110 MONTE CASTELO,"152,49",1991
421120 MORRO DA FUMACA,384,1991
421130 NAVEGANTES,"282,97",1991
421140 NOVA ERECHIM,"249,48",1991
421150 NOVA TRENTO,"289,69",1991
421160 NOVA VENEZA,"308,03",1991
421170 ORLEANS,"264,78",1991
421175 OTACILIO COSTA,"272,07",1991
421180 OURO,"325,24",1991
421190 PALHOCA,"280,34",1991
421200 PALMA SOLA,"166,67",1991
421210 PALMITOS,"187,87",1991
421220 PAPANDUVA,"168,76",1991
421230 PAULO LOPES,"172,94",1991
421240 PEDRAS GRANDES,"201,72",1991
421250 PENHA,"325,97",1991
421260 PERITIBA,"349,3",1991
421270 PETROLANDIA,"208,65",1991
421280 BALNEARIO PICARRAS,"283,75",1991
421290 PINHALZINHO,"315,73",1991
421300 PINHEIRO PRETO,"261,12",1991
421310 PIRATUBA,"186,76",1991
421320 POMERODE,"366,05",1991
421330 PONTE ALTA,"245,84",1991
421340 PONTE SERRADA,"170,35",1991
421350 PORTO BELO,"276,2",1991
421360 PORTO UNIAO,"278,03",1991
421370 POUSO REDONDO,"211,46",1991
421380 PRAIA GRANDE,"284,82",1991
421390 PRESIDENTE CASTELLO BRANCO,"243,65",1991
421400 PRESIDENTE GETULIO,"257,84",1991
421410 PRESIDENTE NEREU,"180,3",1991
421420 QUILOMBO,"168,24",1991
421430 RANCHO QUEIMADO,"231,12",1991
421440 RIO DAS ANTAS,"244,49",1991
421450 RIO DO CAMPO,"201,68",1991
421460 RIO DO OESTE,"272,13",1991
421470 RIO DOS CEDROS,"272,17",1991
421480 RIO DO SUL,"398,18",1991
421490 RIO FORTUNA,"199,57",1991
421500 RIO NEGRINHO,"283,12",1991
421510 RODEIO,"311,68",1991
421520 ROMELANDIA,"144,46",1991
421530 SALETE,"217,28",1991
421540 SALTO VELOSO,"197,02",1991
421550 SANTA CECILIA,"238,21",1991
421560 SANTA ROSA DE LIMA,"200,91",1991
421565 SANTA ROSA DO SUL,"272,99",1991
421570 SANTO AMARO DA IMPERATRIZ,"246,3",1991
421580 SAO BENTO DO SUL,"338,33",1991
421590 SAO BONIFACIO,"214,42",1991
421600 SAO CARLOS,"237,76",1991
421610 SAO DOMINGOS,"164,62",1991
421620 SAO FRANCISCO DO SUL,"277,03",1991
421630 SAO JOAO BATISTA,"283,2",1991
421640 SAO JOAO DO SUL,"230,76",1991
421650 SAO JOAQUIM,"227,07",1991
421660 SAO JOSE,"454,46",1991
421670 SAO JOSE DO CEDRO,"218,37",1991
421680 SAO JOSE DO CERRITO,"144,24",1991
421690 SAO LOURENCO DO OESTE,"193,89",1991
421700 SAO LUDGERO,"350,82",1991
421710 SAO MARTINHO,"183,27",1991
421720 SAO MIGUEL DO OESTE,"246,78",1991
421730 SAUDADES,"194,43",1991
421740 SCHROEDER,"372,28",1991
421750 SEARA,"324,69",1991
421755 SERRA ALTA,"167,08",1991
421760 SIDEROPOLIS,"235,75",1991
421770 SOMBRIO,"236,04",1991
421780 TAIO,"258,66",1991
421790 TANGARA,"285,22",1991
421800 TIJUCAS,"400,5",1991
421810 TIMBE DO SUL,"215,63",1991
421820 TIMBO,"419,67",1991
421825 TIMBO GRANDE,"174,23",1991
421830 TRES BARRAS,"177,19",1991
421840 TREZE DE MAIO,"206,37",1991
421850 TREZE TILIAS,"291,05",1991
421860 TROMBUDO CENTRAL,"277,33",1991
421870 TUBARAO,"344,22",1991
421875 TUNAPOLIS,"175,2",1991
421880 TURVO,"402,64",1991
421885 UNIAO DO OESTE,"215,75",1991
421890 URUBICI,"223,34",1991
421895 URUPEMA,"216,37",1991
421900 URUSSANGA,"310,2",1991
421910 VARGEAO,"291,8",1991
421920 VIDAL RAMOS,"194,48",1991
421930 VIDEIRA,"385,38",1991
421935 VITOR MEIRELES,"210,13",1991
421940 WITMARSUM,"179,75",1991
421950 XANXERE,"398,81",1991
421960 XAVANTINA,"427,78",1991
421970 XAXIM,"211,84",1991
430005 AGUA SANTA,"203,59",1991
430010 AGUDO,"320,83",1991
430020 AJURICABA,"274,87",1991
430030 ALECRIM,"146,02",1991
430040 ALEGRETE,"357,58",1991
430045 ALEGRIA,"169,39",1991
430050 ALPESTRE,"102,96",1991
